,BATTER,NAME,YEAR,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP,TEAM
796,57774,Chase d'Arnaud,2010,236,599,550,122,40.0,5.0,68,5,174,36,34.0,2.0,5.0,1,0,5,34,45,66,12,4,2,18,0,29.0,10.0,darnach01,57774,-0.09347046000000003,PIT
797,57819,Jake Elmore,2010,217,527,465,100,37.0,4.0,37,4,128,50,48.0,2.0,2.0,2,1,26,30,18,47,34,4,8,46,3,4.0,11.0,elmorja01,57819,0.2315415000000001,ARI
798,58058,Tim Beckham,2010,472,1751,1614,402,198.0,8.0,201,63,696,111,111.0,0.0,14.0,0,0,11,88,59,263,13,0,0,13,33,13.0,12.0,beckhti01,58058,2.9988098,TBR
799,58450,Jordy Mercer,2010,895,3267,2966,762,299.0,17.0,315,64,1150,235,179.0,56.0,27.0,0,0,6,41,3,831,0,0,1,1,1,13.0,11.0,mercejo03,58450,9.0169435,PIT
800,58809,Didi Gregorius,2010,851,3382,3096,816,417.0,32.0,417,110,1329,201,186.0,15.0,37.0,0,0,0,11,2,828,0,0,0,0,2,30.0,14.0,gregodi01,58809,16.0212794,NYY
801,59688,Jonathan Villar,2010,779,3002,2689,701,268.0,13.0,381,78,1097,264,257.0,7.0,13.0,0,0,0,333,54,385,5,8,0,13,3,202.0,54.0,villajo01,59688,7.372770999999998,HOU
802,60931,Chris Owings,2010,646,2302,2140,515,210.0,13.0,238,34,782,123,111.0,12.0,13.0,1,0,0,193,28,243,6,72,74,152,0,75.0,15.0,owingch01,60931,-1.4129419999999997,ARI
803,61044,Jose Iglesias,2010,802,2915,2706,739,247.0,13.0,309,32,1005,132,126.0,6.0,40.0,0,0,0,3,37,754,0,0,0,0,1,52.0,30.0,iglesjo01,61044,9.572301300000001,DET
804,65980,Brad Miller,2010,759,2675,2381,573,293.0,20.0,295,88,998,252,245.0,7.0,11.0,0,0,75,169,26,376,32,20,7,59,31,35.0,16.0,millebr02,65980,6.510918,SEA
805,66810,Adeiny Hechavarria,2010,895,3225,3012,763,271.0,25.0,304,37,1059,159,139.0,20.0,9.0,0,0,0,37,31,809,0,0,0,0,1,35.0,19.0,hechaad01,66810,6.797466100000001,MIA
806,67105,Josh Rutledge,2010,370,1206,1101,284,111.0,7.0,156,20,423,71,69.0,2.0,16.0,0,0,5,133,47,141,0,0,0,0,2,24.0,3.0,rutlejo01,67105,0.3146293000000001,BOS
807,67119,Andrelton Simmons,2010,1030,4153,3836,1029,396.0,28.0,437,67,1457,257,242.0,15.0,22.0,0,0,0,0,0,1027,0,0,0,0,2,65.0,24.0,simmoan01,67119,25.026249999999994,ATL
808,67248,Xander Bogaerts,2010,914,3930,3545,1022,503.0,28.0,542,107,1599,321,307.0,14.0,31.0,0,0,0,0,53,855,0,0,0,0,1,53.0,14.0,bogaexa01,67248,19.767459,BOS
809,67568,Jorge Polanco,2010,441,1871,1682,472,226.0,17.0,232,45,747,147,144.0,3.0,11.0,0,0,0,5,9,403,0,0,0,0,14,29.0,18.0,polanjo01,67568,7.0411701,MIN
810,68088,Luis Sardinas,2010,182,500,459,103,32.0,1.0,50,5,134,29,25.0,4.0,3.0,2,0,3,54,17,82,1,0,0,1,5,10.0,3.0,sardilu01,68088,0.4416186,SDP
811,68945,Joshua Riddle,2010,172,579,536,128,67.0,6.0,48,12,197,32,29.0,3.0,0.0,0,0,0,0,0,164,0,0,0,0,0,0.0,5.0,riddljt01,68945,2.187406,MIA
812,69508,Nick Ahmed,2010,613,2209,2014,475,231.0,23.0,248,55,780,149,138.0,11.0,12.0,0,0,0,2,0,589,0,0,0,0,0,25.0,18.0,ahmedni01,69508,10.239718,ARI
813,69600,Orlando Arcia,2010,479,1676,1549,376,159.0,10.0,160,37,558,109,95.0,14.0,3.0,0,0,0,0,0,471,0,0,0,0,0,37.0,16.0,arciaor01,69600,4.188162999999999,MIL
814,69752,Jose Peraza,2010,520,1885,1758,480,154.0,11.0,200,28,657,75,69.0,6.0,29.0,2,0,0,173,5,281,41,21,1,63,1,77.0,30.0,perazjo01,69752,5.073686,CIN
815,69790,Ketel Marte,2010,546,2176,1968,555,219.0,14.0,275,54,881,178,170.0,8.0,10.0,0,0,0,218,3,273,0,98,0,98,0,38.0,13.0,marteke01,69790,10.362828999999998,ARI
816,70327,Marcus Semien,2010,805,3384,3055,783,357.0,14.0,439,108,1310,301,296.0,5.0,7.0,0,0,0,29,50,722,0,0,0,0,2,62.0,24.0,semiema01,70327,21.133729199999998,OAK
817,70387,Javier Baez,2010,665,2473,2316,626,354.0,10.0,344,110,1121,121,91.0,30.0,18.0,0,0,12,285,104,330,2,0,1,3,2,60.0,25.0,baezja01,70387,10.4523991,CHC
818,70399,Francisco Lindor,2010,717,3244,2904,835,384.0,34.0,478,130,1433,260,235.0,25.0,21.0,0,0,0,0,0,705,0,0,0,0,9,93.0,25.0,lindofr01,70399,25.05132,CLE
819,70406,Trevor Story,2010,544,2282,2061,568,347.0,9.0,334,123,1106,189,180.0,9.0,21.0,0,0,0,0,0,538,0,0,0,0,0,65.0,21.0,storytr01,70406,14.94883,COL
820,70633,Addison Russell,2010,615,2212,1987,480,253.0,12.0,256,60,778,186,169.0,17.0,24.0,0,0,0,149,0,460,0,0,0,0,0,17.0,5.0,russead02,70633,6.560761,CHC
821,70635,Corey Seager,2010,489,2069,1854,545,266.0,10.0,302,73,910,190,175.0,15.0,15.0,0,0,0,0,6,471,0,0,0,0,1,10.0,5.0,seageco01,70635,13.242048,LAD
822,70917,Trea Turner,2010,482,2124,1944,566,216.0,5.0,332,63,908,160,155.0,5.0,13.0,0,0,0,42,0,384,0,45,0,45,0,159.0,30.0,turnetr01,70917,14.3330219,WSN
823,100344,Adalberto Mondesi,2010,249,943,878,219,115.0,7.0,125,26,364,39,39.0,0.0,3.0,0,0,0,68,0,177,0,0,0,0,5,89.0,17.0,mondera02,100344,2.177625,KCR
824,100502,Carlos Correa,2010,546,2362,2068,573,372.0,26.0,312,102,1012,256,241.0,15.0,12.0,0,0,0,0,0,544,0,0,0,0,2,33.0,8.0,correca01,100502,16.73392,HOU
825,100748,Yairo Munoz,2010,196,510,465,127,55.0,3.0,59,10,182,37,30.0,7.0,5.0,0,0,0,30,45,57,15,10,29,54,0,13.0,9.0,munozya01,100748,0.2079093,STL
826,102503,Tim Anderson,2010,521,2161,2062,570,206.0,7.0,287,64,896,71,69.0,2.0,11.0,0,0,0,0,0,516,0,0,0,0,1,68.0,16.0,anderti01,102503,8.557179,CHW
827,102559,J.P. Crawford,2010,165,621,532,118,64.0,4.0,68,10,195,72,72.0,0.0,7.0,0,0,0,4,26,129,0,0,0,0,0,8.0,3.0,crawfjp01,102559,1.955683,PHI
828,103203,Amed Rosario,2010,357,1417,1335,360,133.0,6.0,167,28,542,63,57.0,6.0,8.0,0,0,0,0,0,343,1,0,0,1,1,50.0,24.0,rosaram01,103203,3.5440140000000007,NYM
829,103209,Willy Adames,2010,237,907,819,215,86.0,3.0,112,30,339,77,73.0,4.0,4.0,0,0,0,10,0,227,0,0,0,0,0,10.0,7.0,adamewi01,103209,4.90679,TBR
830,105846,Paul DeJong,2010,382,1597,1436,360,211.0,12.0,220,74,670,119,115.0,4.0,29.0,0,0,0,20,0,357,0,0,0,0,0,11.0,6.0,dejonpa01,105846,9.15882,STL
831,106259,Scott Kingery,2010,273,984,910,220,90.0,7.0,119,27,370,58,56.0,2.0,8.0,1,0,0,14,51,137,14,66,4,84,0,25.0,7.0,kingesc01,106259,2.109745,PHI
832,106558,Kevin Newman,2010,161,628,584,171,70.0,2.0,68,12,241,32,29.0,3.0,8.0,0,0,0,31,6,128,2,0,0,2,0,16.0,9.0,newmake01,106558,2.5001900000000004,PIT
833,107168,Dansby Swanson,2010,445,1774,1578,387,192.0,14.0,207,40,608,167,135.0,32.0,7.0,0,0,0,0,0,441,0,0,0,0,0,26.0,12.0,swansda01,107168,5.733792,ATL
