,BATTER,NAME,YEAR,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP,TEAM
0,16,Adam Everett,2000,815,2914,2617,640,278.0,20.0,319,40,919,165,151.0,14.0,37.0,0,0,0,1,0,792,0,0,0,0,3,64.0,20.0,everead01,16,9.405941099999998,HOU
1,26,Mark Loretta,1990,517,1863,1643,483,184.0,20.0,237,18,643,159,155.0,4.0,20.0,0,0,155,125,74,208,1,0,0,1,1,21.0,14.0,loretma01,26,3.490018,MIL
2,27,Julio Lugo,2000,1237,5026,4473,1213,452.0,40.0,659,80,1751,420,416.0,4.0,35.0,0,0,0,114,16,1078,11,1,6,18,7,193.0,62.0,lugoju01,27,16.608694,HOU
3,48,Jose Vizcaino,1990,1061,3936,3564,966,325.0,29.0,426,21,1216,257,244.0,13.0,11.0,0,0,0,228,139,672,1,0,0,1,0,59.0,44.0,vizcajo01,48,4.46662294,CHC
4,48,Jose Vizcaino,2000,752,1971,1805,485,155.0,9.0,205,15,641,121,101.0,20.0,5.0,0,0,39,206,88,271,0,0,0,0,2,15.0,18.0,vizcajo01,48,1.2050847,HOU
5,70,Julio Franco,1980,1064,4544,4138,1232,524.0,45.0,584,58,1666,337,314.0,23.0,18.0,0,0,0,321,2,715,0,0,0,0,24,152.0,63.0,francju01,70,21.6706045,CLE
6,73,Rafael Furcal,2000,1300,5871,5249,1493,465.0,32.0,880,92,2140,529,511.0,18.0,16.0,0,0,0,36,0,1256,0,0,0,0,0,271.0,81.0,furcara02,73,30.51554400000001,ATL
7,73,Rafael Furcal,2010,314,1365,1228,324,122.0,7.0,183,21,465,114,108.0,6.0,6.0,0,0,0,8,0,298,0,0,0,0,0,43.0,13.0,furcara02,73,6.841124599999999,LAD
8,106,Gary Sheffield,1980,119,494,448,110,44.0,4.0,46,9,156,34,34.0,0.0,4.0,0,0,0,0,21,94,0,0,0,0,4,13.0,7.0,sheffga01,106,0.6604146,MIL
9,138,Jose Hernandez,1990,745,2188,1989,499,257.0,8.0,303,73,844,154,136.0,18.0,8.0,0,0,6,60,211,401,44,47,4,95,1,24.0,17.0,hernajo01,138,4.3727521000000005,CHC
10,138,Jose Hernandez,2000,842,2901,2629,667,346.0,16.0,320,95,1085,230,208.0,22.0,16.0,0,0,73,58,214,435,18,3,12,33,1,17.0,21.0,hernajo01,138,5.813422100000001,MIL
11,172,Wilson Delgado,2000,194,477,430,107,37.0,3.0,47,5,135,40,37.0,3.0,1.0,0,0,0,48,31,96,0,0,0,0,0,3.0,1.0,delgawi01,172,0.7532463,KCR
12,205,Edgar Renteria,1990,547,2395,2150,611,177.0,18.0,329,23,793,179,177.0,2.0,12.0,0,0,0,0,0,539,0,0,0,0,0,126.0,47.0,renteed01,205,5.646456,FLA
13,205,Edgar Renteria,2000,1437,6071,5450,1574,688.0,54.0,811,109,2253,494,457.0,37.0,18.0,0,0,1,0,0,1421,0,0,0,0,2,161.0,59.0,renteed01,205,25.399012,STL
14,205,Edgar Renteria,2010,168,600,542,142,58.0,4.0,60,8,195,45,42.0,3.0,1.0,0,0,0,4,0,154,0,0,0,0,0,7.0,2.0,renteed01,205,0.897982,CIN
15,245,Alex Gonzalez,1990,595,2340,2095,504,205.0,12.0,260,51,799,171,168.0,3.0,21.0,0,0,0,0,9,579,0,0,0,0,4,63.0,24.0,gonzaal01,245,4.0440960000000015,TOR
16,245,Alex Gonzalez,2000,801,3188,2882,705,331.0,20.0,363,86,1149,221,212.0,9.0,24.0,0,0,3,0,100,683,1,0,0,1,0,34.0,24.0,gonzaal01,245,4.7697318000000015,CHC
17,285,Jay Bell,1980,194,692,621,148,65.0,4.0,73,7,208,50,50.0,0.0,3.0,0,0,0,2,0,188,0,0,0,0,2,11.0,5.0,bellja01,285,-1.1315865699999998,CLE
18,285,Jay Bell,1990,1487,6477,5619,1529,667.0,43.0,890,155,2413,641,620.0,21.0,44.0,0,0,0,163,7,1313,0,0,0,0,2,73.0,51.0,bellja01,285,34.431059999999995,PIT
19,287,Alex Cintron,2000,680,2217,2056,565,222.0,14.0,244,33,810,112,104.0,8.0,8.0,0,0,2,118,96,385,0,0,0,0,12,18.0,14.0,cintral01,287,2.3031744,ARI
20,290,Craig Counsell,2000,1166,4274,3706,958,293.0,28.0,525,34,1297,464,440.0,24.0,43.0,0,0,4,341,351,408,0,0,0,0,0,95.0,46.0,counscr01,290,13.573580999999999,ARI
21,332,Tony Womack,2000,808,3230,2987,804,224.0,21.0,438,23,1047,164,158.0,6.0,22.0,0,0,0,199,0,483,40,24,7,71,3,169.0,46.0,womacto01,332,5.510267,ARI
22,346,Alex Cora,2000,1076,3390,3013,747,257.0,15.0,331,35,1047,224,192.0,32.0,82.0,0,0,2,469,16,565,1,0,0,1,3,41.0,20.0,coraal01,346,4.4799324,LAD
23,355,Mark Grudzielanek,1990,666,2852,2652,763,228.0,16.0,336,28,1021,120,110.0,10.0,47.0,0,0,0,13,31,618,0,0,0,0,0,90.0,30.0,grudzma01,355,6.285100999999999,MON
24,364,Cesar Izturis,2000,1017,3818,3552,921,261.0,15.0,376,14,1174,187,169.0,18.0,16.0,0,0,0,43,47,912,0,0,0,0,0,98.0,47.0,izturce01,364,4.5099944,LAD
25,364,Cesar Izturis,2010,293,861,798,182,51.0,3.0,65,3,225,39,36.0,3.0,6.0,0,0,1,26,6,237,0,0,0,0,0,12.0,6.0,izturce01,364,-0.1699103,BAL
26,389,Orlando Cabrera,1990,199,712,661,174,63.0,1.0,96,11,266,37,32.0,5.0,3.0,0,0,0,32,0,160,0,0,0,0,0,9.0,6.0,cabreor01,389,0.8636729000000001,MON
27,389,Orlando Cabrera,2000,1533,6529,5957,1644,698.0,76.0,786,103,2368,432,411.0,21.0,23.0,0,0,0,1,0,1523,0,0,0,0,2,188.0,43.0,cabreor01,389,26.901312,MON
28,389,Orlando Cabrera,2010,253,1014,944,237,93.0,13.0,103,9,313,45,45.0,0.0,6.0,0,0,0,85,5,160,0,0,0,0,0,19.0,8.0,cabreor01,389,0.7874739999999999,CIN
29,396,Wil Cordero,1990,773,3099,2833,791,368.0,19.0,406,79,1228,199,173.0,26.0,38.0,0,0,84,47,2,383,196,0,8,204,38,44.0,16.0,cordewi01,396,6.017963999999999,MON
30,433,Rich Aurilia,1990,434,1554,1410,380,178.0,12.0,169,41,579,108,100.0,8.0,8.0,0,0,0,11,0,405,0,0,0,0,0,11.0,8.0,aurilri01,433,4.741465,SFG
31,433,Rich Aurilia,2000,1218,4724,4311,1196,578.0,35.0,576,145,1900,342,328.0,14.0,16.0,0,0,207,95,197,690,0,0,0,0,5,12.0,10.0,aurilri01,433,15.17273646,SFG
32,440,Shawon Dunston,1980,612,2353,2223,569,224.0,12.0,267,44,855,96,64.0,32.0,7.0,0,0,0,0,0,605,0,0,0,0,0,85.0,37.0,dunstsh01,440,6.9557899999999995,CHC
33,440,Shawon Dunston,1990,944,3346,3155,888,367.0,33.0,408,84,1366,96,84.0,12.0,28.0,0,0,8,25,6,749,36,34,9,79,7,120.0,43.0,dunstsh01,440,9.626099900000002,CHC
34,458,Ramon Martinez,2000,718,2017,1789,468,223.0,30.0,198,24,651,152,138.0,14.0,15.0,0,0,22,226,176,258,3,0,1,4,0,9.0,5.0,martira03,458,3.00472906,SFG
35,501,Andy Fox,2000,403,1051,929,208,77.0,3.0,108,12,289,94,83.0,11.0,19.0,0,0,4,32,55,171,14,2,11,27,1,43.0,13.0,foxan01,501,0.1304649999999999,FLA
36,502,Alex Gonzalez,1990,161,689,646,168,66.0,3.0,92,17,265,24,24.0,0.0,13.0,0,0,0,0,0,160,0,0,0,0,0,3.0,5.0,gonzaal02,502,-0.6433960000000001,FLA
37,502,Alex Gonzalez,2000,1068,4087,3747,919,455.0,33.0,416,97,1472,212,167.0,45.0,55.0,0,0,0,0,0,1046,0,0,0,0,0,23.0,14.0,gonzaal02,502,7.574698999999999,FLA
38,502,Alex Gonzalez,2010,380,1472,1383,331,169.0,7.0,159,43,546,64,61.0,3.0,11.0,0,0,22,0,12,342,0,0,0,0,0,4.0,3.0,gonzaal02,502,6.779448299999999,ATL
39,570,Rey Ordonez,1990,578,2057,1883,464,165.0,14.0,181,4,559,112,78.0,34.0,4.0,0,0,0,0,0,573,0,0,0,0,0,23.0,18.0,ordonre01,570,0.7193541,NYM
40,570,Rey Ordonez,2000,395,1350,1232,303,122.0,9.0,110,8,407,79,49.0,30.0,4.0,0,0,0,0,0,390,0,0,0,0,0,5.0,6.0,ordonre01,570,1.8643060000000002,NYM
41,579,Marco Scutaro,2000,840,3103,2741,727,294.0,26.0,387,50,1053,297,292.0,5.0,12.0,0,0,3,306,98,415,14,0,4,18,3,35.0,12.0,scutama01,579,12.6449211,OAK
42,579,Marco Scutaro,2010,551,2383,2146,628,215.0,19.0,296,27,844,177,175.0,2.0,10.0,0,0,0,260,15,268,0,0,0,0,3,20.0,10.0,scutama01,579,10.3096462,SFG
43,587,John Valentin,1990,961,4161,3614,1022,521.0,40.0,582,118,1673,430,415.0,15.0,42.0,0,0,0,80,340,538,0,0,0,0,3,47.0,30.0,valenjo02,587,25.802909,BOS
44,608,Deivi Cruz,1990,437,1497,1408,370,143.0,10.0,151,20,519,39,39.0,0.0,7.0,0,0,0,0,0,437,0,0,0,0,0,7.0,14.0,cruzde01,608,3.1211599999999997,DET
45,608,Deivi Cruz,2000,797,2878,2716,739,321.0,22.0,291,50,1082,93,81.0,12.0,17.0,0,0,1,51,13,687,0,0,0,0,5,9.0,14.0,cruzde01,608,1.2726889999999995,DET
46,648,Ramon Vazquez,2000,696,2227,1951,496,176.0,18.0,244,22,682,217,203.0,14.0,7.0,0,0,11,165,212,275,0,0,0,0,1,20.0,7.0,vazqura01,648,1.8609720000000003,SDP
47,688,Jimmy Rollins,2000,1406,6512,5941,1629,621.0,36.0,945,146,2607,470,435.0,35.0,32.0,0,0,0,1,0,1393,0,0,0,0,0,326.0,69.0,rolliji01,688,27.030467699999996,PHI
48,688,Jimmy Rollins,2010,869,3728,3353,826,315.0,17.0,476,85,1282,343,326.0,17.0,6.0,0,0,0,0,0,834,0,0,0,0,7,144.0,36.0,rolliji01,688,14.039226,PHI
49,751,Jack Wilson,2000,1190,4819,4412,1182,397.0,33.0,519,61,1651,251,227.0,24.0,33.0,0,0,0,0,0,1159,0,0,0,0,0,37.0,28.0,wilsoja02,751,19.439643,PIT
50,751,Jack Wilson,2010,180,520,478,112,29.0,6.0,46,0,137,19,18.0,1.0,3.0,0,0,0,47,4,115,0,0,0,0,0,6.0,4.0,wilsoja02,751,0.5279567,ATL
51,761,Juan Castro,1990,212,482,432,81,23.0,2.0,44,2,110,33,32.0,1.0,0.0,0,0,0,62,45,104,1,0,0,1,0,1.0,0.0,castrju01,761,-0.22899201,LAD
52,761,Juan Castro,2000,829,2212,2052,491,197.0,17.0,200,34,714,107,100.0,7.0,1.0,0,0,7,179,207,434,2,0,0,2,1,4.0,8.0,castrju01,761,-0.3085239000000002,CIN
53,785,Barry Larkin,1980,414,1666,1511,437,154.0,17.0,229,31,624,106,94.0,12.0,15.0,0,0,0,3,0,385,0,0,0,0,0,79.0,18.0,larkiba01,785,12.491155,CIN
54,785,Barry Larkin,1990,1293,5541,4780,1447,639.0,40.0,834,137,2229,658,616.0,42.0,32.0,0,0,0,0,0,1274,0,0,0,0,2,266.0,47.0,larkiba01,785,45.12357,CIN
55,785,Barry Larkin,2000,473,1850,1646,456,167.0,10.0,266,30,674,175,163.0,12.0,8.0,0,0,0,0,0,426,0,0,0,0,1,34.0,12.0,larkiba01,785,7.636553999999999,CIN
56,858,Juan Uribe,2000,1108,4180,3836,985,514.0,40.0,482,127,1651,219,211.0,8.0,26.0,0,0,0,178,128,809,0,1,0,1,2,38.0,35.0,uribeju01,858,12.9512663,CHW
57,874,David Eckstein,2000,1195,5213,4599,1296,363.0,37.0,652,34,1647,349,346.0,3.0,134.0,0,0,0,169,0,974,0,0,0,0,30,115.0,44.0,eckstda01,874,15.190444,ANA
58,878,Benji Gil,1990,267,872,794,171,80.0,6.0,74,14,256,49,49.0,0.0,2.0,0,0,0,0,0,263,0,0,0,0,0,4.0,9.0,gilbe01,878,-0.5411930599999999,TEX
59,878,Benji Gil,2000,337,895,816,210,91.0,8.0,84,18,320,53,52.0,1.0,5.0,0,0,36,82,4,172,0,1,0,1,26,20.0,12.0,gilbe01,878,0.9650389999999998,ANA
60,964,Miguel Tejada,1990,290,1185,1057,254,139.0,8.0,156,34,426,87,84.0,3.0,20.0,0,0,0,0,0,289,0,0,0,0,0,15.0,13.0,tejadmi01,964,3.106543,OAK
61,964,Miguel Tejada,2000,1581,6827,6263,1860,1046.0,55.0,960,251,3010,418,357.0,61.0,87.0,0,0,0,0,0,1557,0,0,0,0,22,63.0,21.0,tejadmi01,964,46.86010999999999,BAL
62,998,Felipe Lopez,2000,1024,4270,3805,1025,391.0,26.0,536,80,1522,393,380.0,13.0,17.0,0,0,1,300,95,602,16,0,1,17,1,115.0,55.0,lopezfe01,998,10.380600999999999,CIN
63,1024,Chris Woodward,2000,626,1835,1651,399,189.0,23.0,207,33,611,132,126.0,6.0,12.0,0,0,49,92,80,310,20,5,8,33,4,9.0,6.0,woodwch01,1024,3.143876,TOR
64,1043,Chris Gomez,1990,761,2853,2516,632,267.0,14.0,282,33,877,271,259.0,12.0,25.0,0,0,0,78,0,687,0,0,0,0,1,21.0,22.0,gomezch02,1043,1.0814576999999996,DET
65,1043,Chris Gomez,2000,754,2290,2088,574,220.0,18.0,235,27,779,137,132.0,5.0,16.0,0,0,137,98,96,374,0,0,0,0,13,14.0,11.0,gomezch02,1043,2.5274397,BAL
66,1063,Andy Sheets,1990,254,714,637,138,76.0,8.0,89,14,212,52,49.0,3.0,2.0,0,0,2,49,70,131,0,0,0,0,0,12.0,4.0,sheetan01,1063,-1.2377479999999998,SEA
67,1098,Ricky Gutierrez,1990,692,2426,2149,558,186.0,14.0,274,13,717,227,207.0,20.0,22.0,0,0,0,27,35,598,3,0,2,5,0,37.0,24.0,gutieri01,1098,2.535588,HOU
68,1098,Ricky Gutierrez,2000,427,1700,1483,409,171.0,17.0,197,25,555,137,137.0,0.0,26.0,0,0,0,125,9,280,0,0,0,0,1,13.0,6.0,gutieri01,1098,2.9745334999999997,CHC
69,1107,John McDonald,2000,719,1841,1692,401,134.0,12.0,198,13,536,75,75.0,0.0,18.0,0,0,0,150,77,438,4,0,0,4,5,29.0,11.0,mcdonjo03,1107,-0.14272940000000006,CLE
70,1107,John McDonald,2010,363,789,721,160,76.0,6.0,76,15,242,43,38.0,5.0,5.0,1,0,0,61,139,146,3,0,0,3,2,5.0,7.0,mcdonjo03,1107,2.0083097,ARI
71,1129,Omar Vizquel,1990,1321,5457,4809,1344,429.0,45.0,689,33,1719,467,463.0,4.0,18.0,0,0,0,1,0,1311,0,0,1,1,0,237.0,87.0,vizquom01,1129,19.191794,CLE
72,1129,Omar Vizquel,2000,1278,5389,4726,1275,457.0,39.0,644,44,1699,483,462.0,21.0,28.0,0,0,0,16,20,1227,0,0,0,0,0,151.0,65.0,vizquom01,1129,14.959446999999995,CLE
73,1139,Willie Bloomquist,2010,390,1279,1202,333,98.0,7.0,155,8,428,58,54.0,4.0,7.0,0,0,13,41,32,156,50,8,31,89,6,37.0,29.0,bloomwi01,1139,0.8799123999999999,ARI
74,1155,Carlos Guillen,2000,1194,4837,4267,1224,605.0,41.0,688,114,1908,480,443.0,37.0,22.0,0,0,70,0,189,853,44,0,0,44,62,70.0,44.0,guillca01,1155,24.664901,DET
75,1170,Jose Offerman,1990,1143,4815,4145,1162,381.0,27.0,610,30,1562,564,534.0,30.0,14.0,0,0,104,419,0,607,0,1,0,1,24,157.0,83.0,offerjo01,1170,13.7909151,LAD
76,1175,Desi Relaford,1990,237,876,783,186,74.0,6.0,81,6,257,60,54.0,6.0,9.0,0,0,0,4,0,221,0,0,0,0,0,17.0,8.0,relafde01,1175,-0.4096944999999999,PHI
77,1175,Desi Relaford,2000,702,2471,2156,528,234.0,22.0,294,34,762,233,217.0,16.0,41.0,1,0,0,213,154,246,50,9,37,96,5,64.0,20.0,relafde01,1175,5.634223400000001,KCR
78,1192,Tony Batista,1990,390,1358,1238,333,184.0,13.0,183,59,586,89,85.0,4.0,12.0,0,0,0,94,37,240,0,0,0,0,3,14.0,6.0,batisto01,1192,7.63724631,ARI
79,1197,Mike Bordick,1990,1287,4791,4248,1098,426.0,43.0,480,51,1476,366,357.0,9.0,49.0,0,0,0,112,11,1177,0,0,0,0,1,68.0,44.0,bordimi01,1197,15.0533346,OAK
80,1197,Mike Bordick,2000,433,1693,1522,402,200.0,11.0,196,40,614,134,133.0,1.0,14.0,0,0,0,13,22,400,0,0,0,0,1,28.0,14.0,bordimi01,1197,6.3252549999999985,BAL
81,1224,Luis Lopez,1990,420,1064,965,232,86.0,7.0,107,9,316,68,60.0,8.0,15.0,0,0,0,152,31,195,8,0,1,9,0,8.0,9.0,lopezlu02,1224,0.6283622999999999,NYM
82,1224,Luis Lopez,2000,301,719,655,158,65.0,6.0,64,13,239,32,29.0,3.0,11.0,0,0,7,59,69,102,0,0,0,0,9,2.0,3.0,lopezlu02,1224,-0.9207994,MIL
83,1292,Alex Rodriguez,1990,642,2843,2572,791,463.0,21.0,493,148,1417,210,206.0,4.0,24.0,0,0,0,0,0,638,0,0,0,0,2,118.0,32.0,rodrial01,1292,22.792817000000003,SEA
84,1298,Michael Young,2000,1351,5989,5501,1662,720.0,44.0,819,137,2470,402,392.0,10.0,17.0,0,0,0,416,138,787,0,0,0,0,23,77.0,24.0,youngmi02,1298,22.872003974000002,TEX
85,1321,Nomar Garciaparra,1990,455,2074,1907,615,340.0,19.0,347,96,1080,123,113.0,10.0,22.0,0,0,0,1,0,452,0,0,0,0,0,53.0,18.0,garcino01,1321,20.335853,BOS
86,1321,Nomar Garciaparra,2000,979,4042,3679,1132,596.0,44.0,580,133,1828,280,236.0,44.0,37.0,0,0,210,0,94,603,0,0,0,0,24,42.0,13.0,garcino01,1321,24.585911,BOS
87,1345,Rey Sanchez,1990,875,3002,2768,755,225.0,15.0,316,11,942,139,115.0,24.0,26.0,0,0,0,272,18,581,0,0,0,0,0,33.0,23.0,sanchre01,1345,12.87366138,CHC
88,1345,Rey Sanchez,2000,615,2244,2082,562,164.0,19.0,233,4,677,90,85.0,5.0,14.0,0,0,0,208,1,403,0,0,0,0,0,22.0,9.0,sanchre01,1345,4.7985456,KCR
89,1360,Angel Berroa,2000,746,2807,2575,665,254.0,15.0,329,46,963,117,104.0,13.0,54.0,0,0,0,6,17,706,0,0,0,0,0,50.0,20.0,berroan01,1360,4.594528720000001,KCR
90,1393,Neifi Perez,1990,419,1834,1695,468,163.0,12.0,238,26,673,87,83.0,4.0,3.0,0,1,0,45,2,378,0,0,0,0,0,24.0,16.0,perezne01,1393,3.947665,COL
91,1393,Neifi Perez,2000,984,3676,3432,902,326.0,34.0,402,38,1249,144,124.0,20.0,4.0,0,0,0,207,22,737,0,0,0,0,1,33.0,29.0,perezne01,1393,4.7837047,CHC
92,1426,Damian Jackson,1990,171,545,472,109,49.0,4.0,70,10,174,64,60.0,4.0,4.0,0,0,0,25,0,126,2,3,2,7,0,38.0,11.0,jacksda04,1426,1.7471171000000003,CIN
93,1452,Ramon Santiago,2000,459,1426,1246,304,114.0,7.0,162,17,421,91,90.0,1.0,35.0,0,0,0,117,9,326,0,0,0,0,0,25.0,11.0,santira01,1452,0.7843763700000002,DET
94,1475,Cristian Guzman,1990,131,456,420,95,26.0,4.0,47,1,116,22,22.0,0.0,3.0,0,0,0,0,0,131,0,0,0,0,0,9.0,7.0,guzmacr01,1475,-1.45781,MIN
95,1475,Cristian Guzman,2000,1171,4933,4597,1267,415.0,27.0,632,59,1822,223,208.0,15.0,23.0,0,0,0,0,0,1141,0,0,0,0,3,112.0,59.0,guzmacr01,1475,9.954168,MIN
96,1478,Denny Hocking,1990,445,1156,1056,253,96.0,10.0,137,13,356,72,69.0,3.0,4.0,0,0,6,121,56,167,41,14,65,120,4,23.0,16.0,hockide01,1478,-0.4339309000000001,MIN
97,1528,Royce Clayton,1990,1064,4244,3863,1004,385.0,31.0,476,56,1423,291,273.0,18.0,22.0,0,0,0,0,1,1039,0,0,0,0,0,161.0,68.0,claytro01,1528,13.666568,SFG
98,1528,Royce Clayton,2000,1044,3920,3516,900,338.0,31.0,459,54,1284,274,258.0,16.0,23.0,0,0,0,0,3,1014,0,0,0,0,0,70.0,32.0,claytro01,1528,2.1768316000000003,CHW
99,1564,Jose Valentin,1990,762,2768,2409,577,343.0,24.0,378,90,1015,298,268.0,30.0,10.0,0,0,0,19,2,716,0,0,0,0,2,78.0,32.0,valenjo03,1564,16.44893901,MIL
100,1564,Jose Valentin,2000,916,3549,3130,771,473.0,25.0,494,159,1464,332,308.0,24.0,19.0,0,0,1,139,179,500,28,24,3,55,4,58.0,24.0,valenjo03,1564,21.6114798,CHW
101,1589,Derek Jeter,1990,638,2886,2537,807,341.0,20.0,486,63,1180,273,266.0,7.0,36.0,0,0,0,0,0,637,0,0,0,0,0,86.0,33.0,jeterde01,1589,15.8849936,NYY
102,1589,Derek Jeter,2000,1500,6923,6122,1940,727.0,24.0,1088,161,2793,612,586.0,26.0,107.0,0,0,0,0,0,1486,0,0,0,0,14,219.0,47.0,jeterde01,1589,32.63771799999999,NYY
103,1589,Derek Jeter,2010,609,2793,2536,718,243.0,14.0,349,36,948,197,191.0,6.0,27.0,0,0,0,0,0,551,0,0,0,0,59,53.0,17.0,jeterde01,1589,3.3827252999999997,NYY
104,4159,Lou Collier,1990,202,569,506,122,58.0,7.0,51,4,168,46,40.0,6.0,6.0,0,0,0,4,7,156,9,0,1,10,0,6.0,4.0,collilo01,4159,-0.3928284999999999,PIT
105,16665,Kurt Abbott,1990,617,2045,1878,487,230.0,11.0,251,56,801,119,110.0,9.0,16.0,0,0,8,149,41,309,32,2,8,42,6,20.0,10.0,abbotku01,16665,-0.4528053999999999,FLA
106,16695,Alex Arias,1990,629,1664,1474,410,169.0,11.0,167,14,530,147,136.0,11.0,19.0,0,0,1,39,161,268,0,0,0,0,0,8.0,5.0,ariasal01,16695,3.4756750000000003,FLA
107,16749,Rafael Belliard,1980,437,1110,997,218,66.0,2.0,105,1,252,80,63.0,17.0,10.0,0,0,0,54,6,355,0,0,0,0,0,34.0,7.0,bellira01,16749,-0.376835894,PIT
108,16749,Rafael Belliard,1990,718,1414,1304,290,76.0,4.0,112,1,345,56,47.0,9.0,13.0,0,0,0,118,5,541,0,0,0,0,0,9.0,10.0,bellira01,16749,-1.5751623999999995,ATL
109,16752,Esteban Beltre,1990,186,443,401,95,35.0,3.0,46,1,115,28,28.0,0.0,0.0,0,0,0,24,19,134,0,0,0,0,1,5.0,5.0,beltres01,16752,-0.7494666999999999,CHW
110,16754,Mike Benjamin,1990,603,1733,1567,360,147.0,8.0,186,22,539,87,68.0,19.0,21.0,1,0,14,146,103,322,0,0,0,0,2,39.0,6.0,benjami01,16754,2.886803,SFG
111,16770,Jeff Blauser,1980,211,768,688,179,68.0,5.0,81,16,272,58,55.0,3.0,5.0,0,0,0,48,78,88,0,2,0,2,0,12.0,6.0,blausje01,16770,1.945758,ATL
112,16770,Jeff Blauser,1990,1196,4503,3834,1008,445.0,36.0,610,106,1564,511,492.0,19.0,86.0,0,0,0,92,46,1012,1,1,0,2,1,53.0,35.0,blausje01,16770,19.7723772,ATL
113,16776,Tim Bogar,1990,579,1342,1197,277,126.0,13.0,144,15,394,106,95.0,11.0,14.0,0,0,57,34,116,344,2,0,0,2,1,12.0,11.0,bogarti01,16776,3.9965757000000006,NYM
114,16787,Rafael Bournigal,1990,365,1035,932,234,85.0,4.0,104,4,296,59,56.0,3.0,10.0,0,0,0,140,8,216,1,0,0,1,2,12.0,5.0,bournra01,16787,-0.5033609,LAD
115,16856,Mike Caruso,1990,269,1119,1052,292,90.0,4.0,141,7,361,34,34.0,0.0,10.0,0,0,0,0,0,263,0,0,0,0,0,34.0,20.0,carusmi01,16856,-0.28456999999999977,CHW
116,16863,Andujar Cedeno,1990,616,2233,2051,485,223.0,10.0,221,47,750,143,107.0,36.0,21.0,0,0,0,0,6,599,0,0,0,0,0,26.0,17.0,cedenan01,16863,0.7176183999999997,HOU
117,16920,Tripp Cromer,1990,184,551,512,116,47.0,6.0,52,12,174,26,21.0,5.0,4.0,0,0,1,37,3,125,1,0,1,2,0,0.0,1.0,crometr01,16920,-0.31920068,LAD
118,16970,Gary DiSarcina,1990,1072,3990,3706,951,344.0,21.0,438,27,1256,153,153.0,0.0,35.0,0,0,0,10,2,1056,0,0,0,0,0,47.0,43.0,disarga01,16970,2.5935327000000004,CAL
119,16982,Mariano Duncan,1980,421,1625,1488,350,108.0,6.0,184,23,491,93,87.0,6.0,12.0,0,0,0,39,0,356,5,0,5,10,0,106.0,27.0,duncama01,16982,2.930846,LAD
120,17000,Kevin Elster,1980,324,1001,904,202,93.0,8.0,97,19,304,72,48.0,24.0,5.0,0,0,0,0,0,320,0,0,0,0,0,6.0,3.0,elsteke01,17000,2.6385303,NYM
121,17000,Kevin Elster,1990,536,1965,1720,396,251.0,27.0,206,55,668,185,175.0,10.0,8.0,0,0,4,1,2,520,0,0,0,0,0,8.0,8.0,elsteke01,17000,6.396728599999999,NYM
122,17005,Alvaro Espinoza,1980,219,654,605,166,51.0,3.0,60,0,194,16,15.0,1.0,2.0,0,0,0,21,0,197,0,0,0,0,0,3.0,5.0,espinal01,17005,1.1278209,MIN
123,17005,Alvaro Espinoza,1990,723,2005,1873,464,150.0,13.0,192,22,625,60,60.0,0.0,14.0,1,0,24,65,219,427,0,0,0,0,1,10.0,14.0,espinal01,17005,0.758977,CLE
124,17022,Tony Fernandez,1980,867,3600,3317,967,338.0,26.0,426,36,1328,214,205.0,9.0,19.0,0,0,0,0,10,849,0,0,0,0,1,112.0,49.0,fernato01,17022,18.47175,TOR
125,17022,Tony Fernandez,1990,1215,5059,4471,1273,491.0,34.0,620,56,1782,468,429.0,39.0,44.0,0,0,0,201,279,724,0,0,0,0,11,133.0,86.0,fernato01,17022,17.750853000000006,TOR
126,17049,Greg Gagne,1980,717,2352,2151,537,216.0,16.0,309,47,851,119,117.0,2.0,22.0,0,0,0,6,1,699,0,6,1,7,4,54.0,31.0,gagnegr01,17049,5.92622375,MIN
127,17049,Greg Gagne,1990,1081,3855,3522,903,388.0,22.0,403,64,1318,248,230.0,18.0,18.0,0,0,0,0,0,1066,0,1,0,1,2,54.0,65.0,gagnegr01,17049,15.093638,KCR
128,17087,Craig Grebeck,1990,663,1985,1706,445,162.0,13.0,200,16,605,201,199.0,2.0,17.0,0,0,0,243,152,250,4,0,1,5,10,4.0,11.0,grebecr01,17087,5.936849400000001,CHW
129,17103,Ozzie Guillen,1980,769,2926,2761,726,224.0,20.0,314,6,912,86,76.0,10.0,5.0,0,0,0,0,0,767,0,0,0,0,0,101.0,46.0,guilloz01,17103,12.71021,CHW
130,17103,Ozzie Guillen,1990,1161,4093,3818,1012,383.0,40.0,437,20,1313,147,132.0,15.0,2.0,0,0,1,3,8,1087,2,0,0,2,1,67.0,62.0,guilloz01,17103,1.9879569,CHW
131,17175,David Howard,1990,645,1795,1583,362,148.0,15.0,169,11,480,137,130.0,7.0,9.0,1,0,12,142,53,361,20,25,28,73,4,23.0,19.0,howarda02,17175,0.02773289999999995,KCR
132,17192,Jeff Huson,1990,705,1853,1633,386,134.0,16.0,215,8,485,168,165.0,3.0,6.0,0,0,36,180,94,353,10,2,3,15,11,57.0,19.0,husonje01,17192,3.1172433,TEX
