,BATTER,NAME,YEAR,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP,TEAM
184,19241,Lu Blue,1920,1230,5514,4516,1324,548.0,0.0,896,39,1863,820,0.0,0.0,33.0,0,0,1199,0,0,0,0,1,0,1,0,109.0,69.0,bluelu01,19241,30.200000000000003,DET
185,19241,Lu Blue,1930,385,1693,1388,372,147.0,0.0,255,5,502,272,0.0,0.0,10.0,0,0,372,0,0,0,0,0,0,0,0,42.0,16.0,bluelu01,19241,6.5,CHW
186,19255,John Boccabella,1960,186,497,450,90,55.0,7.0,39,10,144,32,29.0,3.0,2.0,0,42,64,0,0,0,41,0,5,46,0,1.0,2.0,boccajo01,19255,0.025003329999999976,CHC
187,19257,Bruce Bochte,1970,737,2940,2569,731,325.0,31.0,321,44,1019,301,271.0,30.0,8.0,0,0,372,0,0,0,259,51,22,332,47,24.0,22.0,bochtbr01,19257,7.047691500000001,CAL
188,19257,Bruce Bochte,1980,801,3054,2664,747,333.0,20.0,322,56,1051,352,317.0,35.0,5.0,0,0,636,0,0,0,113,1,0,114,26,19.0,19.0,bochtbr01,19257,5.1254290000000005,OAK
189,19296,Don Bollweg,1950,195,518,452,110,53.0,1.0,62,11,179,60,1.0,2.0,4.0,0,0,123,0,0,0,0,0,0,0,0,2.0,0.0,bollwdo01,19296,0.34141130000000003,STL
190,19318,Zeke Bonura,1930,789,3481,3089,966,639.0,0.0,539,112,1556,354,0.0,0.0,16.0,0,0,777,0,0,0,0,0,0,0,0,16.0,7.0,bonurze01,19318,22.399999999999995,CHW
191,19318,Zeke Bonura,1940,128,545,493,133,65.0,0.0,61,7,190,50,0.0,0.0,1.0,0,0,123,0,0,0,0,0,0,0,0,3.0,0.0,bonurze01,19318,1.1,CHC
192,19351,Babe Borton,1910,317,1142,940,254,136.0,0.0,139,4,331,160,0.0,0.0,9.0,0,0,270,0,0,0,0,0,0,0,0,21.0,7.0,bortoba01,19351,3.8000000000000003,CHW
193,19356,Harley Boss,1930,115,473,441,118,53.0,0.0,54,1,152,25,0.0,0.0,1.0,0,0,111,0,0,0,0,0,0,0,0,2.0,5.0,bossha01,19356,-0.7,CLE
194,19366,Jim Bottomley,1920,1062,4690,4134,1354,885.0,0.0,711,146,2261,406,0.0,0.0,24.0,0,0,1049,1,0,0,0,0,0,0,0,40.0,15.0,bottoji01,19366,28.700000000000003,STL
195,19366,Jim Bottomley,1930,929,3665,3337,959,537.0,0.0,466,73,1476,258,0.0,0.0,19.0,0,0,836,0,0,0,0,0,0,0,0,18.0,0.0,bottoji01,19366,6.6000000000000005,CIN
196,19368,Ed Bouchee,1950,388,1672,1429,402,190.0,9.0,208,41,644,210,196.0,14.0,19.0,0,0,383,0,0,0,0,0,0,0,0,2.0,4.0,bouched01,19368,6.918539000000001,PHI
197,19368,Ed Bouchee,1960,282,921,770,181,100.0,9.0,90,20,278,130,115.0,15.0,8.0,0,0,228,0,0,0,0,0,0,0,0,3.0,4.0,bouched01,19368,0.41169399999999995,CHC
198,19375,Pat Bourque,1970,201,471,405,87,61.0,5.0,36,12,144,58,54.0,4.0,2.0,0,0,121,0,0,0,0,0,0,0,23,1.0,3.0,bourqpa01,19375,1.4932101,CHC
199,19405,Bob Boyd,1950,560,1971,1765,520,154.0,9.0,234,19,693,159,132.0,7.0,7.0,0,0,447,0,0,0,32,0,6,38,0,9.0,15.0,boydbo01,19405,2.0839004999999995,BAL
200,19418,Jack Boyle,1890,828,3638,3273,855,464.0,0.0,536,17,1117,272,0.0,0.0,47.0,0,307,452,6,38,43,3,1,3,7,0,103.0,0.0,boyleja01,19418,0.5999999999999999,PHI
201,19438,Hugh Bradley,1910,277,1023,913,238,117.0,0.0,84,2,314,59,0.0,0.0,12.0,0,4,225,0,0,0,0,0,23,23,0,23.0,4.0,bradlhu01,19438,-0.10000000000000003,BOS
202,19477,Kitty Bransfield,1900,1176,4860,4510,1232,581.0,0.0,484,10,1605,199,0.0,0.0,23.0,0,0,1169,0,0,0,0,0,0,0,0,164.0,0.0,branski01,19477,11.399999999999999,PHI
203,19477,Kitty Bransfield,1910,149,517,480,117,55.0,0.0,43,3,156,22,0.0,0.0,1.0,0,0,121,0,0,0,0,0,0,0,0,11.0,0.0,branski01,19477,-1.3,PHI
204,19482,Roy Brashear,1900,130,517,463,124,44.0,0.0,45,1,142,38,0.0,0.0,1.0,0,0,69,39,0,3,1,7,8,16,0,11.0,0.0,brashro01,19482,0.30000000000000004,PHI
205,19497,Hal Breeden,1970,273,684,608,148,76.0,3.0,61,21,251,69,62.0,7.0,2.0,0,0,168,0,0,0,1,0,0,1,0,0.0,2.0,breedha01,19497,2.4582423400000004,MON
206,19536,Bunny Brief,1910,184,669,569,127,59.0,0.0,61,5,185,58,0.0,0.0,10.0,0,0,146,0,0,0,17,0,0,17,0,17.0,9.0,briefbu01,19536,0.5,SLB
207,19539,Dan Briggs,1970,268,690,629,127,52.0,6.0,66,12,195,45,36.0,9.0,6.0,0,0,145,0,0,0,32,60,28,120,2,2.0,6.0,briggda01,19539,-0.339878,CAL
208,19543,Harry Bright,1960,281,839,767,196,115.0,6.0,91,28,317,59,57.0,2.0,3.0,0,11,137,1,53,0,0,0,0,0,0,2.0,3.0,brighha01,19543,1.997456375,NYY
209,19562,Greg Brock,1980,859,3198,2775,686,406.0,21.0,369,102,1118,377,324.0,53.0,13.0,0,0,802,0,0,0,0,0,0,0,8,36.0,15.0,brockgr01,19562,10.1182335,LAD
210,19562,Greg Brock,1990,154,497,427,108,56.0,8.0,51,8,159,57,47.0,10.0,2.0,0,0,140,0,0,0,0,0,0,0,0,5.0,3.0,brockgr01,19562,0.30389686,MIL
211,19586,Dan Brouthers,1880,941,4285,3859,1343,701.0,0.0,900,77,2081,394,0.0,0.0,32.0,1,0,904,0,2,0,33,0,2,35,0,111.0,0.0,broutda01,19586,51.0,BUF
212,19586,Dan Brouthers,1890,691,3217,2679,907,578.0,0.0,606,25,1331,445,0.0,0.0,73.0,0,0,691,0,0,0,0,0,0,0,0,145.0,0.0,broutda01,19586,28.7,BLN
213,19629,Lew Brown,1880,158,646,622,143,33.0,0.0,86,4,199,24,0.0,0.0,0.0,1,55,93,0,0,0,0,0,15,15,0,0.0,0.0,brownle01,19629,0.4,BOS
214,19654,Willard Brown,1890,309,1335,1221,326,192.0,0.0,199,5,427,103,0.0,0.0,6.0,0,54,240,2,3,0,2,2,11,15,0,22.0,0.0,brownwi01,19654,1.9000000000000001,LOU
215,19706,Bill Buckner,1980,1334,5349,4996,1437,728.0,61.0,567,105,2096,257,196.0,61.0,23.0,0,0,1049,0,0,0,59,0,12,71,125,67.0,27.0,bucknbi01,19706,7.8394615,CHC
216,19782,George Burns,1910,752,3000,2731,784,347.0,0.0,330,29,1082,133,0.0,0.0,50.0,0,0,683,0,0,0,1,0,35,36,0,70.0,16.0,burnsge02,19782,14.200000000000001,DET
217,19782,George Burns,1920,1114,4233,3842,1234,605.0,0.0,571,43,1740,230,0.0,0.0,60.0,0,0,988,0,0,0,0,0,14,14,0,84.0,47.0,burnsge02,19782,20.200000000000003,CLE
218,19784,Jack Burns,1930,890,3966,3506,980,417.0,0.0,541,44,1373,376,0.0,0.0,8.0,0,0,879,0,0,0,0,0,0,0,0,63.0,47.0,burnsja02,19784,2.7,SLB
219,19805,Dick Burrus,1920,490,1742,1566,463,203.0,0.0,189,11,596,129,0.0,0.0,10.0,0,0,403,0,0,0,0,0,2,2,0,16.0,12.0,burrudi01,19805,1.7999999999999998,BSN
220,19867,Enos Cabell,1980,845,3083,2904,808,283.0,21.0,336,23,1049,132,114.0,18.0,7.0,0,0,502,0,274,1,4,1,18,23,10,73.0,52.0,cabelen01,19867,1.5955318,HOU
221,19917,Dolph Camilli,1930,891,3826,3237,923,563.0,0.0,583,148,1631,557,0.0,0.0,16.0,0,0,889,0,0,0,0,0,0,0,0,34.0,0.0,camildo01,19917,24.4,PHI
222,19917,Dolph Camilli,1940,599,2526,2116,559,387.0,0.0,353,91,1001,390,0.0,0.0,12.0,0,0,587,0,0,0,0,0,0,0,0,26.0,0.0,camildo01,19917,18.400000000000002,BRO
223,19985,Rod Carew,1980,724,3077,2671,838,238.0,17.0,396,15,1046,332,294.0,38.0,5.0,0,0,615,2,0,0,0,0,0,0,59,64.0,56.0,carewro01,19985,10.445611,CAL
224,19989,Scoops Carey,1890,131,565,522,134,76.0,0.0,60,1,173,28,0.0,0.0,4.0,0,0,131,0,1,1,0,1,0,1,0,2.0,0.0,careysc01,19989,-1.0,BLN
225,19989,Scoops Carey,1900,168,672,635,179,83.0,0.0,54,0,243,24,0.0,0.0,6.0,0,0,167,0,0,0,0,0,0,0,0,3.0,0.0,careysc01,19989,1.1999999999999997,WSH
226,20014,John Carney,1890,183,752,673,195,100.0,0.0,95,6,262,69,0.0,0.0,10.0,0,0,160,0,0,0,1,0,22,23,0,28.0,0.0,carnejo01,20014,2.1,BUF
227,20021,Charlie Carr,1900,372,1534,1436,349,167.0,0.0,135,3,457,43,0.0,0.0,4.0,0,0,370,0,0,0,0,0,0,0,0,28.0,0.0,carrch01,20021,3.0,CLE
228,20021,Charlie Carr,1910,115,483,441,129,69.0,0.0,44,3,169,26,0.0,0.0,1.0,0,0,115,0,0,0,0,0,0,0,0,19.0,0.0,carrch01,20021,-0.5,IND
229,20056,Ed Cartwright,1890,495,2132,1902,562,333.0,0.0,348,24,822,202,0.0,0.0,15.0,0,0,495,0,0,0,0,0,0,0,0,144.0,0.0,cartwed01,20056,7.799999999999999,WHS
230,20074,Norm Cash,1960,1442,5704,4819,1326,830.0,39.0,779,278,2401,778,704.0,74.0,58.0,0,0,1375,0,0,0,3,0,4,7,0,39.0,25.0,cashno01,20074,37.03146,DET
231,20074,Norm Cash,1970,576,2068,1774,467,257.0,14.0,249,95,832,247,212.0,35.0,27.0,0,0,537,0,0,0,0,0,0,0,3,3.0,4.0,cashno01,20074,9.875957000000001,DET
232,20105,Danny Cater,1960,780,2982,2768,761,308.0,22.0,309,42,1036,165,147.0,18.0,13.0,0,0,360,5,110,0,293,2,9,304,0,21.0,24.0,caterda01,20105,5.268654,CHW
233,20105,Danny Cater,1970,509,1803,1683,468,211.0,14.0,182,24,640,89,74.0,15.0,9.0,0,0,371,0,115,0,0,0,7,7,17,5.0,6.0,caterda01,20105,2.6998922000000003,BOS
234,20118,Phil Cavarretta,1930,497,1860,1720,468,228.0,0.0,221,24,670,108,0.0,0.0,11.0,0,0,349,0,0,0,14,55,39,108,0,26.0,0.0,cavarph01,20118,0.8000000000000005,CHC
235,20118,Phil Cavarretta,1940,1217,5013,4326,1304,598.0,0.0,664,51,1838,604,0.0,0.0,21.0,0,0,725,0,0,0,132,179,123,434,0,34.0,0.0,cavarph01,20118,29.9,CHC
236,20118,Phil Cavarretta,1950,316,828,708,205,94.0,1.0,105,20,299,108,0.0,0.0,5.0,0,0,180,0,0,0,2,0,10,12,0,5.0,0.0,cavarph01,20118,1.7206327,CHC
237,20126,Orlando Cepeda,1950,299,1291,1208,380,201.0,13.0,180,52,625,62,45.0,17.0,8.0,0,0,269,0,4,0,44,0,0,44,0,38.0,20.0,cepedor01,20126,6.90808,SFG
238,20126,Orlando Cepeda,1960,1400,5682,5158,1522,896.0,50.0,773,254,2588,391,286.0,105.0,81.0,0,0,1181,0,0,0,170,0,18,188,0,94.0,47.0,cepedor01,20126,38.75271262,SFG
239,20126,Orlando Cepeda,1970,425,1722,1561,449,268.0,11.0,178,73,746,135,103.0,32.0,13.0,0,0,233,0,0,0,0,0,0,0,168,10.0,13.0,cepedor01,20126,6.3911671000000005,ATL
240,20148,Chris Chambliss,1970,1288,5298,4902,1382,606.0,32.0,593,105,2015,328,293.0,35.0,21.0,0,0,1252,0,0,0,0,0,0,0,25,19.0,17.0,chambch01,20148,10.509461000000002,NYY
241,20148,Chris Chambliss,1980,887,3007,2669,727,366.0,24.0,319,80,1125,304,240.0,64.0,6.0,0,0,710,0,0,0,0,0,0,0,0,21.0,18.0,chambch01,20148,6.14644709,ATL
242,20151,Bob Chance,1960,277,828,747,195,112.0,8.0,76,24,303,68,58.0,10.0,4.0,0,0,153,0,0,0,1,0,47,48,0,3.0,5.0,chancbo01,20151,-1.3869649,WSA
243,20153,Frank Chance,1900,1037,4214,3548,1063,501.0,0.0,647,17,1412,461,0.0,0.0,112.0,0,97,867,0,0,0,4,1,50,55,0,359.0,0.0,chancfr01,20153,40.6,CHC
244,20153,Frank Chance,1910,134,514,412,115,59.0,0.0,82,1,158,73,0.0,0.0,15.0,0,0,126,0,0,0,0,0,0,0,0,27.0,0.0,chancfr01,20153,3.7,CHC
245,20182,Hal Chase,1900,628,2609,2439,690,292.0,0.0,326,10,860,82,0.0,0.0,12.0,1,0,611,5,1,3,7,0,0,7,0,134.0,0.0,chaseha01,20182,5.299999999999999,NYY
246,20182,Hal Chase,1910,1291,5330,4978,1468,649.0,0.0,654,47,2039,194,0.0,0.0,18.0,0,0,1204,30,0,0,16,26,1,43,0,229.0,37.0,chaseha01,20182,17.599999999999998,NYY
247,20194,Larry Cheney,1910,316,694,617,115,42.0,0.0,46,1,149,41,0.0,0.0,5.0,313,0,1,0,0,0,0,0,0,0,0,3.0,2.0,chenela01,20194,0.9000000000000001,BRO
248,20265,Bud Clancy,1920,381,1481,1317,375,148.0,0.0,154,8,498,87,0.0,0.0,5.0,0,0,343,0,0,0,0,0,0,0,0,16.0,15.0,clancbu01,20265,1.6,CHW
249,20265,Bud Clancy,1930,141,514,479,129,50.0,0.0,50,4,163,24,0.0,0.0,3.0,0,0,123,0,0,0,0,0,0,0,0,3.0,1.0,clancbu01,20265,-0.6,BRO
250,20300,Willie Clark,1890,350,1435,1280,366,199.0,0.0,188,2,496,114,0.0,0.0,29.0,0,0,332,0,1,0,7,0,0,7,0,38.0,0.0,clarkwi01,20300,6.000000000000001,NYG
251,20346,Donn Clendenon,1960,1092,4227,3853,1068,539.0,36.0,487,122,1702,302,267.0,35.0,19.0,0,0,992,0,1,0,27,2,10,39,0,84.0,52.0,clenddo01,20346,13.9247998,PIT
252,20346,Donn Clendenon,1970,270,885,795,205,143.0,11.0,107,37,354,77,66.0,11.0,2.0,0,0,208,0,0,0,0,0,0,0,0,6.0,5.0,clenddo01,20346,3.13527031,NYM
253,20401,Nate Colbert,1960,178,595,543,131,70.0,1.0,72,24,242,46,39.0,7.0,3.0,0,0,139,0,0,0,3,5,3,11,0,7.0,5.0,colbena01,20401,1.4843115,HOU
254,20401,Nate Colbert,1970,826,3268,2879,702,450.0,24.0,409,149,1301,337,289.0,48.0,20.0,0,0,751,0,1,0,55,0,0,55,3,45.0,26.0,colbena01,20401,16.226423000000004,SDP
255,20416,Gordy Coleman,1960,767,2587,2369,642,385.0,18.0,277,98,1058,176,151.0,25.0,11.0,0,0,656,0,0,0,0,0,0,0,0,9.0,8.0,colemgo01,20416,6.089534119,CIN
256,20446,Joe Collins,1950,896,2679,2314,594,323.0,7.0,402,86,978,332,96.0,6.0,4.0,0,0,710,0,0,0,27,9,83,119,0,27.0,21.0,collijo01,20446,6.537166000000001,NYY
257,20454,Ripper Collins,1930,1035,4135,3722,1108,648.0,0.0,610,135,1842,350,0.0,0.0,23.0,0,0,883,0,0,0,17,0,55,72,0,18.0,0.0,colliri02,20454,23.8,STL
258,20471,Charlie Comiskey,1880,895,3934,3809,1046,601.0,0.0,730,23,1372,102,0.0,0.0,23.0,4,0,869,25,0,0,1,3,10,14,0,295.0,0.0,comisch01,20471,11.0,STL
259,20471,Charlie Comiskey,1890,495,2106,1987,483,282.0,0.0,262,5,584,95,0.0,0.0,19.0,0,0,494,0,0,0,2,0,1,3,0,121.0,0.0,comisch01,20471,-3.3,CIN
260,20520,Roger Connor,1880,1083,4781,4330,1404,693.0,0.0,886,66,2124,437,0.0,0.0,14.0,0,0,845,68,110,0,5,56,0,61,0,108.0,0.0,connoro01,20520,52.1,NYG
261,20520,Roger Connor,1890,915,4066,3467,1063,630.0,0.0,734,72,1664,565,0.0,0.0,25.0,0,0,914,0,1,0,0,0,1,1,0,136.0,0.0,connoro01,20520,32.3,STL
262,20573,Cecil Cooper,1970,823,3234,2970,879,419.0,32.0,420,97,1386,197,162.0,35.0,6.0,0,0,585,0,0,0,0,0,0,0,191,43.0,27.0,coopece01,20573,11.269996099999998,BOS
263,20573,Cecil Cooper,1980,1073,4705,4379,1313,706.0,47.0,592,144,2038,251,207.0,44.0,11.0,0,0,890,0,0,0,0,0,0,0,181,46.0,22.0,coopece01,20573,16.485089000000002,MIL
264,20596,Tim Corcoran,1980,320,712,601,163,80.0,11.0,66,8,222,96,84.0,12.0,2.0,0,0,178,0,0,0,13,0,26,39,8,0.0,3.0,corcoti01,20596,0.3368931700000001,PHI
265,20741,Art Croft,1870,133,523,517,101,45.0,0.0,50,0,119,6,0.0,0.0,0.0,0,0,79,1,0,0,44,8,3,55,0,5.0,1.0,croftar01,20741,-1.4,IND
266,20778,George Crowe,1950,622,1829,1648,449,286.0,12.0,210,77,771,154,117.0,17.0,10.0,0,0,402,1,0,0,0,0,0,0,0,3.0,2.0,crowege01,20778,2.8082736,CIN
267,20835,Joe Cunningham,1950,486,1669,1369,434,219.0,10.0,217,39,649,270,209.0,18.0,15.0,0,0,245,0,0,0,44,0,197,241,0,10.0,14.0,cunnijo01,20835,7.8797121,STL
268,20835,Joe Cunningham,1960,655,2392,1993,546,217.0,15.0,308,25,752,329,316.0,13.0,34.0,0,0,362,0,0,0,2,1,206,209,0,6.0,13.0,cunnijo01,20835,5.0616092,CHW
269,20877,Babe Dahlgren,1930,337,1309,1157,287,160.0,0.0,162,25,439,121,0.0,0.0,5.0,0,0,315,0,8,0,0,0,0,0,0,10.0,9.0,dahlgba01,20877,-1.6999999999999997,NYY
270,20877,Babe Dahlgren,1940,800,3197,2888,769,409.0,0.0,308,57,1111,269,0.0,0.0,17.0,0,1,715,0,40,25,0,0,0,0,0,8.0,2.0,dahlgba01,20877,5.999999999999999,CHC
271,20946,Jake Daubert,1910,1353,5832,5089,1535,459.0,0.0,727,35,1986,428,0.0,0.0,39.0,0,0,1347,0,0,0,0,0,0,0,0,198.0,41.0,daubeja01,20946,29.199999999999996,BRO
272,20946,Jake Daubert,1920,661,2910,2584,791,263.0,0.0,390,21,1088,195,0.0,0.0,15.0,0,0,655,0,0,0,0,0,0,0,0,53.0,58.0,daubeja01,20946,10.0,CIN
273,20970,Alvin Davis,1980,881,3772,3180,921,530.0,35.0,461,131,1508,531,464.0,67.0,24.0,0,0,799,0,0,0,0,0,0,0,78,7.0,11.0,davisal01,20970,14.128045000000002,SEA
274,20985,Harry Davis,1890,340,1429,1281,341,190.0,0.0,190,6,527,99,0.0,0.0,19.0,0,0,235,2,32,2,48,14,11,73,0,62.0,0.0,davisha01,20985,2.8,PIT
275,20985,Harry Davis,1900,1198,5125,4664,1332,688.0,0.0,721,67,1976,346,0.0,0.0,28.0,0,0,1191,0,0,0,2,5,0,7,0,204.0,0.0,davisha01,20985,33.9,PHA
276,20985,Harry Davis,1910,217,825,708,168,73.0,0.0,90,2,214,80,0.0,0.0,12.0,0,0,202,0,0,0,0,0,0,0,0,19.0,2.0,davisha01,20985,1.9000000000000001,PHA
277,20986,Harry Davis,1930,327,1398,1213,320,123.0,0.0,205,7,442,153,0.0,0.0,2.0,0,0,297,0,0,0,0,0,1,1,0,21.0,16.0,davisha02,20986,-1.1,DET
278,21034,Chubby Dean,1930,311,842,748,212,99.0,0.0,92,3,276,75,0.0,0.0,2.0,62,0,155,0,0,0,0,0,0,0,0,5.0,3.0,deanch01,21034,0.7000000000000001,PHA
279,21070,Herman Dehlman,1870,307,1267,1219,262,85.0,0.0,226,0,306,48,0.0,0.0,0.0,0,0,306,0,0,1,1,0,2,3,0,34.0,11.0,dehlmhe01,21070,3.0,BRA
280,21156,Jim Devlin,1870,266,1202,1186,340,131.0,0.0,180,1,417,16,0.0,0.0,0.0,157,0,79,0,11,4,0,3,20,23,0,8.0,2.0,devliji01,21156,2.6999999999999997,CHI
281,21168,Mike Diaz,1980,293,770,683,169,102.0,10.0,70,31,293,71,67.0,4.0,6.0,0,13,97,0,5,0,73,0,20,93,1,1.0,2.0,diazmi01,21168,0.19528529999999994,PIT
282,21204,Pop Dillon,1900,282,1154,1060,267,96.0,0.0,125,1,341,73,0.0,0.0,1.0,0,0,281,0,0,0,0,0,0,0,0,29.0,0.0,dillopo01,21204,1.0,DET
283,21260,Jiggs Donahue,1900,813,3210,2862,731,327.0,0.0,319,4,895,215,0.0,0.0,17.0,0,45,745,0,0,0,1,0,1,2,0,143.0,0.0,donahji02,21260,13.7,CHW
284,21284,Bill Donovan,1900,346,1140,1030,206,76.0,0.0,107,4,257,55,0.0,0.0,4.0,295,0,16,7,0,2,9,2,4,15,0,33.0,0.0,donovbi01,21284,1.1,DET
285,21323,Klondike Douglass,1890,430,1896,1672,468,153.0,0.0,250,9,582,152,0.0,0.0,35.0,0,133,167,0,11,3,57,8,55,120,0,55.0,0.0,douglkl01,21323,3.0,PHI
286,21323,Klondike Douglass,1900,318,1234,1128,298,122.0,0.0,118,1,357,75,0.0,0.0,6.0,0,117,175,0,2,0,11,1,0,12,0,29.0,0.0,douglkl01,21323,-0.10000000000000006,PHI
287,21346,Jack Doyle,1890,1007,4268,3939,1244,710.0,0.0,701,22,1624,274,0.0,0.0,33.0,0,167,569,56,50,53,13,45,69,127,0,410.0,0.0,doyleja01,21346,21.599999999999994,NYG
288,21346,Jack Doyle,1900,551,2279,2080,557,258.0,0.0,270,3,693,160,0.0,0.0,16.0,0,2,479,69,0,0,0,0,4,4,0,99.0,0.0,doyleja01,21346,4.3,BRO
289,21381,Dan Driessen,1970,892,3243,2840,776,421.0,30.0,397,76,1179,351,312.0,39.0,15.0,0,0,605,0,213,0,30,0,23,53,0,112.0,39.0,driesda01,21381,8.673394,CIN
290,21381,Dan Driessen,1980,840,3101,2639,688,342.0,35.0,349,77,1072,410,349.0,61.0,13.0,0,0,770,0,0,0,0,0,0,0,0,42.0,24.0,driesda01,21381,6.623947599999999,CIN
291,21389,Walt Dropo,1950,1184,4245,3877,1052,680.0,22.0,458,147,1695,301,116.0,12.0,23.0,0,0,1084,0,2,0,0,0,0,0,0,5.0,5.0,dropowa01,21389,3.707214000000001,CHW
292,21507,Luke Easter,1950,470,1877,1680,462,338.0,0.0,250,93,816,166,0.0,0.0,28.0,0,0,427,0,0,0,0,0,13,13,0,1.0,7.0,eastelu01,21507,5.737752100000002,CLE
293,21567,Red Ehret,1890,313,1018,944,197,105.0,0.0,86,3,238,52,0.0,0.0,2.0,310,0,1,0,0,0,0,0,0,0,0,10.0,0.0,ehretre01,21567,-2.1,LOU
294,21631,Clyde Engle,1910,701,2643,2330,611,247.0,0.0,307,9,787,224,0.0,0.0,20.0,0,0,255,81,163,9,23,95,26,144,0,110.0,16.0,englecl01,21631,5.1,BOS
295,21651,Mike Epstein,1960,365,1305,1096,271,150.0,4.0,146,52,476,175,155.0,20.0,29.0,0,0,315,0,0,0,0,0,0,0,0,4.0,10.0,epstemi01,21651,3.6880509,WSA
296,21651,Mike Epstein,1970,542,2088,1758,424,230.0,14.0,216,78,734,273,250.0,23.0,41.0,0,0,508,0,0,0,0,0,0,0,0,3.0,7.0,epstemi01,21651,4.563502,CAL
297,21667,Nick Esasky,1980,801,3025,2668,671,427.0,23.0,334,122,1199,310,287.0,23.0,15.0,0,0,469,0,230,0,98,0,0,98,0,18.0,14.0,esaskni01,21667,5.45949,CIN
298,21693,Nick Etten,1940,872,3576,3084,861,486.0,0.0,400,86,1311,455,0.0,0.0,12.0,0,0,840,0,0,0,0,0,0,0,0,21.0,13.0,ettenni01,21693,17.1,NYY
299,21707,Darrell Evans,1980,1373,5368,4526,1119,713.0,37.0,666,230,1998,776,698.0,78.0,13.0,0,0,673,0,406,22,0,0,0,0,253,42.0,36.0,evansda01,21707,29.762511,DET
300,21722,Buck Ewing,1890,546,2420,2203,694,459.0,0.0,444,30,1027,206,0.0,0.0,3.0,1,118,249,17,0,0,0,1,164,165,0,223.0,0.0,ewingbu01,21722,15.1,CIN
301,21729,Jay Faatz,1880,266,1089,1024,253,89.0,0.0,141,2,303,30,0.0,0.0,35.0,0,0,266,0,0,0,0,0,0,0,0,91.0,0.0,faatzja01,21729,1.1,CLE
302,21743,Ferris Fain,1940,431,1883,1506,418,237.0,0.0,232,17,579,344,0.0,0.0,5.0,0,0,427,0,0,0,0,0,0,0,0,22.0,11.0,fainfe01,21743,9.100000000000001,PHA
303,21743,Ferris Fain,1950,720,3021,2424,721,333.0,8.0,363,31,977,560,91.0,3.0,13.0,0,0,689,0,0,0,1,0,10,11,0,24.0,17.0,fainfe01,21743,15.143235,PHA
304,21748,Ron Fairly,1970,1066,3625,3051,830,464.0,23.0,405,113,1309,502,431.0,71.0,22.0,0,0,609,0,0,0,165,3,111,279,63,18.0,18.0,fairlro01,21748,20.2368086,MON
305,21775,Sid Farrar,1880,816,3303,3092,782,343.0,0.0,413,17,1057,182,0.0,0.0,29.0,0,0,816,0,0,0,0,0,0,0,0,83.0,0.0,farrasi01,21775,10.9,PHI
306,21775,Sid Farrar,1890,127,537,481,123,69.0,0.0,84,1,165,51,0.0,0.0,5.0,0,0,127,0,0,0,0,0,0,0,0,9.0,0.0,farrasi01,21775,-0.1,PHQ
307,21784,Kerby Farrell,1940,188,729,676,177,55.0,0.0,55,0,210,40,0.0,0.0,0.0,5,0,166,0,0,0,0,0,0,0,0,5.0,9.0,farreke01,21784,-1.0,BSN
308,21850,Jim Field,1880,274,1137,1061,252,25.0,0.0,149,6,333,56,0.0,0.0,20.0,0,0,274,0,0,0,0,0,0,0,0,0.0,0.0,fieldji01,21850,2.4000000000000004,COL
309,21923,Wes Fisler,1870,273,1350,1335,414,188.0,0.0,258,2,520,15,0.0,0.0,0.0,0,0,124,120,0,1,0,16,19,35,0,15.0,8.0,fislewe01,21923,7.1,ATH
310,21965,Les Fleming,1940,426,1556,1314,369,198.0,0.0,168,29,555,226,0.0,0.0,10.0,0,0,325,0,0,0,0,0,34,34,0,7.0,8.0,flemile01,21965,9.6,CLE
311,21968,Elbie Fletcher,1930,479,1917,1696,452,172.0,0.0,206,20,622,190,0.0,0.0,10.0,0,0,466,0,0,0,0,0,0,0,0,14.0,0.0,fletcel01,21968,7.1,BSN
312,21968,Elbie Fletcher,1940,936,3909,3183,871,444.0,0.0,517,59,1282,661,0.0,0.0,32.0,0,0,914,0,0,0,0,0,0,0,0,18.0,0.0,fletcel01,21968,25.200000000000003,PIT
313,22000,John Flynn,1910,149,530,462,115,60.0,0.0,46,6,155,46,0.0,0.0,2.0,0,0,126,0,0,0,0,0,1,1,0,8.0,5.0,flynnjo03,22000,-0.5,PIT
314,22016,Dee Fondy,1950,967,3759,3502,1000,373.0,23.0,437,69,1445,203,74.0,11.0,7.0,0,0,874,0,0,0,7,0,15,22,0,84.0,53.0,fondyde01,22016,-0.8911680000000001,CHC
315,22064,Jack Fournier,1910,471,1693,1460,418,202.0,0.0,201,15,617,163,0.0,0.0,28.0,0,0,320,0,0,0,53,14,20,87,0,68.0,31.0,fournja01,22064,12.4,CHW
316,22064,Jack Fournier,1920,1059,4340,3748,1213,657.0,0.0,621,121,1900,424,0.0,0.0,61.0,1,0,993,0,0,0,0,0,0,0,0,78.0,65.0,fournja01,22064,28.799999999999997,BRO
317,22066,Dave Foutz,1880,580,2461,2310,661,413.0,0.0,413,16,896,143,0.0,0.0,8.0,206,0,217,0,0,0,4,4,172,180,0,117.0,0.0,foutzda01,22066,8.2,STL
