,BATTER,NAME,YEAR,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP,TEAM
318,22066,Dave Foutz,1890,556,2398,2227,592,337.0,0.0,371,15,818,157,0.0,0.0,4.0,45,0,379,0,0,1,88,29,24,141,0,163.0,0.0,foutzda01,22066,4.6,BRO
319,22084,Jimmie Foxx,1920,364,1301,1088,372,222.0,0.0,241,49,630,178,0.0,0.0,4.0,0,37,204,0,68,0,0,0,3,3,0,15.0,17.0,foxxji01,22084,13.9,PHA
320,22084,Jimmie Foxx,1930,1470,6552,5495,1845,1403.0,0.0,1244,415,3580,1015,0.0,0.0,7.0,1,27,1377,0,51,1,12,0,5,17,0,65.0,44.0,foxxji01,22084,73.1,PHA
321,22084,Jimmie Foxx,1940,483,1817,1551,429,297.0,0.0,266,70,746,259,0.0,0.0,2.0,9,44,338,0,22,0,0,0,1,1,0,7.0,12.0,foxxji01,22084,9.1,BOS
322,22091,Terry Francona,1980,705,1822,1727,474,143.0,10.0,162,16,608,65,50.0,15.0,5.0,1,0,302,0,1,0,104,6,100,210,61,12.0,12.0,francte01,22091,-1.1768264000000004,MON
323,22102,Chick Fraser,1900,305,935,847,157,63.0,0.0,83,1,201,52,0.0,0.0,4.0,288,0,6,0,0,0,0,4,1,5,0,11.0,0.0,frasech01,22102,-0.6,PHI
324,22114,Jerry Freeman,1900,173,636,579,142,48.0,0.0,47,1,172,40,0.0,0.0,4.0,0,0,168,0,0,0,1,0,0,1,0,9.0,0.0,freemje01,22114,-0.4,WSH
325,22217,Del Gainer,1910,503,1723,1506,411,162.0,0.0,199,12,579,135,0.0,0.0,22.0,0,0,416,13,0,0,18,7,1,26,0,55.0,16.0,gainede01,22217,7.7,BOS
326,22255,Chick Gandil,1910,1147,4723,4245,1176,557.0,0.0,449,11,1538,273,0.0,0.0,42.0,0,0,1138,0,0,0,2,0,0,2,0,151.0,49.0,gandich01,22255,19.4,CHW
327,22265,John Ganzel,1900,732,2907,2670,676,334.0,0.0,276,18,934,132,0.0,0.0,42.0,0,0,714,9,0,1,0,0,0,0,0,48.0,0.0,ganzejo01,22265,10.4,CIN
328,22271,Barbaro Garbey,1980,226,674,626,167,86.0,7.0,76,11,232,36,33.0,3.0,5.0,0,0,109,3,24,0,25,2,16,43,43,9.0,9.0,garbeba01,22271,0.4581039000000001,DET
329,22323,Steve Garvey,1970,1289,5199,4826,1469,736.0,50.0,645,159,2258,286,221.0,65.0,15.0,0,0,1040,1,191,0,8,0,2,10,0,63.0,38.0,garvest01,22323,21.80640484,LAD
330,22323,Steve Garvey,1980,1040,4264,4006,1129,572.0,40.0,498,113,1682,193,145.0,48.0,14.0,0,0,1019,0,0,0,0,0,0,0,0,20.0,24.0,garvest01,22323,1.3872680000000002,SDP
331,22360,Lou Gehrig,1920,767,3321,2746,919,634.0,0.0,631,146,1707,480,0.0,0.0,15.0,0,0,743,0,0,0,2,0,5,7,0,30.0,30.0,gehrilo01,22360,39.4,NYY
332,22360,Lou Gehrig,1930,1397,6339,5255,1802,1358.0,0.0,1257,347,3353,1028,0.0,0.0,30.0,0,0,1394,0,0,1,1,0,1,2,0,72.0,70.0,gehrilo01,22360,73.1,NYY
333,22376,Jim Gentile,1960,920,3438,2886,754,544.0,32.0,433,178,1412,470,417.0,53.0,45.0,0,0,844,0,0,0,0,0,0,0,0,3.0,1.0,gentiji01,22376,14.87341,BAL
334,22400,Dick Gernert,1950,706,2628,2255,568,377.0,11.0,337,101,983,336,196.0,11.0,17.0,0,0,543,0,0,0,87,0,7,94,0,9.0,11.0,gernedi01,22400,7.800317,BOS
335,22454,Tookie Gilbert,1950,183,552,482,98,48.0,0.0,52,7,138,65,0.0,0.0,1.0,0,0,155,0,0,0,0,0,0,0,0,4.0,0.0,gilbeto01,22454,-0.39577270000000003,NYG
336,22538,Bill Glynn,1950,302,757,674,168,55.0,2.0,94,10,228,61,0.0,0.0,5.0,0,0,263,0,0,0,1,0,2,3,0,5.0,5.0,glynnbi01,22538,-0.0606527,CLE
337,22601,Billy Goodman,1940,261,1048,899,272,123.0,0.0,120,1,335,133,0.0,0.0,7.0,0,0,234,2,2,0,0,0,1,1,0,7.0,3.0,goodmbi01,22601,2.4,BOS
338,22604,Ed Goodson,1970,515,1345,1266,329,170.0,6.0,108,30,474,63,45.0,18.0,6.0,0,0,176,1,135,0,2,0,0,2,0,1.0,3.0,goodsed01,22604,1.8606004000000005,SFG
339,22640,Charlie Gould,1870,221,983,964,248,110.0,0.0,138,2,315,19,0.0,0.0,0.0,2,2,217,0,0,0,1,0,4,5,0,7.0,3.0,gouldch01,22640,1.9000000000000001,BOS
340,22665,Jack Graham,1940,239,873,775,179,126.0,0.0,105,38,331,84,0.0,0.0,5.0,0,0,145,0,0,0,1,0,60,61,0,1.0,1.0,grahaja01,22665,-0.09999999999999998,BRO
341,22703,Gary Gray,1980,177,566,531,128,64.0,2.0,57,22,222,31,29.0,2.0,2.0,0,0,100,0,0,0,10,0,0,10,38,3.0,1.0,grayga01,22703,0.15204250000000002,SEA
342,22728,Hank Greenberg,1930,882,3917,3358,1086,853.0,0.0,701,206,2072,517,0.0,0.0,11.0,0,0,879,0,0,0,0,0,0,0,0,43.0,21.0,greenha01,22728,37.3,DET
343,22728,Hank Greenberg,1940,512,2179,1835,542,423.0,0.0,350,125,1070,335,0.0,0.0,5.0,0,0,259,0,0,0,239,0,0,239,0,15.0,5.0,greenha01,22728,20.4,DET
344,22760,Ivy Griffin,1920,168,621,570,144,33.0,0.0,60,0,169,22,0.0,0.0,14.0,0,0,154,2,0,0,0,0,0,0,0,4.0,5.0,griffiv01,22760,-2.3,PHA
345,22774,Art Griggs,1910,334,1114,1006,277,109.0,0.0,89,5,378,81,0.0,0.0,6.0,0,0,146,52,6,3,8,0,47,55,0,25.0,8.0,griggar01,22774,3.6,BTT
346,22785,Ray Grimes,1920,433,1788,1537,505,263.0,0.0,269,27,737,204,0.0,0.0,17.0,0,0,426,0,0,0,0,0,0,0,0,21.0,17.0,grimera01,22785,10.4,CHC
347,22787,Charlie Grimm,1920,1458,5971,5389,1570,748.0,0.0,627,53,2160,395,0.0,0.0,19.0,0,0,1455,0,0,0,0,0,0,0,0,48.0,44.0,grimmch01,22787,7.2,CHC
348,22787,Charlie Grimm,1930,632,2548,2321,682,311.0,0.0,264,26,925,173,0.0,0.0,10.0,0,0,621,0,0,0,0,0,0,0,0,6.0,0.0,grimmch01,22787,7.5,CHC
349,22788,Myron Grimshaw,1900,259,979,894,229,116.0,0.0,104,4,304,60,0.0,0.0,6.0,0,0,204,8,0,2,1,0,17,18,0,15.0,0.0,grimsmy01,22788,2.8,BOS
350,22864,Bert Haas,1940,681,2600,2372,627,259.0,0.0,260,21,842,198,0.0,0.0,7.0,0,0,301,0,240,0,10,76,0,86,0,51.0,0.0,haasbe01,22864,4.7,CIN
351,22894,Joe Hague,1970,383,1261,1078,265,154.0,12.0,131,37,433,163,143.0,20.0,3.0,0,0,221,0,0,0,6,0,110,116,0,4.0,6.0,haguejo01,22894,3.842397,STL
352,22903,Jesse Haines,1920,350,912,852,158,53.0,0.0,59,2,184,22,0.0,0.0,0.0,346,0,1,0,0,0,0,0,0,0,0,2.0,0.0,haineje01,22903,-2.7,STL
353,22912,Bob Hale,1950,253,540,507,142,70.0,8.0,37,1,171,22,20.0,2.0,2.0,0,0,110,0,0,0,0,0,0,0,0,0.0,4.0,halebo01,22912,-0.325701,BAL
354,23038,Mike Hargrove,1970,878,3568,2957,864,359.0,34.0,455,57,1219,523,476.0,47.0,32.0,0,0,637,0,0,0,167,0,0,167,59,12.0,21.0,hargrmi01,23038,18.97886,TEX
355,23038,Mike Hargrove,1980,788,3125,2607,750,327.0,33.0,328,23,957,442,414.0,28.0,21.0,0,0,741,0,0,0,0,0,0,0,12,12.0,16.0,hargrmi01,23038,10.627655,CLE
356,23041,Tim Harkness,1960,259,632,562,132,61.0,3.0,59,14,200,58,51.0,7.0,9.0,0,0,199,0,0,0,0,0,0,0,0,7.0,4.0,harknti01,23041,2.2009139,LAD
357,23064,Ken Harrelson,1960,831,3132,2741,660,406.0,22.0,351,125,1154,352,322.0,30.0,6.0,0,0,416,0,0,0,65,0,294,359,0,52.0,30.0,harreke01,23064,11.642091,KCA
358,23083,Gail Harris,1950,429,1464,1326,320,190.0,12.0,159,51,541,104,92.0,12.0,20.0,0,0,362,0,0,0,0,0,0,0,0,2.0,3.0,harriga01,23083,-0.26399859999999986,NYG
359,23086,Joe Harris,1910,176,668,554,181,111.0,0.0,70,1,232,91,0.0,0.0,5.0,0,0,142,0,2,4,1,0,5,6,0,13.0,0.0,harrijo03,23086,6.4,CLE
360,23086,Joe Harris,1920,794,2906,2481,782,405.0,0.0,391,46,1201,322,0.0,0.0,26.0,0,0,380,0,0,0,234,0,79,313,0,23.0,16.0,harrijo03,23086,19.900000000000002,BOS
361,23095,Chuck Harrison,1960,279,958,869,210,105.0,5.0,85,15,306,74,68.0,6.0,3.0,0,0,240,0,0,0,0,0,0,0,0,3.0,2.0,harrich02,23095,1.3267518,HOU
362,23141,Buddy Hassett,1930,555,2292,2116,646,235.0,0.0,271,6,802,116,0.0,0.0,11.0,0,0,418,0,0,0,72,6,26,104,0,34.0,0.0,hassebu01,23141,6.0,BRO
363,23141,Buddy Hassett,1940,374,1515,1401,380,108.0,0.0,198,6,470,93,0.0,0.0,0.0,0,0,329,0,0,0,0,0,13,13,0,19.0,5.0,hassebu01,23141,1.6,BSN
364,23161,Joe Hauser,1920,629,2370,2044,580,356.0,0.0,351,80,979,250,0.0,0.0,21.0,0,0,547,0,0,0,0,0,0,0,0,19.0,19.0,hausejo01,23161,12.2,PHA
365,23225,Richie Hebner,1980,480,1332,1179,316,196.0,12.0,143,37,482,129,112.0,17.0,6.0,0,0,188,0,94,0,5,0,27,32,36,15.0,10.0,hebneri01,23225,1.8351894,DET
366,23227,Guy Hecker,1880,619,2684,2536,735,240.0,0.0,461,19,972,124,0.0,0.0,24.0,322,0,253,0,0,0,39,17,12,68,0,110.0,0.0,heckegu01,23227,9.7,LOU
367,23235,Mike Hegan,1960,181,527,429,102,42.0,0.0,73,9,158,90,88.0,2.0,2.0,0,0,88,0,0,0,2,1,71,74,0,14.0,7.0,heganmi01,23235,1.7208552,NYY
368,23235,Mike Hegan,1970,784,1917,1651,402,187.0,15.0,208,44,614,221,204.0,17.0,5.0,0,0,465,0,0,0,55,0,48,103,93,14.0,14.0,heganmi01,23235,4.9977587,MIL
369,23244,Fred Heimach,1920,269,445,412,104,40.0,0.0,46,2,131,20,0.0,0.0,0.0,210,0,6,0,0,0,0,0,0,0,0,2.0,0.0,heimafr01,23244,1.3,PHA
370,23285,Harvey Hendrick,1930,456,1626,1473,437,190.0,0.0,209,15,609,123,0.0,0.0,8.0,0,0,283,0,20,0,51,6,10,67,0,12.0,0.0,hendrha01,23285,4.4,BRO
371,23338,Keith Hernandez,1970,688,2652,2308,676,328.0,17.0,373,47,1024,314,280.0,34.0,7.0,0,0,651,0,0,0,0,0,0,0,0,35.0,21.0,hernake01,23338,15.8640549,STL
372,23338,Keith Hernandez,1980,1357,5756,4932,1480,735.0,54.0,744,114,2159,742,649.0,93.0,24.0,0,0,1321,0,0,0,5,0,2,7,0,63.0,42.0,hernake01,23338,30.271971,NYM
373,23354,Pancho Herrera,1960,271,1036,912,247,122.0,9.0,117,30,396,106,96.0,10.0,9.0,0,0,249,17,0,0,0,0,0,0,0,7.0,4.0,herrepa01,23354,2.6500630000000003,PHI
374,23396,Charlie Hickman,1900,1041,4120,3858,1134,590.0,0.0,458,58,1689,150,0.0,0.0,55.0,11,0,387,152,140,23,34,1,242,277,0,71.0,0.0,hickmch01,23396,22.7,CLE
375,23400,Jim Hickman,1970,523,1799,1526,425,263.0,13.0,249,73,726,245,225.0,20.0,6.0,0,0,260,0,1,0,7,56,131,194,0,4.0,4.0,hickmji02,23400,9.745606,CHC
376,23487,Dick Hoblitzel,1900,174,718,631,188,75.0,0.0,67,4,252,51,0.0,0.0,4.0,0,0,174,0,0,0,0,0,0,0,0,19.0,0.0,hoblidi01,23487,4.699999999999999,CIN
377,23487,Dick Hoblitzel,1910,1144,4652,4075,1122,518.0,0.0,524,23,1509,356,0.0,0.0,34.0,0,0,1110,7,0,0,0,0,0,0,0,154.0,38.0,hoblidi01,23487,15.000000000000002,BOS
378,23501,Gil Hodges,1940,319,1298,1156,302,192.0,0.0,151,35,471,124,0.0,0.0,4.0,0,62,252,0,1,0,0,0,0,0,0,18.0,0.0,hodgegi01,23501,2.8000000000000003,BRO
379,23501,Gil Hodges,1950,1477,6163,5313,1491,1001.0,43.0,890,310,2733,751,301.0,28.0,20.0,0,2,1407,1,21,0,53,1,25,79,0,42.0,29.0,hodgegi01,23501,36.743892,BRO
380,23501,Gil Hodges,1960,275,643,561,128,81.0,7.0,64,25,218,68,65.0,3.0,1.0,0,0,249,0,10,0,0,0,0,0,0,3.0,2.0,hodgegi01,23501,0.9601396,LAD
381,23557,Walter Holke,1910,414,1630,1488,420,143.0,0.0,157,3,514,71,0.0,0.0,12.0,0,0,413,0,0,0,0,0,0,0,0,52.0,0.0,holkewa01,23557,3.9,NYG
382,23557,Walter Holke,1920,798,3203,2968,858,344.0,0.0,307,21,1105,120,0.0,0.0,4.0,1,0,780,0,0,0,0,0,0,0,0,29.0,50.0,holkewa01,23557,-4.199999999999999,BSN
383,23618,Gail Hopkins,1960,153,470,410,107,48.0,3.0,56,8,152,56,54.0,2.0,1.0,0,0,108,0,0,0,0,0,0,0,0,2.0,1.0,hopkiga01,23618,1.13491748,CHW
384,23618,Gail Hopkins,1970,361,930,809,217,97.0,9.0,86,17,306,104,85.0,19.0,7.0,0,10,185,0,1,0,0,0,0,0,38,4.0,3.0,hopkiga01,23618,2.0415419100000003,KCR
385,23622,Johnny Hopp,1950,228,551,479,144,64.0,0.0,79,11,217,68,0.0,0.0,2.0,0,0,120,0,0,0,12,2,3,17,0,11.0,1.0,hoppjo01,23622,2.330865,NYY
386,23638,Tony Horton,1960,521,1949,1815,486,238.0,10.0,203,59,770,110,98.0,12.0,9.0,0,0,443,0,0,0,24,0,0,24,0,9.0,6.0,hortoto01,23638,5.34317888,BOS
387,23638,Tony Horton,1970,115,452,413,111,59.0,5.0,48,17,187,30,25.0,5.0,4.0,0,0,112,0,0,0,0,0,0,0,0,3.0,2.0,hortoto01,23638,0.443425,CLE
388,23644,Dave Hostetler,1980,255,928,818,187,124.0,7.0,92,37,333,97,93.0,4.0,6.0,0,1,131,0,0,0,0,0,0,0,104,2.0,4.0,hosteda01,23644,-0.7468727000000001,TEX
389,23655,Charlie Householder,1880,150,597,579,145,0.0,0.0,68,4,202,16,0.0,0.0,2.0,0,34,114,1,0,0,2,2,1,5,0,0.0,0.0,housech02,23655,2.1,BAL
390,23660,Ben Houser,1910,162,518,472,126,68.0,0.0,58,9,184,37,0.0,0.0,1.0,0,0,129,0,0,0,0,0,0,0,0,3.0,0.0,housebe01,23660,0.9,BSN
391,23676,Ivan Howard,1910,302,966,818,191,86.0,0.0,91,2,252,104,0.0,0.0,15.0,0,0,83,71,63,3,6,6,12,24,0,53.0,22.0,howariv01,23676,3.9,CLE
392,23749,Emil Huhn,1910,184,608,560,128,47.0,0.0,40,1,163,32,0.0,0.0,2.0,0,49,116,0,0,0,0,0,1,1,0,14.0,0.0,huhnem01,23749,-2.4000000000000004,CIN
393,23794,Don Hurst,1920,261,1167,985,292,189.0,0.0,173,50,510,148,0.0,0.0,4.0,0,0,258,0,0,0,0,0,0,0,0,13.0,0.0,hurstdo01,23794,4.6,PHI
394,23794,Don Hurst,1930,644,2595,2290,684,421.0,0.0,337,65,1057,243,0.0,0.0,11.0,0,0,605,0,0,0,0,7,0,7,0,28.0,0.0,hurstdo01,23794,8.000000000000002,PHI
395,23810,Tom Hutton,1970,840,1768,1521,382,175.0,9.0,191,22,523,223,199.0,24.0,0.0,0,0,464,0,0,0,80,5,87,172,0,15.0,21.0,huttoto01,23810,1.6339027000000002,PHI
396,23811,Ham Hyatt,1910,416,941,858,227,139.0,0.0,76,10,328,60,0.0,0.0,10.0,0,1,122,0,0,0,22,7,48,77,0,10.0,3.0,hyattha01,23811,2.5,PIT
397,23840,Frank Isbell,1900,1074,4483,4060,1019,447.0,0.0,484,13,1336,187,0.0,0.0,40.0,4,2,619,348,20,13,11,21,43,75,0,250.0,0.0,isbelfr01,23840,15.8,CHW
398,23841,Mike Ivie,1970,653,2253,2042,569,332.0,20.0,246,63,884,166,138.0,28.0,15.0,0,9,503,1,92,0,46,0,0,46,0,21.0,13.0,iviemi01,23841,6.9161536,SDP
399,23841,Mike Ivie,1980,204,709,652,155,79.0,7.0,63,18,250,48,42.0,6.0,2.0,0,0,99,0,0,0,0,0,0,0,79,1.0,3.0,iviemi01,23841,-0.04031330000000004,DET
400,23863,Ron Jackson,1950,186,502,443,109,52.0,3.0,53,17,178,44,34.0,4.0,5.0,0,0,139,0,0,0,0,0,0,0,0,6.0,1.0,jacksro01,23863,-1.2501338,CHW
401,23864,Ron Jackson,1970,510,1890,1711,446,195.0,13.0,218,36,679,123,114.0,9.0,26.0,0,0,275,7,179,2,16,0,2,18,27,14.0,11.0,jacksro02,23864,4.384711,CAL
402,23864,Ron Jackson,1980,416,1395,1275,328,147.0,7.0,138,20,472,90,82.0,8.0,9.0,0,0,277,0,71,0,35,1,2,38,23,9.0,16.0,jacksro02,23864,1.9885224999999995,CAL
403,23887,John Jaha,1990,781,3100,2633,709,477.0,23.0,454,140,1261,391,376.0,15.0,47.0,0,0,519,1,1,0,1,0,0,1,236,35.0,17.0,jahajo01,23887,13.8798805,MIL
404,23938,Hughie Jennings,1900,284,1201,1058,285,143.0,0.0,134,3,371,71,0.0,0.0,44.0,0,0,263,8,0,7,1,0,3,4,0,53.0,0.0,jennihu01,23938,3.4000000000000004,BRO
405,23984,Deron Johnson,1960,933,3421,3101,777,500.0,40.0,382,123,1332,264,241.0,23.0,12.0,0,0,403,0,307,0,216,1,32,249,0,9.0,14.0,johnsde01,23984,8.399275159999998,CIN
406,23984,Deron Johnson,1970,832,3199,2840,670,423.0,21.0,324,122,1163,321,290.0,31.0,8.0,0,0,477,0,25,0,0,0,0,0,287,2.0,4.0,johnsde01,23984,3.6754164,PHI
407,24007,Lamar Johnson,1970,499,1787,1632,484,247.0,19.0,196,43,709,128,121.0,7.0,6.0,0,0,294,0,0,0,1,0,0,1,180,17.0,9.0,johnsla02,24007,5.2565696,CHW
408,24031,Wallace Johnson,1980,381,572,520,137,54.0,4.0,46,4,177,45,43.0,2.0,0.0,0,0,71,16,0,0,0,0,0,0,0,18.0,7.0,johnswa03,24031,0.0300205,MON
409,24036,Doc Johnston,1910,717,2922,2585,657,234.0,0.0,315,9,871,183,0.0,0.0,38.0,0,0,692,0,0,0,0,2,0,2,0,117.0,32.0,johnsdo01,24036,2.6,CLE
410,24036,Doc Johnston,1920,336,1337,1179,335,146.0,0.0,162,5,453,81,0.0,0.0,10.0,0,0,328,0,0,0,0,0,0,0,0,22.0,22.0,johnsdo01,24036,0.7000000000000001,CLE
411,24088,Jake Jones,1940,224,867,790,181,117.0,0.0,80,23,291,69,0.0,0.0,4.0,0,0,211,0,0,0,0,0,0,0,0,8.0,4.0,jonesja03,24088,-1.4000000000000001,CHW
412,24100,Nippy Jones,1940,281,1016,946,258,149.0,0.0,118,19,382,56,0.0,0.0,2.0,0,0,226,16,0,0,0,0,2,2,0,3.0,0.0,jonesni01,24100,-0.5999999999999999,STL
413,24100,Nippy Jones,1950,131,454,435,111,60.0,0.0,28,6,146,15,2.0,1.0,1.0,0,0,107,0,0,0,0,0,1,1,0,1.0,2.0,jonesni01,24100,-0.0009020800000000273,STL
414,24118,Tom Jones,1900,923,3779,3415,854,291.0,0.0,308,3,1033,158,0.0,0.0,34.0,0,0,898,24,2,0,0,0,4,4,0,127.0,0.0,jonesto01,24118,9.700000000000001,SLB
415,24118,Tom Jones,1910,135,510,432,110,45.0,0.0,32,1,133,35,0.0,0.0,10.0,0,0,135,0,0,0,0,0,0,0,0,22.0,0.0,jonesto01,24118,0.8,DET
416,24124,Buck Jordan,1930,804,3209,2973,888,281.0,0.0,395,17,1161,182,0.0,0.0,5.0,0,0,647,0,66,0,0,0,2,2,0,20.0,0.0,jordabu01,24124,10.500000000000002,BSN
417,24135,Tim Jordan,1900,535,2119,1808,473,229.0,0.0,219,31,688,254,0.0,0.0,9.0,0,0,518,0,0,0,0,0,0,0,0,48.0,0.0,jordati01,24135,11.200000000000001,BRO
418,24139,Mike Jorgensen,1970,1043,3009,2542,624,315.0,20.0,329,80,976,399,360.0,39.0,23.0,0,0,746,0,0,0,85,76,47,208,4,50.0,38.0,jorgemi01,24139,6.592390099999999,MON
419,24139,Mike Jorgensen,1980,582,1011,865,207,111.0,5.0,100,15,297,133,121.0,12.0,2.0,0,0,302,0,0,0,23,0,55,78,0,8.0,6.0,jorgemi01,24139,0.25713722,NYM
420,24146,Addie Joss,1900,283,871,781,114,49.0,0.0,44,1,148,51,0.0,0.0,1.0,273,0,6,0,1,0,0,2,0,2,0,10.0,0.0,jossad01,24146,-2.1,CLE
421,24157,Joe Judge,1910,482,2093,1793,484,144.0,0.0,250,5,666,238,0.0,0.0,14.0,0,0,476,0,0,0,0,0,2,2,0,80.0,3.0,judgejo01,24157,10.6,WSH
422,24157,Joe Judge,1920,1359,5883,5063,1567,739.0,0.0,765,53,2218,600,0.0,0.0,33.0,0,0,1339,0,0,0,0,0,0,0,0,114.0,79.0,judgejo01,24157,31.799999999999997,WSH
423,24157,Joe Judge,1930,330,1195,1042,301,151.0,0.0,169,13,432,127,0.0,0.0,4.0,0,0,269,0,0,0,0,0,0,0,0,19.0,10.0,judgejo01,24157,4.6000000000000005,WSH
424,24305,George Kelly,1920,1351,5684,5186,1569,923.0,0.0,736,134,2413,339,0.0,0.0,26.0,0,0,1159,144,1,0,24,9,13,46,0,62.0,42.0,kellyge01,24305,27.2,NYG
425,24305,George Kelly,1930,154,610,556,158,76.0,0.0,63,12,225,36,0.0,0.0,1.0,0,0,151,0,0,0,0,1,0,1,0,1.0,0.0,kellyge01,24305,5.551115123125783e-17,BRO
426,24365,John Kerins,1880,539,2335,2164,553,214.0,0.0,384,20,785,157,0.0,0.0,14.0,0,162,317,1,4,2,13,9,49,71,0,93.0,0.0,kerinjo01,24365,6.699999999999999,LOU
427,24401,Harmon Killebrew,1960,1429,6042,4994,1331,1013.0,43.0,864,393,2727,970,872.0,98.0,35.0,0,0,625,0,380,0,466,0,1,467,0,12.0,8.0,killeha01,24401,46.56361,MIN
428,24401,Harmon Killebrew,1970,740,2862,2353,566,436.0,28.0,292,127,1038,476,415.0,61.0,5.0,0,0,344,0,202,0,0,0,0,0,158,4.0,8.0,killeha01,24401,16.223034,MIN
429,24512,Ted Kluszewski,1940,258,958,920,269,127.0,0.0,113,20,390,38,0.0,0.0,0.0,0,0,234,0,0,0,0,0,0,0,0,4.0,0.0,kluszte01,24512,2.2,CIN
430,24512,Ted Kluszewski,1950,1272,5016,4565,1380,823.0,17.0,683,239,2363,408,100.0,60.0,23.0,0,0,1142,0,0,0,0,0,0,0,0,16.0,9.0,kluszte01,24512,12.019879,CIN
431,24512,Ted Kluszewski,1960,188,496,444,117,78.0,6.0,52,20,198,46,36.0,10.0,0.0,0,0,105,0,0,0,0,0,0,0,0,0.0,1.0,kluszte01,24512,0.13049300000000005,CHW
432,24572,Don Kolloway,1950,270,920,853,231,100.0,0.0,102,9,302,51,0.0,0.0,3.0,0,0,209,9,1,0,0,0,0,0,0,3.0,8.0,kollodo01,24572,0.1459646,DET
433,24577,Ed Konetchy,1900,397,1655,1452,383,160.0,0.0,168,11,539,129,0.0,0.0,23.0,0,0,397,0,0,0,0,0,0,0,0,54.0,0.0,koneted01,24577,9.899999999999999,STL
434,24577,Ed Konetchy,1910,1430,5943,5235,1475,687.0,0.0,679,47,2114,487,0.0,0.0,44.0,3,0,1421,0,0,0,2,4,1,7,0,192.0,25.0,koneted01,24577,32.1,STL
435,24577,Ed Konetchy,1920,258,1066,962,292,145.0,0.0,125,16,427,73,0.0,0.0,6.0,0,0,255,0,0,0,0,0,0,0,0,9.0,5.0,koneted01,24577,4.5,BRO
436,24620,Ed Kranepool,1960,887,3165,2883,713,292.0,27.0,266,62,1041,223,178.0,45.0,10.0,0,0,764,0,0,0,21,1,55,77,0,9.0,17.0,kraneed01,24620,0.5452977000000001,NYM
437,24620,Ed Kranepool,1970,966,2832,2553,705,322.0,31.0,270,56,1006,231,187.0,44.0,4.0,0,0,540,0,0,0,111,0,63,174,0,6.0,10.0,kraneed01,24620,3.9790918,NYM
438,24638,Chuck Kress,1940,135,476,409,108,47.0,0.0,52,1,143,48,0.0,0.0,0.0,0,0,119,0,0,0,0,0,0,0,0,6.0,7.0,kressch01,24638,0.4,CIN
439,24663,Dick Kryhoski,1950,515,1758,1617,423,204.0,4.0,185,44,652,110,6.0,0.0,10.0,0,0,416,0,0,0,0,0,0,0,0,3.0,9.0,kryhodi01,24663,2.1683625,DET
440,24676,Joe Kuhel,1930,1166,5112,4525,1313,646.0,0.0,722,73,1918,514,0.0,0.0,20.0,0,0,1139,0,0,0,0,0,0,0,0,85.0,48.0,kuheljo01,24676,13.2,WSH
441,24676,Joe Kuhel,1940,938,3983,3459,899,403.0,0.0,514,58,1321,466,0.0,0.0,19.0,0,0,918,0,0,0,0,0,0,0,0,93.0,42.0,kuheljo01,24676,13.200000000000001,CHW
442,24692,Craig Kusick,1970,497,1461,1238,291,171.0,13.0,155,46,485,194,185.0,9.0,13.0,1,0,238,0,0,0,11,0,0,11,212,11.0,4.0,kusiccr01,24692,4.548945,MIN
443,24705,Candy Lachance,1890,684,2912,2703,793,457.0,0.0,424,30,1130,137,0.0,0.0,34.0,0,17,596,0,0,48,15,2,7,24,0,154.0,0.0,lachaca01,24705,8.8,BRO
444,24705,Candy Lachance,1900,581,2395,2225,587,236.0,0.0,257,9,739,82,0.0,0.0,21.0,0,0,581,0,0,0,0,0,0,0,0,38.0,0.0,lachaca01,24705,2.1999999999999997,BOS
445,24710,Pete Lacock,1970,601,1769,1573,412,206.0,19.0,200,26,592,165,140.0,25.0,4.0,0,0,361,0,0,0,26,1,60,87,42,7.0,8.0,lacocpe01,24710,0.8885187,CHC
446,24775,Chappy Lane,1880,114,436,426,86,0.0,0.0,52,4,128,8,0.0,0.0,2.0,0,3,88,0,2,0,5,13,5,23,0,0.0,0.0,lanech01,24775,-0.4,PIT
447,24807,Norm Larker,1950,207,642,564,160,78.0,9.0,69,12,238,55,54.0,1.0,5.0,0,0,90,0,0,0,63,0,10,73,0,1.0,2.0,larkeno01,24807,1.844777,LAD
448,24807,Norm Larker,1960,460,1587,1389,378,193.0,17.0,158,20,523,156,138.0,18.0,11.0,0,0,393,0,0,0,8,0,1,9,0,2.0,3.0,larkeno01,24807,2.9444237,LAD
449,24811,Henry Larkin,1890,458,2078,1815,545,374.0,0.0,317,27,796,220,0.0,0.0,43.0,0,0,434,0,0,0,5,1,20,26,0,29.0,0.0,larkihe01,24811,10.999999999999998,WHS
450,24835,Juice Latham,1870,95,437,432,117,40.0,0.0,71,0,144,5,0.0,0.0,0.0,0,0,89,0,3,4,0,0,0,0,0,6.0,0.0,lathaju01,24835,1.6,BOS
451,24835,Juice Latham,1880,239,1032,999,236,61.0,0.0,138,0,278,30,0.0,0.0,3.0,0,0,217,14,1,9,0,0,0,0,0,0.0,0.0,lathaju01,24835,2.220446049250313e-16,LOU
