,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
1287,31098,Clyde Wright,1960,10574,20,26,3,358.0003,163,150,1509,1356.0,357,33,522.0,123,106,17,5.0,174,31098,wrighcl01,0.10340710000000004,CAL
1288,31098,Clyde Wright,1970,10575,80,85,0,1370.6673,601,522,5743,5192.0,1322,110,1897.0,427,400,27,18.0,493,31098,wrighcl01,0.9378920000000004,CAL
1289,31154,Emil Yde,1920,10613,49,25,0,704.6664,387,315,3075,0.0,751,26,0.0,296,296,0,12.0,160,31154,ydeem01,3.900000000000001,PIT
1290,31170,Earl Yingling,1910,10624,25,34,0,568.0003,280,203,2389,0.0,611,19,0.0,141,141,0,10.0,192,31170,yinglea01,3.1999999999999997,BRO
1291,31190,Curt Young,1980,10636,51,42,0,832.0,431,388,3539,3214.0,841,115,1371.0,256,250,6,27.0,429,31190,youngcu01,4.008050999999999,OAK
1292,31190,Curt Young,1990,10637,18,11,0,274.9996,150,142,1192,1060.0,292,32,446.0,110,105,5,6.0,107,31190,youngcu01,-2.029369,OAK
1293,31201,Irv Young,1900,10643,54,81,2,1156.333,516,393,4597,0.0,1140,21,0.0,252,252,0,34.0,456,31201,youngir01,10.6,BSN
1294,31201,Irv Young,1910,10644,9,14,2,228.3337,113,86,993,0.0,221,2,0.0,64,64,0,3.0,104,31201,youngir01,0.8,CHW
1295,31205,Matt Young,1980,10647,43,60,25,730.6666,413,364,3201,2830.0,773,65,1135.0,306,289,17,23.0,490,31205,youngma01,0.4103379999999999,SEA
1296,31205,Matt Young,1990,10648,12,35,0,458.9997,248,218,2035,1733.0,434,34,602.0,259,248,11,14.0,367,31205,youngma01,3.6172638,BOS
1297,31225,Tom Zachary,1920,10662,128,122,11,2018.3339999999998,1017,838,8685,0.0,2313,77,0.0,609,609,0,33.0,426,31225,zachato01,24.999999999999996,WSH
1298,31225,Tom Zachary,1930,10663,55,64,11,1038.3336,500,432,4492,0.0,1190,41,0.0,278,278,0,7.0,284,31225,zachato01,12.0,BSN
1299,31229,Geoff Zahn,1970,10667,45,49,1,786.3330000000001,371,319,3335,3015.0,843,58,1203.0,239,227,12,12.0,320,31229,zahnge01,-1.8408138000000005,LAD
1300,31229,Geoff Zahn,1980,10668,66,60,0,1062.6660000000002,518,450,4463,4101.0,1135,91,1639.0,287,271,16,7.0,385,31229,zahnge01,-4.882008000000001,CAL
1301,31276,Sam Zoldak,1940,10691,33,35,3,662.3334,298,259,2822,0.0,679,36,0.0,231,231,0,2.0,162,31276,zoldasa01,7.8999999999999995,SLB
1302,31276,Sam Zoldak,1950,10692,10,18,5,267.0,125,107,1123,246.0,277,18,100.0,70,70,0,1.0,45,31276,zoldasa01,1.252583,PHA
1303,31290,Pedro Feliciano,2000,10701,19,13,4,309.6665000000001,128,114,1336,1170.0,286,28,428.0,129,109,20,15.0,285,31290,felicpe01,4.799674399999999,NYM
1304,31298,Randy Flores,2000,10710,9,5,4,219.0001,134,117,1003,876.0,258,23,396.0,91,81,10,14.0,182,31298,florera01,1.5713622999999999,STL
1305,31317,Dontrelle Willis,2000,10727,69,60,0,1080.3327,529,483,4675,4135.0,1101,102,1683.0,407,385,22,54.0,792,31317,willido03,12.705875,FLA
1306,31355,Macay McBride,2000,10738,6,2,2,103.3334,60,50,473,401.0,104,6,142.0,64,60,4,3.0,98,31355,mcbrima01,0.562046,ATL
1307,31392,Chris Narveson,2010,10752,28,19,0,379.0006,209,203,1631,1346.0,377,50,574.0,140,135,5,7.0,306,31392,narvech01,5.404442400000001,MIL
1308,31470,Noah Lowry,2000,10776,40,31,0,618.3333,298,277,2665,2342.0,606,64,949.0,249,243,6,19.0,420,31470,lowryno01,7.306833999999999,SFG
1309,31506,Scott Kazmir,2000,10792,57,46,0,870.3333,408,370,3755,3289.0,805,88,1296.0,392,383,9,31.0,900,31506,kazmisc01,17.123656,TBD
1310,31506,Scott Kazmir,2010,10793,51,50,0,819.3326999999998,413,382,3498,2454.0,791,102,1030.0,289,282,7,37.0,708,31506,kazmisc01,8.6923657,LAA
1311,31544,Sean Burnett,2000,10804,8,9,1,186.0,93,90,808,695.0,179,22,280.0,90,77,13,6.0,115,31544,burnese01,0.04933470000000001,PIT
1312,31544,Sean Burnett,2010,10805,7,14,9,192.3335,61,58,807,728.0,179,15,254.0,58,47,11,7.0,162,31544,burnese01,1.38924772,WSN
1313,31549,Michael Gonzalez,2000,10806,14,16,54,280.6666,94,80,1180,1017.0,213,22,329.0,129,114,15,12.0,330,31549,gonzami02,5.0527609999999985,PIT
1314,31550,John Grabow,2000,10808,20,15,6,388.3334,187,174,1697,1475.0,379,41,574.0,179,160,19,10.0,342,31550,grabojo02,4.884949,PIT
1315,31569,John Koronka,2000,10817,8,13,0,158.3333,113,110,723,636.0,191,23,303.0,67,65,2,6.0,77,31569,koronjo01,-2.4663231,TEX
1316,31585,Jeff Francis,2000,10823,51,44,0,778.3337,429,410,3393,3042.0,855,98,1379.0,264,232,32,32.0,536,31585,francje01,3.9883206999999987,COL
1317,31585,Jeff Francis,2010,10824,21,38,1,512.6663,317,303,2252,1976.0,622,63,926.0,120,104,16,18.0,333,31585,francje01,0.3173384000000001,COL
1318,31620,John Rheinecker,2000,10839,8,9,0,121.0,84,76,561,505.0,165,15,240.0,47,45,2,5.0,68,31620,rheinjo01,-1.1865940000000001,TEX
1319,31667,Billy Traber,2000,10856,12,14,0,215.0004,140,135,987,876.0,267,29,413.0,75,65,10,17.0,152,31667,trabebi01,2.88128,WSN
1320,31670,Travis Blackley,2010,10858,8,6,0,158.0003,80,76,655,588.0,144,22,245.0,54,49,5,4.0,111,31670,blacktr01,-0.030371999999999955,HOU
1321,31683,Matt Thornton,2000,10863,21,19,9,339.6666,141,140,1445,1270.0,295,34,464.0,153,136,17,6.0,355,31683,thornma01,6.968343600000001,CHW
1322,31683,Matt Thornton,2010,10864,15,27,14,323.0,132,111,1354,1065.0,299,18,368.0,98,78,20,14.0,287,31683,thornma01,3.2543054,CHW
1323,31711,C.J. Wilson,2000,10871,12,20,52,280.6666,151,134,1233,1068.0,267,27,404.0,128,120,8,21.0,261,31711,wilsocj01,2.0277939999999997,TEX
1324,31711,C.J. Wilson,2010,10872,82,50,0,1149.6660000000004,521,460,4857,3793.0,1020,90,1332.0,474,462,12,55.0,998,31711,wilsocj01,16.501739999999998,LAA
1325,31714,Jorge De La Rosa,2000,10873,41,40,0,589.0,362,339,2647,2271.0,618,69,996.0,304,287,17,22.0,517,31714,rosajo01,2.9358980000000003,MIL
1326,31714,Jorge De La Rosa,2010,10874,63,47,1,933.6669999999999,476,436,4003,2958.0,892,109,1216.0,384,359,25,36.0,756,31714,rosajo01,1.0060072,COL
1327,31732,Jimmy Gobble,2000,10880,22,23,4,435.6668,275,256,1938,1724.0,481,67,812.0,170,157,13,15.0,285,31732,gobblji01,-3.976934,KCR
1328,31791,Brandon Claussen,2000,10902,16,27,0,316.0003000000001,197,177,1423,1257.0,359,48,590.0,121,113,8,15.0,228,31791,clausbr01,0.20905000000000015,CIN
1329,32800,Kurt Birkins,2000,10939,6,4,0,75.33330000000002,51,49,343,297.0,82,7,122.0,35,35,0,6.0,64,32800,birkiku01,0.1413144,BAL
1330,33059,Craig Breslow,2000,10953,8,11,1,144.99990000000003,54,45,603,521.0,109,10,155.0,67,64,3,5.0,120,33059,breslcr01,1.7776359999999998,MIN
1331,33059,Craig Breslow,2010,10954,15,19,7,425.6666,196,174,1825,1377.0,427,46,550.0,159,144,15,12.0,322,33059,breslcr01,-2.7999102,BOS
1332,33313,Brian Burres,2000,10967,13,20,0,265.00030000000004,185,179,1223,1079.0,323,32,494.0,122,119,3,11.0,169,33313,burrebr01,-4.145896700000001,BAL
1333,33543,Jesse Carlson,2000,10980,8,8,2,127.6667,53,50,528,469.0,108,13,180.0,42,32,10,6.0,106,33543,carlsje01,1.247112,TOR
1334,33753,Gustavo Chacin,2000,10992,25,15,0,331.6666,165,154,1426,1271.0,340,45,565.0,118,112,6,17.0,185,33753,chacigu01,-5.145018399999999,TOR
1335,34195,Neal Cotts,2000,11009,10,12,1,256.3333,141,132,1140,979.0,245,38,418.0,131,116,15,15.0,235,34195,cottsne01,2.77100885,CHW
1336,34195,Neal Cotts,2010,11010,11,12,3,187.0001,67,63,778,457.0,160,20,151.0,63,57,6,7.0,186,34195,cottsne01,1.6508158000000002,TEX
1337,34770,Lenny DiNardo,2000,11026,10,18,0,256.9997,180,153,1168,1023.0,316,26,454.0,115,108,7,9.0,132,34770,dinarle01,0.7971820000000001,BOS
1338,35742,Kason Gabbard,2000,11041,9,7,0,163.0,89,82,718,607.0,156,13,227.0,96,91,5,8.0,103,35742,gabbaka01,-1.1669457,BOS
1339,36537,Brad Halsey,2000,11066,14,19,0,286.3333,180,154,1284,1145.0,340,35,523.0,99,89,10,16.0,160,36537,halsebr01,-0.5978680000000001,ARI
1340,36959,Rich Hill,2000,11082,21,20,0,395.3334,226,214,1708,1483.0,359,55,613.0,177,170,7,17.0,355,36959,hillri01,5.371207,CHC
1341,36959,Rich Hill,2010,11083,44,22,0,542.0004,198,184,2228,1876.0,416,57,647.0,196,182,14,35.0,649,36959,hillri01,12.619755699999999,BOS
1342,38196,Hong-Chih Kuo,2000,11118,9,13,1,205.3333,91,86,871,765.0,175,13,264.0,86,76,10,7.0,236,38196,kuoho01,5.178696499999999,LAD
1343,38400,Wil Ledezma,2000,11126,15,22,0,370.6666,235,213,1675,1447.0,404,42,630.0,183,174,9,12.0,255,38400,ledezwi01,-1.6629598900000002,DET
1344,38551,Francisco Liriano,2000,11135,24,22,1,357.3337,179,165,1504,1338.0,329,41,529.0,136,135,1,8.0,366,38551,liriafr01,4.9860940000000005,MIN
1345,38551,Francisco Liriano,2010,11136,88,92,0,1456.3339999999996,732,672,6277,4777.0,1320,143,1814.0,680,666,14,54.0,1449,38551,liriafr01,16.955769200000002,PIT
1346,38817,Bobby Madritsch,2000,11145,6,4,0,92.3333,36,35,377,336.0,78,4,111.0,34,32,2,4.0,61,38817,madribo01,1.445271,SEA
1347,40512,Hideki Okajima,2000,11191,12,4,6,192.0,58,58,788,710.0,155,20,243.0,61,55,6,4.0,176,40512,okajihi01,3.4940300000000004,BOS
1348,40798,Manny Parra,2000,11199,21,20,0,332.3333,212,191,1528,1335.0,385,38,582.0,164,158,6,5.0,289,40798,parrama01,2.972639,MIL
1349,40798,Manny Parra,2010,11200,8,21,1,295.6667,168,151,1315,1024.0,308,32,428.0,137,130,7,8.0,303,40798,parrama01,2.929129,CIN
1350,41178,Renyel Pinto,2000,11209,8,10,2,214.3334,95,88,936,762.0,170,23,269.0,143,137,6,10.0,206,41178,pintore01,0.7597984999999998,FLA
1351,42097,Ryan Rowland-Smith,2000,11238,11,7,2,253.333,111,102,1075,960.0,240,26,381.0,90,89,1,8.0,171,42097,rowlary01,3.0285710000000003,SEA
1352,42438,Joe Saunders,2000,11256,48,22,0,571.3330000000001,290,268,2428,2204.0,599,70,929.0,184,178,6,14.0,328,42438,saundjo01,3.1296888,LAA
1353,42438,Joe Saunders,2010,11257,41,64,0,816.0010000000002,456,406,3534,3213.0,934,109,1497.0,255,242,13,16.0,464,42438,saundjo01,-4.223488,ARI
1354,43330,Eric Stults,2000,11284,8,10,0,145.0001,83,78,642,564.0,156,18,256.0,63,57,6,6.0,98,43330,stulter01,0.6633244,LAD
1355,43330,Eric Stults,2010,11285,28,38,0,538.3337,267,244,2282,1912.0,567,65,809.0,129,122,7,9.0,335,43330,stulter01,5.440556000000001,SDP
1356,43454,Hisanori Takahashi,2010,11289,14,12,10,243.3333,115,108,1023,916.0,226,29,372.0,84,68,16,0.0,221,43454,takahhi01,3.2717819,LAA
1357,43533,Jack Taschner,2000,11292,9,5,0,169.3333,104,94,788,673.0,185,16,282.0,93,87,6,7.0,143,43533,taschja01,0.17792799999999998,SFG
1358,44934,Jake Woods,2000,11326,8,5,1,162.33339999999995,90,83,731,641.0,176,25,297.0,79,72,7,6.0,99,44934,woodsja01,-1.4619073999999999,SEA
1359,45372,George Sherrill,2000,11358,14,14,56,250.6667,96,93,1058,912.0,195,20,297.0,117,99,18,6.0,257,45372,sherrge01,3.2073555,SEA
1360,45513,Matt Chico,2000,11388,7,15,0,215.0,130,119,966,847.0,246,36,418.0,91,87,4,6.0,125,45513,chicoma01,-2.2589770000000002,WSN
1361,45515,John Danks,2000,11392,31,33,0,534.3330000000001,255,241,2265,2042.0,526,71,867.0,184,178,6,13.0,417,45515,danksjo01,5.54676,CHW
1362,45515,John Danks,2010,11393,48,71,0,969.0,528,490,4150,3067.0,1007,126,1316.0,307,298,9,28.0,685,45515,danksjo01,0.1198069999999995,CHW
1363,45522,Zach Duke,2000,11396,37,55,0,805.3326999999998,422,385,3478,3170.0,956,76,1431.0,212,201,11,22.0,409,45522,dukeza01,6.372858000000001,PIT
1364,45522,Zach Duke,2010,11397,32,36,4,554.6668,292,266,2437,1952.0,598,56,818.0,207,187,20,23.0,445,45522,dukeza01,1.58035097,CHW
1365,45525,Dana Eveland,2000,11401,13,17,1,276.3334,175,170,1273,1098.0,329,20,466.0,142,134,8,18.0,198,45525,evelada01,1.0013305000000001,MIL
1366,45525,Dana Eveland,2010,11402,7,11,1,170.0,105,101,778,657.0,193,14,270.0,79,69,10,18.0,110,45525,evelada01,-2.9013508000000003,ATL
1367,45529,Gio Gonzalez,2000,11403,7,11,0,132.6667,102,92,618,525.0,145,23,256.0,81,78,3,4.0,143,45529,gonzagi01,2.2032000000000003,OAK
1368,45529,Gio Gonzalez,2010,11404,123,88,0,1768.6673,736,686,7471,5940.0,1559,142,2104.0,715,697,18,44.0,1683,45529,gonzagi01,34.19052,WSN
1369,45530,Tom Gorzelanny,2000,11405,29,28,0,421.6667,236,228,1867,1622.0,439,48,693.0,189,184,5,17.0,292,45530,gorzeto01,1.1421460000000003,PIT
1370,45530,Tom Gorzelanny,2010,11406,21,25,2,461.9996,226,204,2007,1607.0,451,50,645.0,198,184,14,16.0,422,45530,gorzeto01,2.7943852000000007,MIL
1371,45534,Cole Hamels,2000,11408,48,34,0,736.6659999999998,322,300,3029,2785.0,679,96,1146.0,187,168,19,12.0,686,45534,hamelco01,18.89114,PHI
1372,45534,Cole Hamels,2010,11409,115,87,0,1958.001,778,724,8072,6516.0,1742,214,2491.0,579,555,24,88.0,1872,45534,hamelco01,39.899953,PHI
1373,45541,J.P. Howell,2000,11414,18,20,20,322.0,176,160,1407,1221.0,303,34,471.0,146,142,4,19.0,307,45541,howeljp01,4.2757197,TBD
1374,45541,J.P. Howell,2010,11415,18,10,2,297.6667,110,104,1248,922.0,258,25,317.0,124,114,10,13.0,259,45541,howeljp01,2.1695889,LAD
1375,45543,Chuck James,2000,11416,24,19,0,315.6663999999999,162,157,1364,1190.0,305,62,561.0,128,119,9,10.0,234,45543,jamesch03,-0.2985312,ATL
1376,45548,Jon Lester,2000,11422,42,16,0,557.9993,234,227,2359,2103.0,540,51,803.0,204,202,2,19.0,487,45548,lestejo01,6.708264,BOS
1377,45548,Jon Lester,2010,11423,148,92,0,1979.668,862,778,8236,6707.0,1847,207,2622.0,616,610,6,65.0,1868,45548,lestejo01,36.079469,BOS
1378,45549,Adam Loewen,2000,11424,8,8,0,163.9996,105,98,749,624.0,163,14,236.0,106,106,0,11.0,134,45549,loewead01,-0.27526799999999985,BAL
1379,45552,Paul Maholm,2000,11427,38,44,0,796.0003,409,383,3410,3050.0,859,78,1294.0,270,255,15,36.0,506,45552,maholpa01,8.793764999999999,PIT
1380,45552,Paul Maholm,2010,11428,39,56,0,760.3326999999998,397,361,3294,2954.0,817,71,1249.0,240,223,17,41.0,478,45552,maholpa01,4.131880000000001,ATL
1381,45565,Scott Olsen,2000,11440,33,41,0,642.0010000000002,392,340,2822,2500.0,685,98,1158.0,264,244,20,11.0,475,45565,olsensc01,2.0282693000000003,FLA
1382,45590,Taylor Tankersley,2000,11464,8,3,4,106.0,52,50,467,390.0,97,14,156.0,63,55,8,5.0,108,45590,tanketa01,0.9336912,FLA
1383,45595,Jason Vargas,2000,11470,9,14,0,218.6667,140,132,974,854.0,236,33,399.0,87,78,9,11.0,142,45595,vargaja01,-0.922042,FLA
1384,45595,Jason Vargas,2010,11471,90,85,0,1424.3339999999996,686,652,6028,5334.0,1428,183,2234.0,421,402,19,36.0,1005,45595,vargaja01,12.5755373,KCR
1385,45609,Bill Bray,2000,11479,8,7,3,112.0,56,48,501,444.0,123,10,190.0,47,38,9,2.0,107,45609,braybi01,1.09992173,CIN
1386,45618,Wandy Rodriguez,2000,11491,51,52,0,790.0010000000002,422,380,3389,3029.0,796,93,1287.0,285,266,19,29.0,660,45618,rodriwa01,12.6623545,HOU
1387,45618,Wandy Rodriguez,2010,11492,46,46,0,767.3337,374,330,3282,2618.0,764,92,1079.0,249,231,18,24.0,621,45618,rodriwa01,4.7824290000000005,HOU
1388,45758,Dallas Braden,2000,11519,14,21,0,280.66700000000003,158,146,1222,1108.0,312,26,471.0,93,88,5,6.0,177,45758,bradeda01,1.85851,OAK
1389,45758,Dallas Braden,2010,11520,12,15,0,210.667,90,81,854,791.0,198,19,301.0,48,48,0,5.0,128,45758,bradeda01,3.4577400000000003,OAK
1390,45832,Phil Coke,2010,11524,17,24,6,346.3337,186,165,1533,1302.0,393,23,535.0,137,112,25,12.0,260,45832,cokeph01,1.6030423699999998,DET
1391,45951,Brian Duensing,2010,11535,41,36,3,678.6673,345,321,2917,2456.0,720,71,1037.0,227,202,25,16.0,470,45951,duensbr01,-1.1482281999999997,MIN
1392,46026,Felix Doubront,2010,11545,31,26,4,513.6663,306,279,2266,1703.0,540,63,733.0,219,218,1,14.0,442,46026,doubrfe01,1.488436,BOS
1393,46084,J.A. Happ,2000,11553,13,5,0,201.6667,73,72,844,749.0,184,26,302.0,72,69,3,6.0,150,46084,happja01,1.352028,PHI
1394,46084,J.A. Happ,2010,11554,108,85,0,1490.332,727,679,6337,5033.0,1424,197,2106.0,533,520,13,31.0,1347,46084,happja01,8.466987999999999,TOR
1395,46279,Aaron Laffey,2000,11578,16,18,1,264.66700000000003,147,129,1155,1031.0,297,21,418.0,100,98,2,15.0,127,46279,laffeaa01,-0.5599310000000001,CLE
1396,46279,Aaron Laffey,2010,11579,10,11,0,229.6671,123,115,1027,871.0,255,27,380.0,99,93,6,13.0,118,46279,laffeaa01,-4.900942400000001,TOR
1397,46313,John Lannan,2000,11583,20,30,0,422.9997,206,184,1807,1602.0,418,48,656.0,157,150,7,15.0,216,46313,lannajo01,2.610334,WSN
1398,46313,John Lannan,2010,11584,26,28,0,439.0,242,216,1947,1726.0,495,38,725.0,168,160,8,20.0,234,46313,lannajo01,-0.6610628000000001,WSN
1399,46413,Eric O'Flaherty,2000,11594,9,3,0,126.3333,73,65,556,489.0,131,7,174.0,48,38,10,13.0,85,46413,oflaher01,0.8374381999999999,SEA
1400,46413,Eric O'Flaherty,2010,11595,14,12,1,290.0,118,106,1240,964.0,276,21,338.0,105,88,17,12.0,233,46413,oflaher01,-0.7077363000000001,ATL
1401,46468,Jon Niese,2010,11606,67,66,0,1149.667,580,515,4975,3807.0,1232,128,1604.0,350,335,15,41.0,885,46468,niesejo01,13.446810000000005,NYM
1402,46496,Josh Outman,2010,11610,11,8,0,181.3334,101,96,799,700.0,189,18,289.0,82,78,4,3.0,154,46496,outmajo01,0.3716090000000001,COL
1403,46630,Tony Sipp,2010,11619,24,22,7,463.6667,206,195,1942,1509.0,378,69,630.0,196,182,14,11.0,483,46630,sippto01,3.6802495,HOU
1404,46805,Mitch Stetter,2000,11639,8,2,1,75.33330000000002,30,29,332,271.0,53,6,86.0,48,41,7,11.0,79,46805,stettmi01,0.9485435,MIL
1405,46827,Jonny Venters,2010,11643,20,13,10,272.0,103,82,1163,988.0,213,13,280.0,136,120,16,21.0,297,46827,ventejo01,2.88113166,ATL
1406,47078,Jerry Blevins,2010,11669,29,9,7,430.6666,177,165,1827,1575.0,358,45,566.0,174,151,23,24.0,447,47078,blevije01,4.802554499999999,NYM
1407,47243,Xavier Cedeno,2010,11687,10,7,3,177.66660000000005,81,72,776,515.0,175,16,198.0,72,65,7,5.0,175,47243,cedenxa01,3.9307133999999997,HOU
1408,47296,Mike Dunn,2010,11695,34,26,4,432.0,208,191,1879,1413.0,386,46,544.0,219,201,18,11.0,468,47296,dunnmi01,2.5624935,MIA
1409,47870,Matt Harrison,2000,11754,13,8,0,147.0,100,94,655,589.0,181,21,301.0,54,52,2,4.0,76,47870,harrima01,-1.894025,TEX
1410,47870,Matt Harrison,2010,11755,37,27,2,521.3333,237,219,2208,1932.0,523,51,769.0,180,174,6,5.0,332,47870,harrima01,1.4469819000000002,TEX
1411,47921,Boone Logan,2010,11763,25,18,2,314.3333,151,139,1372,1046.0,291,38,416.0,141,115,26,17.0,377,47921,loganbo02,3.9578599999999997,NYY
1412,48179,Sean Marshall,2000,11792,19,29,1,379.6666,208,192,1661,1467.0,390,52,636.0,149,135,14,13.0,270,48179,marshse01,4.7833869999999985,CHC
1413,48179,Sean Marshall,2010,11793,18,17,15,235.6667,81,72,987,894.0,206,8,269.0,72,61,11,10.0,267,48179,marshse01,5.314776,CIN
1414,48219,Jake McGee,2010,11800,25,22,45,455.3332,194,184,1878,1578.0,401,55,622.0,131,116,15,14.0,497,48219,mcgeeja01,3.5246617,TBR
1415,48310,Rafael Perez,2000,11809,9,9,3,197.3333,94,87,835,751.0,184,20,277.0,69,57,12,4.0,195,48310,perezra01,3.5243270000000004,CLE
1416,48310,Rafael Perez,2010,11810,12,3,0,131.6667,53,46,560,500.0,136,6,182.0,48,43,5,0.0,73,48310,perezra01,0.759042,CLE
1417,48408,Garrett Olson,2000,11821,13,18,0,245.3336,180,176,1130,978.0,289,40,471.0,124,122,2,14.0,158,48408,olsonga01,-3.342421,BAL
1418,48448,Franklin Morales,2000,11823,7,6,7,104.6666,55,53,462,391.0,100,8,148.0,54,47,7,4.0,76,48448,moralfr01,-1.015895,COL
1419,48448,Franklin Morales,2010,11824,16,24,4,385.3329,212,195,1690,1234.0,383,53,543.0,169,157,12,24.0,309,48448,moralfr01,-5.7545373999999985,BOS
1420,48557,Glen Perkins,2000,11835,18,11,0,281.6667,156,148,1219,1122.0,329,40,519.0,74,74,0,6.0,145,48557,perkigl01,-0.8060330999999998,MIN
1421,48557,Glen Perkins,2010,11836,17,14,120,342.6668,134,121,1416,1062.0,317,34,404.0,84,71,13,16.0,359,48557,perkigl01,3.6870678999999997,MIN
1422,48618,Jo-Jo Reyes,2010,11840,8,11,0,146.33360000000005,110,98,675,609.0,189,23,307.0,52,52,0,7.0,89,48618,reyesjo03,-2.9361875100000003,ATL
1423,48674,Clayton Richard,2000,11848,11,10,0,200.6667,118,107,878,777.0,215,22,327.0,84,82,2,3.0,143,48674,richacl01,0.5653796000000001,CHW
1424,48674,Clayton Richard,2010,11849,58,74,1,1084.0007,593,537,4665,4049.0,1183,127,1775.0,354,330,24,37.0,681,48674,richacl01,2.8078798,SDP
1425,48728,Ricky Romero,2000,11853,13,9,0,178.0,88,85,771,676.0,192,18,287.0,79,79,0,10.0,141,48728,romerri01,-0.330784,TOR
1426,48728,Ricky Romero,2010,11854,38,36,0,623.3333,314,285,2668,2330.0,574,64,900.0,275,269,6,33.0,481,48728,romerri01,1.3602420000000004,TOR
1427,48736,Cesar Ramos,2010,11856,10,14,2,332.0,161,150,1440,1071.0,327,35,423.0,135,113,22,12.0,258,48736,ramosce01,-0.5971001,TBR
1428,48816,Jeremy Sowers,2000,11859,18,30,0,399.9996,242,230,1741,1571.0,444,49,703.0,132,125,7,12.0,174,48816,sowerje01,-3.902475,CLE
1429,48879,Jonathan Sanchez,2000,11867,21,30,0,413.333,232,221,1828,1568.0,385,43,622.0,214,207,7,22.0,429,48879,sanchjo01,8.946521,SFG
1430,48879,Jonathan Sanchez,2010,11868,18,28,0,372.9993,206,190,1658,1384.0,329,48,569.0,223,215,8,22.0,367,48879,sanchjo01,2.934888,SFG
1431,48904,Greg Smith,2000,11870,7,16,0,190.333,92,88,800,695.0,169,21,280.0,87,82,5,3.0,111,48904,smithgr02,-0.622574,OAK
1432,48970,Sean West,2000,11880,8,6,0,103.333,62,55,467,411.0,115,11,185.0,44,44,0,3.0,70,48970,westse01,-0.5702659999999999,FLA
1433,49043,Raul Valdes,2010,11899,7,7,2,140.33339999999998,81,80,601,538.0,138,20,239.0,49,45,4,7.0,147,49043,valdera02,1.4686536,PHI
1434,49168,Travis Wood,2010,11917,47,59,4,994.001,514,471,4240,3387.0,938,120,1407.0,370,351,19,35.0,801,49168,woodtr01,5.142513999999999,CHC
1435,49178,Wesley Wright,2000,11920,7,7,1,100.3334,61,58,454,387.0,98,17,172.0,59,52,7,4.0,104,49178,wrighwe01,0.30413850000000003,HOU
1436,49580,Joe Thatcher,2010,11941,8,10,1,169.0,61,57,721,554.0,160,12,191.0,54,47,7,9.0,182,49580,thatcjo01,3.932775,SDP
1437,49617,Andrew Miller,2000,11948,14,21,0,261.6663,182,160,1218,1024.0,286,22,434.0,148,143,5,15.0,210,49617,millean01,0.7165267000000001,DET
1438,49617,Andrew Miller,2010,11949,40,33,59,518.3334,208,188,2182,1677.0,396,53,575.0,214,206,8,38.0,713,49617,millean01,9.839721,BOS
1439,49706,Fernando Abad,2010,11956,8,29,2,330.6668,143,135,1399,1073.0,309,42,409.0,116,106,10,12.0,280,49706,abadfe01,1.1555002,HOU
1440,49786,Clayton Kershaw,2000,11970,13,13,0,278.66700000000003,106,104,1171,1007.0,228,18,336.0,143,136,7,2.0,285,49786,kershcl01,6.26561,LAD
1441,49786,Clayton Kershaw,2010,11971,156,61,0,1995.999,566,513,7787,6382.0,1487,155,2042.0,434,414,20,31.0,2179,49786,kershcl01,64.34402,LAD
1442,50058,Ryan Buchter,2010,11992,15,4,2,213.99990000000003,78,68,879,762.0,152,26,275.0,96,89,7,8.0,235,50058,buchtry01,-0.22505909999999998,OAK
1443,50102,Jeff Locke,2010,12004,35,43,0,676.332,371,345,2937,1939.0,702,72,815.0,264,247,17,22.0,481,50102,lockeje01,3.5415771,PIT
1444,50155,Zack Britton,2010,12012,34,23,145,602.9996,234,206,2485,1972.0,516,37,655.0,237,224,13,10.0,499,50155,brittza01,1.0740249999999998,BAL
1445,50866,Luis Avilan,2010,12053,23,10,2,340.6668,131,124,1425,1058.0,293,20,342.0,132,110,22,17.0,306,50866,avilalu01,2.0406942999999997,ATL
1446,50878,Jose Alvarez,2010,12054,15,22,3,334.3334,152,135,1433,1048.0,339,34,431.0,106,86,20,11.0,297,50878,alvarjo02,2.5728691,LAA
1447,51645,Jose Quintana,2010,12095,83,77,0,1484.999,662,614,6203,4875.0,1460,153,1956.0,419,398,21,37.0,1298,51645,quintjo01,16.823280999999998,CHW
1448,51959,Wade LeBlanc,2010,12118,41,43,3,792.3331,413,388,3357,3082.0,830,123,1404.0,224,209,15,14.0,585,51959,leblawa01,0.4501430000000006,SEA
1449,51966,David Huff,2000,12120,11,8,0,128.333,82,80,574,528.0,159,16,255.0,41,40,1,1.0,65,51966,huffda01,-0.4854,CLE
1450,51966,David Huff,2010,12121,14,22,0,265.0001,174,146,1182,1039.0,304,43,489.0,91,86,5,7.0,169,51966,huffda01,-2.5204553999999995,CLE
1451,52254,Jaime Garcia,2010,12167,69,61,0,1119.001,542,475,4740,3823.0,1114,106,1552.0,361,344,17,22.0,917,52254,garcija02,18.814239,STL
1452,52360,Antonio Bastardo,2010,12181,25,17,12,369.3334,166,158,1573,1143.0,278,40,412.0,183,170,13,14.0,451,52360,bastaan01,5.010661000000002,PHI
