,BATTER,NAME,YEAR,YEAR.1,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP
178,19818,Donie Bush,1910,19145,1449,6580,5462,1334,330.0,0.0,958,8,1616,912,0.0,0.0,23,0,0,0,0,1,1447,0,0,0,0,0,324,71.0,bushdo01,19818,30.700000000000003
179,19818,Donie Bush,1920,7686,319,1399,1148,305,69.0,0.0,195,1,359,151,0.0,0.0,2,0,0,0,26,42,242,0,0,0,0,0,27,22.0,bushdo01,19818,1.4
180,19836,Art Butler,1910,11481,454,1485,1289,311,101.0,0.0,181,3,390,146,0.0,0.0,10,0,0,0,85,17,236,2,10,6,18,0,54,19.0,butlear01,19836,2.3
181,19845,Johnny Butler,1920,7710,375,1415,1251,315,146.0,0.0,115,3,396,111,0.0,0.0,14,0,0,0,8,170,202,0,0,0,0,0,17,0.0,butlejo02,19845,0.4
182,19927,Bert Campaneris,1960,11799,794,3478,3210,846,201.0,11.0,419,24,1137,197,190.0,7.0,33,1,1,1,1,7,710,68,2,1,71,0,292,77.0,campabe01,19927,16.9
183,19927,Bert Campaneris,1970,19745,1342,5667,5039,1283,406.0,45.0,700,52,1686,394,386.0,8.0,30,0,0,0,0,0,1320,0,0,0,0,2,336,108.0,campabe01,19927,36.0
184,19981,Leo Cardenas,1960,19645,1317,5101,4625,1220,483.0,34.0,482,82,1750,365,255.0,110.0,21,0,0,0,0,0,1298,0,0,0,0,0,31,34.0,cardele01,19981,20.0
185,19981,Leo Cardenas,1970,11835,624,2301,2082,505,206.0,14.0,180,36,712,157,145.0,12.0,7,0,0,0,3,69,545,0,0,0,0,4,8,14.0,cardele01,19981,7.299999999999999
186,20025,Chico Carrasquel,1950,19545,1325,5259,4644,1199,474.0,19.0,568,55,1586,491,219.0,4.0,38,0,0,1,22,49,1241,0,0,0,0,0,31,28.0,carrach01,20025,21.2
187,20081,Joe Cassidy,1900,3809,303,1242,1157,264,76.0,0.0,130,2,344,40,0.0,0.0,6,0,0,0,0,23,250,1,20,11,32,0,40,0.0,cassijo02,20081,1.9
188,20116,Wayne Causey,1960,15716,970,3411,2971,768,271.0,29.0,334,33,1043,360,338.0,22.0,13,0,0,0,287,178,405,0,0,0,0,0,12,11.0,causewa01,20116,10.6
189,20119,Ike Caveney,1920,7694,466,1751,1577,410,196.0,0.0,173,13,558,97,0.0,0.0,11,0,0,0,5,0,457,0,0,0,0,0,15,13.0,cavenik01,20119,4.3
190,20156,Darrel Chaney,1970,19745,822,2164,1904,418,175.0,12.0,216,14,560,214,175.0,39.0,3,0,1,0,137,133,530,0,0,0,0,0,18,18.0,chaneda01,20156,-1.8
191,20172,Ray Chapman,1910,15324,940,4060,3350,921,315.0,0.0,574,14,1244,400,0.0,0.0,17,0,0,0,49,36,846,0,1,1,2,0,225,43.0,chapmra01,20172,25.2
192,20258,Bill Cissell,1920,3857,277,1150,1061,288,122.0,0.0,149,6,385,57,0.0,0.0,2,0,0,0,0,0,275,0,0,0,0,0,43,23.0,cissebi01,20258,1.1
193,20407,Dick Cole,1950,11726,456,1380,1215,303,107.0,7.0,106,2,379,132,30.0,2.0,2,0,0,2,118,107,169,0,0,0,0,0,2,3.0,coledi01,20407,-0.7
194,20481,Dave Concepcion,1970,19745,1349,5195,4702,1268,529.0,42.0,572,70,1741,387,329.0,58.0,16,0,0,0,14,22,1303,0,8,0,8,0,220,62.0,conceda01,20481,30.200000000000003
195,20481,Dave Concepcion,1980,17856,1139,4445,4021,1058,421.0,44.0,421,31,1373,349,314.0,35.0,5,1,0,62,116,98,875,0,0,0,0,0,101,47.0,conceda01,20481,10.000000000000002
196,20482,Onix Concepcion,1980,13882,390,1131,1041,249,80.0,6.0,108,3,306,47,47.0,0.0,11,0,0,0,60,32,287,0,0,0,0,0,25,14.0,conceon01,20482,0.09999999999999978
197,20569,Jimmy Cooney,1920,9630,432,1659,1525,402,146.0,0.0,174,2,503,70,0.0,0.0,4,0,0,0,20,7,395,1,0,0,1,0,30,13.0,cooneji02,20569,3.7
198,20597,Tommy Corcoran,1900,15228,891,3679,3474,833,412.0,0.0,368,8,1069,124,0.0,0.0,7,0,0,0,68,0,824,0,0,0,0,0,129,0.0,corcoto01,20597,3.6999999999999997
199,20659,Billy Cox,1940,9731,451,1754,1604,424,147.0,0.0,195,28,630,126,0.0,0.0,3,0,0,0,1,170,259,0,0,0,0,0,18,0.0,coxbi02,20659,5.0
200,20752,Joe Cronin,1930,19345,1391,6177,5332,1650,1036.0,0.0,885,108,2540,716,0.0,0.0,30,0,0,2,0,21,1360,0,0,0,0,0,69,48.0,cronijo01,20752,50.4
201,20752,Joe Cronin,1940,11655,475,1685,1421,414,288.0,0.0,242,54,691,228,0.0,0.0,3,0,0,54,0,48,266,1,0,0,1,0,9,14.0,cronijo01,20752,11.600000000000001
202,20758,Frankie Crosetti,1930,15484,1086,4918,4238,1079,472.0,0.0,738,78,1616,555,0.0,0.0,68,0,0,0,2,56,1030,0,0,0,0,0,84,43.0,crosefr01,20758,19.0
203,20758,Frankie Crosetti,1940,17496,597,2355,2039,462,177.0,0.0,268,20,609,237,0.0,0.0,46,0,0,0,9,75,486,0,0,0,0,0,29,19.0,crosefr01,20758,5.0
204,20765,Monte Cross,1900,15228,987,3873,3364,722,330.0,0.0,354,12,942,338,0.0,0.0,46,0,0,0,3,0,982,0,0,0,0,0,157,0.0,crossmo01,20765,6.799999999999999
205,20798,Todd Cruz,1980,7929,486,1504,1404,310,137.0,9.0,124,32,469,56,52.0,4.0,6,1,0,0,3,172,301,1,0,0,1,0,9,22.0,cruzto02,20798,-0.09999999999999998
206,20817,Dick Culler,1940,13622,463,1687,1489,363,98.0,0.0,192,2,420,165,0.0,0.0,5,0,0,0,21,32,396,0,0,0,0,0,19,5.0,culledi01,20817,2.8999999999999995
207,20876,Bill Dahlen,1900,19045,1332,5364,4694,1170,597.0,0.0,606,23,1527,525,0.0,0.0,57,0,0,0,8,2,1309,1,0,0,1,0,233,0.0,dahlebi01,20876,37.099999999999994
208,20933,Alvin Dark,1940,5843,282,1164,1085,324,102.0,0.0,159,6,429,55,0.0,0.0,3,0,0,0,0,4,270,1,0,0,1,0,9,0.0,darkal01,20933,6.1
209,20933,Alvin Dark,1950,19545,1441,6292,5795,1675,623.0,28.0,860,116,2421,349,150.0,16.0,48,1,0,4,26,259,1134,13,0,4,17,0,49,26.0,darkal01,20933,36.699999999999996
210,20982,George Davis,1900,19045,1104,4528,3967,1073,504.0,0.0,533,16,1393,383,0.0,0.0,35,0,0,24,98,17,947,0,0,0,0,0,218,0.0,davisge01,20982,41.800000000000004
211,21076,Ivan DeJesus,1970,11859,563,2272,2010,542,131.0,8.0,302,11,712,204,194.0,10.0,8,0,0,0,0,7,552,0,0,0,0,0,90,47.0,dejesiv01,21076,8.299999999999999
212,21076,Ivan DeJesus,1980,17856,808,2921,2592,625,193.0,14.0,293,10,789,262,224.0,38.0,8,0,0,0,0,27,751,0,0,0,0,0,104,41.0,dejesiv01,21076,2.7999999999999994
213,21100,Joe Demaestri,1950,17595,1042,3602,3365,799,277.0,22.0,313,49,1105,168,98.0,13.0,17,0,0,0,15,10,994,0,0,0,0,0,15,19.0,demaejo01,21100,-3.6999999999999993
214,21125,Bucky Dent,1970,13832,931,3417,3064,771,286.0,37.0,309,25,989,216,208.0,8.0,10,0,0,0,3,1,927,0,0,0,0,0,14,18.0,dentbu01,21125,12.100000000000001
215,21125,Bucky Dent,1980,9910,461,1608,1448,343,137.0,12.0,142,15,460,112,111.0,1.0,5,0,0,0,0,2,455,0,0,0,0,0,3,11.0,dentbu01,21125,5.4
216,21127,Sam Dente,1940,5844,297,1110,1025,272,86.0,0.0,88,1,330,72,0.0,0.0,1,0,0,0,0,52,229,0,0,0,0,0,5,8.0,dentesa01,21127,-1.7
217,21127,Sam Dente,1950,11715,448,1425,1295,313,128.0,3.0,117,3,377,95,11.0,1.0,3,0,0,2,56,36,334,4,0,2,6,0,4,1.0,dentesa01,21127,-1.7000000000000004
218,21293,Mickey Doolan,1900,9535,711,2694,2474,564,234.0,0.0,195,6,762,130,0.0,0.0,10,0,0,0,0,0,710,0,0,0,0,0,66,0.0,doolami01,21293,8.0
219,21293,Mickey Doolan,1910,15309,1017,3904,3503,812,320.0,0.0,318,9,1065,240,0.0,0.0,24,0,0,0,96,0,915,0,0,0,0,0,107,8.0,doolami01,21293,5.599999999999998
220,21335,Tom Downey,1910,9562,532,2000,1754,424,156.0,0.0,217,6,540,166,0.0,0.0,7,0,0,3,184,135,187,0,0,1,1,0,71,0.0,downeto01,21335,-0.8000000000000002
221,21409,Frank Duffy,1970,19745,915,2924,2665,619,240.0,12.0,248,26,829,171,164.0,7.0,8,0,0,1,16,23,839,0,0,0,0,2,49,30.0,duffyfr01,21409,10.399999999999999
222,21466,Leo Durocher,1930,19345,1339,4871,4487,1102,481.0,0.0,461,23,1447,307,0.0,0.0,12,0,0,0,13,1,1316,0,0,0,0,0,26,0.0,durocle01,21466,3.4000000000000004
223,21577,Kid Elberfeld,1900,17145,953,3962,3464,952,416.0,0.0,505,8,1204,305,0.0,0.0,104,0,0,0,0,45,899,0,0,0,0,0,165,0.0,elberki01,21577,27.2
224,21613,Bones Ely,1900,5703,345,1355,1267,303,157.0,0.0,128,1,361,47,0.0,0.0,3,0,0,0,0,1,344,0,0,0,0,0,20,0.0,elybo01,21613,0.5000000000000001
225,21636,Woody English,1920,5784,347,1596,1417,407,114.0,0.0,245,4,506,114,0.0,0.0,6,0,0,0,0,3,342,0,0,0,0,0,18,0.0,engliwo01,21636,5.7
226,21636,Woody English,1930,17406,914,3873,3329,949,308.0,0.0,556,28,1286,457,0.0,0.0,23,0,0,0,22,397,484,0,0,0,0,0,39,0.0,engliwo01,21636,19.200000000000003
227,21674,Jimmy Esmond,1910,7652,461,1748,1540,406,162.0,0.0,204,8,552,136,0.0,0.0,1,0,0,0,2,14,424,0,0,0,0,0,61,0.0,esmonji01,21674,2.5
228,21777,Doc Farrell,1920,9635,448,1601,1462,383,180.0,0.0,136,9,476,77,0.0,0.0,9,0,0,0,71,55,296,0,0,0,0,0,13,1.0,farredo01,21777,-1.1
229,21824,Chico Fernandez,1950,7830,376,1333,1211,292,114.0,15.0,106,12,387,81,72.0,9.0,3,0,0,0,2,0,362,0,0,0,0,0,34,15.0,fernach01,21824,-1.8
230,21824,Chico Fernandez,1960,7846,480,1746,1567,374,145.0,9.0,164,28,528,132,120.0,12.0,1,0,0,1,3,15,448,0,0,0,0,0,34,13.0,fernach01,21824,-0.4999999999999998
231,21899,Bob Fisher,1910,13407,503,1908,1742,480,170.0,0.0,189,11,626,80,0.0,0.0,4,0,0,0,73,1,394,1,0,0,1,0,48,36.0,fishebo01,21899,6.699999999999999
232,21967,Art Fletcher,1910,19145,1247,4913,4497,1246,554.0,0.0,574,21,1619,165,0.0,0.0,125,0,0,0,26,33,1177,0,0,0,0,0,149,36.0,fletcar01,21967,41.9
233,22014,Tim Foli,1970,19745,1165,4592,4226,1054,340.0,39.0,399,17,1309,204,179.0,25.0,24,0,0,0,63,41,1064,1,2,0,3,0,59,34.0,foliti01,22014,5.4
234,22014,Tim Foli,1980,11895,531,1981,1821,461,161.0,18.0,177,8,562,61,57.0,4.0,11,0,0,2,29,25,460,0,0,0,0,1,22,21.0,foliti01,22014,0.3999999999999999
235,22028,Hod Ford,1920,19245,1174,4563,4094,1098,437.0,0.0,417,15,1402,303,0.0,0.0,21,0,0,4,500,0,669,0,0,0,0,0,19,28.0,fordho01,22028,10.8
236,22123,Jim Fregosi,1960,17685,1164,4866,4296,1160,431.0,32.0,565,88,1723,450,426.0,24.0,21,0,0,1,0,0,1143,0,0,0,0,0,69,31.0,fregoji01,22123,37.5
237,22123,Jim Fregosi,1970,17766,738,2536,2227,566,275.0,21.0,279,63,876,265,241.0,24.0,11,0,0,189,1,183,253,8,0,0,8,33,7,9.0,fregoji01,22123,11.3
238,22136,Lonny Frey,1930,13552,765,3281,2847,792,319.0,0.0,457,39,1146,356,0.0,0.0,18,0,0,0,292,22,420,4,2,0,6,0,43,0.0,freylo01,22136,17.1
239,22137,Pepe Frias,1970,13832,568,1153,1074,257,95.0,8.0,98,1,316,44,31.0,13.0,3,0,0,0,178,49,294,1,1,3,5,0,7,7.0,friaspe01,22137,-2.7
240,22243,Chick Galloway,1920,17316,1059,3930,3520,937,403.0,0.0,389,17,1216,273,0.0,0.0,6,0,0,1,5,51,976,1,0,0,1,0,79,72.0,galloch01,22243,-1.7999999999999996
241,22371,Charlie Gelbert,1930,13540,678,2479,2212,594,270.0,0.0,322,14,835,227,0.0,0.0,6,0,0,0,21,118,521,0,0,0,0,0,26,0.0,gelbech01,22371,8.500000000000002
242,22389,Wally Gerber,1920,19245,1239,4818,4229,1110,416.0,0.0,490,6,1354,383,0.0,0.0,25,0,0,0,22,1,1201,0,0,0,0,0,33,46.0,gerbewa01,22389,2.699999999999999
243,22677,Alex Grammas,1950,11739,662,1829,1602,407,121.0,11.0,189,8,520,172,115.0,17.0,12,0,0,0,39,106,518,0,0,0,0,0,16,11.0,grammal01,22677,6.4
244,22794,Dick Groat,1950,11737,811,3375,3103,886,288.0,19.0,322,20,1141,174,131.0,24.0,11,0,0,0,0,4,801,0,0,0,0,0,4,14.0,groatdi01,22794,11.399999999999999
245,22794,Dick Groat,1960,15708,1118,4804,4381,1252,419.0,33.0,507,19,1600,316,301.0,15.0,20,0,0,1,1,23,1076,0,0,0,0,0,10,13.0,groatdi01,22794,25.500000000000004
246,22828,Mario Guerrero,1970,13832,581,2000,1870,487,147.0,18.0,134,5,585,65,59.0,6.0,15,0,0,0,77,0,460,0,0,0,0,26,5,9.0,guerrma01,22828,0.20000000000000007
247,22965,Ken Hamlin,1960,9814,463,1491,1331,322,89.0,14.0,142,11,416,123,118.0,5.0,3,0,0,0,129,2,312,0,0,0,0,0,17,11.0,hamlike01,22965,-1.5000000000000002
248,22971,Granny Hamner,1940,11679,322,1313,1240,319,112.0,0.0,135,9,422,52,0.0,0.0,2,0,0,0,87,3,229,0,0,0,0,0,8,0.0,hamnegr01,22971,2.0
249,22971,Granny Hamner,1950,19545,1206,4978,4599,1210,596.0,24.0,576,95,1815,299,109.0,10.0,4,4,0,0,481,28,705,0,0,0,0,0,27,14.0,hamnegr01,22971,17.099999999999998
250,23007,Ron Hansen,1960,19645,1234,4629,4022,946,464.0,34.0,424,100,1429,519,473.0,46.0,17,0,0,21,36,41,1105,0,0,0,0,0,9,13.0,hansero02,23007,24.599999999999998
251,23057,Toby Harrah,1970,17775,1275,5179,4413,1151,560.0,40.0,625,128,1751,640,612.0,28.0,28,0,0,0,21,472,803,0,0,0,0,13,160,69.0,harrato01,23057,31.799999999999997
252,23063,Bud Harrelson,1960,9835,437,1649,1473,349,70.0,6.0,162,1,425,146,136.0,10.0,7,0,0,0,0,0,421,0,0,0,0,0,24,24.0,harrebu01,23063,4.7
253,23063,Bud Harrelson,1970,19745,1009,3648,3091,722,188.0,17.0,351,5,884,458,437.0,21.0,15,0,0,0,68,9,892,1,0,0,1,0,99,32.0,harrebu01,23063,14.799999999999999
254,23160,Arnold Hauser,1910,9561,433,1675,1468,349,137.0,0.0,180,6,440,121,0.0,0.0,22,0,0,0,4,9,407,0,0,0,0,0,68,2.0,hausear01,23160,0.7
255,23238,Jack Heidemann,1970,13815,423,1210,1090,231,75.0,15.0,94,9,293,78,67.0,11.0,5,0,0,1,28,51,319,0,0,0,0,2,5,10.0,heideja01,23238,-6.2
256,23251,Bob Heise,1970,15788,473,1129,1049,255,82.0,5.0,93,1,302,40,38.0,2.0,6,0,0,6,141,133,162,1,0,0,1,1,3,6.0,heisebo01,23251,1.1000000000000003
257,23260,Woodie Held,1960,19645,1036,3378,2889,697,405.0,20.0,367,123,1207,398,355.0,43.0,45,0,0,0,176,83,417,106,100,111,317,0,8,6.0,heldwo01,23260,16.099999999999998
258,23275,Solly Hemus,1950,19545,941,3210,2661,725,261.0,7.0,451,51,1096,449,123.0,12.0,62,0,0,0,196,80,471,0,0,0,0,0,21,18.0,hemusso01,23275,25.2
259,23335,Enzo Hernandez,1970,15796,714,2612,2327,522,113.0,8.0,241,2,620,189,176.0,13.0,5,0,0,0,0,0,683,2,0,1,3,0,129,33.0,hernaen01,23335,0.30000000000000004
260,23372,Buck Herzog,1910,19145,1296,5338,4689,1239,407.0,0.0,612,20,1615,358,0.0,0.0,104,0,0,17,383,437,446,1,0,0,1,0,286,59.0,herzobu01,23372,27.599999999999998
261,23476,Billy Hitchcock,1940,9732,370,1305,1183,262,111.0,0.0,116,2,313,98,0.0,0.0,4,0,0,34,70,79,140,0,0,0,0,0,9,9.0,hitchbi01,23476,-5.5
262,23520,Glenn Hoffman,1980,17857,766,2383,2163,524,210.0,14.0,247,23,717,136,127.0,9.0,20,0,0,1,13,140,615,0,0,0,0,1,5,16.0,hoffmgl01,23520,0.30000000000000004
263,23573,Charlie Hollocher,1920,9610,514,2302,1997,617,177.0,0.0,288,9,800,186,0.0,0.0,15,0,0,0,0,0,505,0,0,0,0,0,57,80.0,holloch01,23573,14.0
264,23613,Joe Hoover,1940,5832,338,1384,1238,301,84.0,0.0,178,5,391,92,0.0,0.0,8,0,0,0,1,0,331,0,0,0,0,0,19,17.0,hoovejo01,23613,0.20000000000000007
265,23632,Rogers Hornsby,1910,9585,555,2243,2003,620,266.0,0.0,273,27,882,175,0.0,0.0,18,0,0,20,26,155,353,0,1,2,3,0,59,2.0,hornsro01,23632,26.5
266,23697,Dick Howser,1960,15716,789,2937,2483,617,165.0,16.0,398,16,789,367,365.0,2.0,13,0,0,0,94,14,548,0,0,0,0,0,105,34.0,howsedi01,23697,9.5
267,23753,Rudy Hulswitt,1900,9526,580,2277,2097,531,189.0,0.0,199,3,657,123,0.0,0.0,10,0,0,0,13,3,559,0,0,0,0,0,44,0.0,hulswru01,23753,1.2000000000000002
268,23766,Bill Hunnefield,1920,7710,384,1448,1295,354,117.0,0.0,181,7,455,95,0.0,0.0,5,0,0,0,143,23,182,0,0,0,0,0,60,30.0,hunnebi01,23766,2.0999999999999996
269,23776,Billy Hunter,1950,11733,630,2052,1875,410,144.0,9.0,166,16,552,111,61.0,5.0,8,0,0,0,72,24,528,0,0,0,0,0,23,12.0,huntebi03,23776,-1.9000000000000001
270,23867,Sonny Jackson,1960,13762,502,2043,1841,465,97.0,7.0,229,5,546,141,132.0,9.0,8,0,0,0,0,1,490,0,0,0,0,0,101,37.0,jacksso01,23867,2.9
271,23868,Travis Jackson,1920,15404,899,3633,3284,969,492.0,0.0,474,81,1468,239,0.0,0.0,4,0,0,0,1,33,854,0,0,1,1,0,45,13.0,jackstr01,23868,27.599999999999998
272,23868,Travis Jackson,1930,13531,757,3046,2802,799,437.0,0.0,359,54,1168,173,0.0,0.0,6,0,0,0,0,274,472,0,0,0,0,0,26,0.0,jackstr01,23868,16.3
273,23930,Steve Jeltz,1980,13902,653,1927,1646,351,120.0,6.0,172,5,448,242,210.0,32.0,3,0,0,0,27,33,581,1,1,0,2,0,17,9.0,jeltzst01,23930,0.5
274,23971,Bob Johnson,1960,19645,844,2457,2261,620,228.0,10.0,248,43,858,153,141.0,12.0,9,0,0,106,167,160,201,2,0,0,2,0,22,11.0,johnsbo02,23971,8.500000000000002
275,23991,Ernie Johnson,1910,9578,356,1164,1023,246,111.0,0.0,129,9,339,89,0.0,0.0,8,0,0,0,18,27,278,0,0,0,0,0,62,3.0,johnser01,23991,5.300000000000001
276,23991,Ernie Johnson,1920,9615,457,1751,1596,451,145.0,0.0,243,10,578,92,0.0,0.0,7,0,0,0,61,5,346,0,0,0,0,0,52,41.0,johnser01,23991,2.6999999999999997
277,24027,Tim Johnson,1970,13832,516,1408,1269,283,84.0,8.0,116,0,336,88,84.0,4.0,5,0,0,10,185,42,267,2,0,0,2,3,18,9.0,johnsti01,24027,-0.5999999999999999
278,24123,Eddie Joost,1940,15555,971,4228,3513,811,334.0,0.0,509,65,1202,626,0.0,0.0,18,0,0,2,105,88,789,0,0,0,0,0,37,11.0,joosted01,24123,17.6
279,24123,Eddie Joost,1950,11715,542,2347,1912,487,252.0,0.0,341,69,793,403,15.0,2.0,15,0,0,0,18,7,497,0,0,0,0,0,23,20.0,joosted01,24123,13.500000000000002
280,24166,Billy Jurges,1930,17415,1114,4372,3940,1026,434.0,0.0,476,25,1373,301,0.0,0.0,34,0,0,0,33,59,1015,0,0,0,0,0,22,0.0,jurgebi01,24166,20.0
281,24166,Billy Jurges,1940,15548,702,2641,2313,587,222.0,0.0,245,18,724,267,0.0,0.0,17,0,0,0,3,140,525,0,0,0,0,0,14,0.0,jurgebi01,24166,11.0
282,24218,Eddie Kasko,1950,5874,356,1149,1067,281,88.0,7.0,118,5,348,68,50.0,18.0,0,0,0,0,15,152,174,0,0,0,0,0,9,5.0,kaskoed01,24218,1.7000000000000002
283,24218,Eddie Kasko,1960,13741,721,2730,2479,654,173.0,14.0,293,17,825,197,182.0,15.0,20,0,0,0,48,274,370,0,0,0,0,0,22,26.0,kaskoed01,24218,9.4
284,24373,Buddy Kerr,1940,13622,843,3285,2952,756,269.0,0.0,315,28,995,252,0.0,0.0,11,0,0,0,0,18,820,0,0,0,0,0,38,0.0,kerrbu01,24373,11.4
285,24380,Don Kessinger,1960,11799,723,2998,2753,682,184.0,16.0,303,6,824,178,166.0,12.0,9,0,0,0,0,0,716,0,0,0,0,0,40,39.0,kessido01,24380,4.4
286,24380,Don Kessinger,1970,19745,1355,5531,4898,1249,343.0,24.0,596,8,1563,506,449.0,57.0,13,0,0,1,78,28,1239,0,0,0,0,0,60,46.0,kessido01,24380,4.5
287,24480,Billy Klaus,1950,13690,571,2244,1953,508,194.0,14.0,292,28,702,262,260.0,1.0,1,0,0,0,1,163,360,0,0,0,0,0,11,4.0,klausbi01,24480,7.3
288,24527,Bill Knickerbocker,1930,13552,686,2884,2662,756,310.0,0.0,330,19,1016,160,0.0,0.0,3,0,0,0,42,0,629,0,0,0,0,0,17,38.0,knickbi01,24527,4.1
289,24531,John Knight,1910,7646,351,1414,1227,329,140.0,0.0,161,6,424,117,0.0,0.0,19,0,0,105,76,5,161,0,0,1,1,0,52,2.0,knighjo02,24531,4.9
290,24564,Mark Koenig,1920,9635,546,2341,2159,619,235.0,0.0,339,15,832,128,0.0,0.0,6,0,0,0,1,37,477,0,0,0,0,0,11,12.0,koenima01,24564,5.9
291,24564,Mark Koenig,1930,13531,616,2262,2112,571,211.0,0.0,233,13,735,94,0.0,0.0,5,5,0,4,155,121,270,0,0,1,1,0,20,2.0,koenima01,24564,1.5
292,24588,Larry Kopf,1910,11494,455,1756,1581,396,135.0,0.0,183,3,491,106,0.0,0.0,21,0,0,0,11,51,378,0,0,0,0,0,47,9.0,kopfla01,24588,4.6
293,24588,Larry Kopf,1920,7686,398,1626,1429,354,131.0,0.0,166,2,418,136,0.0,0.0,12,0,0,0,88,18,286,1,1,0,2,0,25,39.0,kopfla01,24588,-0.4
294,24592,Joe Koppe,1960,11775,436,1375,1175,265,113.0,10.0,131,12,354,167,158.0,9.0,5,0,0,0,45,32,320,0,0,3,3,0,9,6.0,koppejo01,24592,-0.20000000000000007
295,24639,Red Kress,1920,5784,304,1289,1140,330,191.0,0.0,163,13,465,103,0.0,0.0,2,0,0,0,0,0,303,0,0,0,0,0,9,12.0,kressre01,24639,4.4
296,24639,Red Kress,1930,17408,1053,4263,3847,1102,597.0,0.0,515,75,1640,360,0.0,0.0,4,3,0,162,59,153,520,22,0,103,125,0,37,44.0,kressre01,24639,12.4
297,24654,Otto Krueger,1900,11415,494,1895,1660,417,194.0,0.0,226,5,537,152,0.0,0.0,30,0,0,0,15,184,191,51,3,13,67,0,47,0.0,kruegot01,24654,5.800000000000001
298,24664,Tony Kubek,1950,5874,397,1625,1502,419,138.0,10.0,189,11,541,73,64.0,9.0,6,0,0,1,3,55,242,51,39,28,118,0,14,13.0,kubekto01,24664,7.5
299,24664,Tony Kubek,1960,11775,695,2869,2665,690,235.0,16.0,333,46,977,144,129.0,15.0,7,0,0,1,0,0,640,29,7,3,39,0,15,10.0,kubekto01,24664,10.799999999999999
300,24674,Harvey Kuenn,1950,15644,1049,4750,4372,1372,423.0,27.0,620,53,1861,322,222.0,19.0,8,0,0,1,0,17,747,1,161,116,278,0,51,43.0,kuennha01,24674,20.9
301,24731,Eddie Lake,1940,17503,813,3186,2584,598,192.0,0.0,439,39,838,544,0.0,0.0,8,6,0,0,90,51,606,0,0,0,0,0,52,45.0,lakeed01,24731,10.9
302,24792,Hal Lanier,1960,11799,858,3053,2870,654,208.0,14.0,229,5,791,95,77.0,18.0,2,0,0,0,402,0,482,0,0,0,0,0,9,7.0,lanieha01,24792,1.9
303,24827,Lyn Lary,1930,19345,1195,5095,4313,1163,497.0,0.0,752,33,1605,677,0.0,0.0,21,0,0,9,2,40,1112,2,0,0,2,0,158,48.0,laryly01,24827,18.0
304,24849,Doc Lavan,1910,13412,728,2662,2434,578,193.0,0.0,194,3,709,145,0.0,0.0,15,0,0,0,7,0,714,0,1,0,1,0,50,31.0,lavando01,24849,6.200000000000001
305,24849,Doc Lavan,1920,9610,435,1603,1457,376,184.0,0.0,144,4,490,64,0.0,0.0,9,0,0,3,3,9,412,0,0,0,0,0,21,25.0,lavando01,24849,2.9000000000000004
306,24911,Manny Lee,1990,11955,552,1966,1773,442,159.0,12.0,208,12,561,143,140.0,3.0,4,0,0,0,126,0,432,0,0,0,0,0,21,10.0,leema02,24911,7.2
307,24957,Johnnie Lemaster,1980,13882,707,2499,2268,503,160.0,16.0,229,16,641,178,146.0,32.0,3,0,0,0,5,8,683,0,0,0,0,0,73,38.0,lemasjo01,24957,-5.0
308,25008,Jim Levey,1930,7726,440,1751,1632,375,140.0,0.0,162,11,497,85,0.0,0.0,9,0,0,0,0,0,437,0,0,0,0,0,23,18.0,leveyji01,25008,-7.5
309,25025,Phil Lewis,1900,7626,508,1940,1775,429,130.0,0.0,146,4,500,95,0.0,0.0,3,0,0,0,0,0,505,0,0,0,0,0,55,0.0,lewisph01,25025,1.4000000000000001
310,25043,Bob Lillis,1960,15708,767,2363,2211,511,130.0,9.0,181,2,596,92,80.0,12.0,12,0,0,0,174,70,491,0,0,0,0,0,22,23.0,lillibo01,25043,-3.8
311,25072,Phil Linz,1960,13755,519,1518,1372,322,96.0,6.0,185,11,427,112,107.0,5.0,7,0,0,0,102,82,190,4,7,11,22,0,13,13.0,linzph01,25072,1.9999999999999996
312,25075,Johnny Lipon,1940,7785,296,1231,1048,274,121.0,0.0,131,8,360,155,0.0,0.0,4,0,0,0,1,2,279,0,0,0,0,0,7,11.0,liponjo01,25075,2.8000000000000003
313,25075,Johnny Lipon,1950,9760,462,1858,1613,416,145.0,0.0,220,2,503,192,0.0,0.0,3,0,0,0,1,13,438,0,0,0,0,0,21,14.0,liponjo01,25075,3.0000000000000004
314,25129,Johnny Logan,1950,17595,1197,4981,4430,1209,478.0,27.0,572,85,1728,373,217.0,15.0,39,0,0,0,0,0,1192,0,0,0,0,0,18,12.0,loganjo01,25129,31.699999999999996
315,25152,Herman Long,1900,9510,475,1939,1764,409,209.0,0.0,201,17,539,112,0.0,0.0,5,0,0,0,45,0,430,0,0,0,0,0,84,0.0,longhe01,25152,4.4
316,25488,Rabbit Maranville,1910,15324,913,3867,3435,855,304.0,0.0,396,20,1143,297,0.0,0.0,17,0,0,0,0,0,913,0,0,0,0,0,143,46.0,maranra01,25488,24.4
