,BATTER,NAME,YEAR,YEAR.1,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP
464,31602,Jeff Mathis,2010,20145,656,2077,1898,366,178.0,14.0,154,30,551,126,114.0,12.0,7,5,634,0,1,0,0,0,0,0,0,5,7,2.0,mathije01,31602,-1.6
465,31606,Mike Napoli,2000,8030,366,1294,1096,281,181.0,15.0,186,66,540,159,151.0,8.0,22,0,340,0,0,0,0,0,0,0,0,19,17,11.0,napolmi01,31606,9.1
466,31759,Joe Mauer,2000,12039,699,2994,2582,844,397.0,32.0,419,72,1248,368,303.0,65.0,9,0,607,0,0,0,0,0,0,0,0,83,34,7.0,mauerjo01,31759,27.3
467,33829,Robinson Chirinos,2010,16123,576,2043,1758,411,262.0,16.0,248,85,771,197,195.0,2.0,59,0,550,5,0,3,0,0,0,0,0,8,4,4.0,chiriro01,33829,13.0
468,36585,Ryan Hanigan,2010,16108,554,1867,1613,400,192.0,10.0,158,25,537,207,176.0,31.0,24,0,535,0,0,0,0,0,0,0,0,3,1,1.0,hanigry01,36585,7.6
469,37606,Kenji Johjima,2000,8030,462,1722,1609,431,198.0,8.0,166,48,661,66,64.0,2.0,37,0,447,0,0,0,0,0,0,0,0,11,7,5.0,johjike01,37606,5.4
470,39835,Miguel Montero,2010,18126,897,3405,2962,749,433.0,28.0,343,95,1189,368,322.0,46.0,46,2,835,1,0,0,0,0,0,0,0,9,4,7.0,montemi01,39835,11.9
471,40216,Dioner Navarro,2000,12039,490,1822,1642,415,173.0,12.0,178,33,597,136,124.0,12.0,12,0,474,0,0,0,0,0,0,0,0,0,10,8.0,navardi01,40216,2.6999999999999997
472,40216,Dioner Navarro,2010,14091,519,1729,1565,387,194.0,17.0,144,44,590,129,121.0,8.0,7,0,417,0,0,0,0,0,0,0,0,41,4,4.0,navardi01,40216,4.5
473,40851,Ronny Paulino,2000,10035,384,1376,1260,349,155.0,6.0,126,27,491,104,96.0,8.0,4,0,364,0,0,0,0,0,0,0,0,0,3,2.0,pauliro01,40851,5.1000000000000005
474,40947,Brayan Pena,2010,14091,503,1636,1515,394,134.0,18.0,103,15,521,89,86.0,3.0,7,0,367,63,0,0,0,0,0,0,0,12,6,6.0,penabr01,40947,0.5
475,41774,Rene Rivera,2010,16123,462,1388,1269,279,157.0,10.0,101,38,452,85,75.0,10.0,14,0,428,14,0,0,0,0,0,0,0,3,0,1.0,riverre01,41774,1.9
476,42127,Carlos Ruiz,2000,8030,366,1259,1085,267,138.0,7.0,126,22,411,138,112.0,26.0,14,0,352,0,0,1,0,0,0,0,0,0,10,5.0,ruizca01,42127,4.800000000000001
477,42127,Carlos Ruiz,2010,16108,770,2810,2454,668,277.0,15.0,279,49,974,265,229.0,36.0,64,1,733,1,0,1,0,0,0,0,0,2,15,5.0,ruizca01,42127,17.7
478,43032,Chris Snyder,2000,12039,491,1682,1431,334,208.0,17.0,157,52,570,203,181.0,22.0,18,0,476,3,0,0,0,1,0,0,1,1,0,2.0,snydech02,43032,4.1
479,43102,Geovany Soto,2010,16108,524,1837,1617,380,218.0,8.0,202,71,680,194,186.0,8.0,11,0,508,1,0,2,0,0,0,0,0,6,2,4.0,sotoge01,43102,7.8
480,43258,Chris Stewart,2010,18126,433,1280,1136,263,87.0,10.0,102,9,334,96,87.0,9.0,18,0,411,7,0,0,0,0,0,0,0,0,6,1.0,stewach01,43258,2.1000000000000005
481,45247,Charlie O'Brien,1990,19945,663,2132,1861,409,214.0,18.0,176,47,654,174,162.0,12.0,51,0,645,0,0,0,0,0,0,0,0,0,1,8.0,o'brich01,45247,7.0
482,45353,Ed Sweeney,1910,13394,545,1830,1583,368,128.0,0.0,151,3,446,160,0.0,0.0,28,0,526,1,0,0,0,0,1,0,1,0,60,14.0,sweenje02,45353,4.6
483,45447,Russell Martin,2000,8030,570,2326,2013,556,274.0,12.0,302,49,819,271,245.0,26.0,27,0,548,0,0,12,0,0,0,0,0,7,60,26.0,martiru01,45447,14.0
484,45447,Russell Martin,2010,20145,1123,4322,3688,860,497.0,24.0,501,142,1443,521,501.0,20.0,80,4,1031,0,4,45,3,1,0,1,2,16,41,25.0,martiru01,45447,24.0
485,45449,Brian McCann,2000,10035,611,2372,2123,623,389.0,22.0,263,91,1056,200,173.0,27.0,18,0,578,0,0,0,0,0,0,0,0,1,12,3.0,mccanbr01,45449,14.3
486,45449,Brian McCann,2010,20145,1144,4478,3944,967,629.0,37.0,479,191,1684,440,396.0,44.0,57,0,1034,29,0,0,0,0,0,0,0,62,13,6.0,mccanbr01,45449,17.6
487,45844,Francisco Cervelli,2010,20145,669,2450,2104,564,257.0,16.0,258,37,803,260,256.0,4.0,54,0,629,15,2,4,0,0,0,0,0,5,16,10.0,cervefr01,45844,12.000000000000002
488,46150,Chris Iannetta,2010,20145,912,3169,2667,603,348.0,25.0,324,101,1046,435,414.0,21.0,38,0,852,7,0,3,0,0,0,0,0,6,11,8.0,iannech01,46150,10.299999999999999
489,46195,John Jaso,2010,16108,803,2581,2214,571,281.0,15.0,293,55,903,319,313.0,6.0,28,0,323,139,0,0,0,24,0,48,72,158,16,10.0,jasojo01,46195,11.2
490,46714,Jarrod Saltalamacchia,2010,18126,657,2322,2063,464,288.0,18.0,277,87,858,232,223.0,9.0,8,0,561,18,0,0,0,0,0,0,0,22,5,3.0,saltaja01,46714,4.800000000000001
491,46730,Josh Thole,2010,14091,461,1440,1283,306,102.0,6.0,97,9,388,131,118.0,13.0,8,0,423,2,0,0,0,0,0,0,0,4,1,5.0,tholejo01,46730,-1.5
492,47155,Drew Butera,2010,20145,513,1394,1266,253,114.0,8.0,118,19,376,86,85.0,1.0,15,6,484,26,0,0,0,0,0,0,0,1,0,1.0,buterdr01,47155,-3.0
493,47564,A.J. Ellis,2010,18126,660,2290,1935,465,228.0,18.0,193,44,685,280,258.0,22.0,28,0,610,0,0,0,0,1,0,0,1,1,2,4.0,ellisaj01,47564,9.0
494,47690,Nick Hundley,2010,20145,836,2868,2643,658,322.0,20.0,275,80,1079,180,163.0,17.0,16,0,759,0,0,0,0,0,0,0,0,2,10,17.0,hundlni01,47690,5.3
495,47910,Jose Lobaton,2010,16116,406,1261,1117,241,107.0,9.0,109,21,359,121,116.0,5.0,7,0,388,0,0,0,0,0,0,0,0,2,0,2.0,lobatjo01,47910,0.19999999999999996
496,48082,Martin Maldonado,2010,18135,717,2343,2100,459,220.0,7.0,217,63,745,162,146.0,16.0,50,1,661,19,0,0,0,0,0,0,0,0,2,5.0,maldoma01,48082,6.3999999999999995
497,49076,Kurt Suzuki,2000,6024,363,1450,1313,357,169.0,13.0,155,29,523,96,94.0,2.0,22,0,342,0,0,0,0,0,0,0,0,13,10,5.0,suzukku01,49076,7.6
498,49076,Kurt Suzuki,2010,20145,1116,4178,3781,960,513.0,46.0,397,102,1474,253,233.0,20.0,80,0,1055,0,0,0,0,0,0,0,0,22,9,6.0,suzukku01,49076,12.5
499,49755,Hank Conger,2010,14091,373,1134,1013,224,114.0,5.0,94,31,371,97,93.0,4.0,10,0,339,0,0,0,0,1,0,0,1,7,0,4.0,congeha01,49755,2.2
500,49829,Wilson Ramos,2010,20145,901,3468,3199,881,499.0,27.0,334,123,1394,226,200.0,26.0,9,0,853,0,0,0,0,0,0,0,0,11,1,3.0,ramoswi01,49829,15.200000000000001
501,50900,Wilin Rosario,2010,10065,447,1601,1512,413,241.0,12.0,204,71,715,73,64.0,9.0,3,0,323,62,0,3,0,0,0,0,0,10,11,7.0,rosarwi01,50900,1.9000000000000001
502,52461,Welington Castillo,2010,20145,726,2701,2462,626,339.0,18.0,251,98,1048,183,174.0,9.0,35,0,649,1,0,0,0,0,0,0,0,34,5,0.0,castiwe01,52461,12.200000000000001
503,52532,Tyler Flowers,2010,20145,770,2676,2371,564,296.0,14.0,259,85,933,216,210.0,6.0,71,0,730,7,0,0,0,0,0,0,0,6,2,6.0,flowety01,52532,7.699999999999999
504,52678,J.P. Arencibia,2010,12075,466,1687,1573,333,245.0,11.0,169,80,648,85,81.0,4.0,17,1,400,22,0,0,0,0,0,0,0,31,2,3.0,arencjp01,52678,1.9000000000000004
505,55784,Travis d'Arnaud,2010,14112,500,1860,1688,415,231.0,14.0,202,63,695,142,133.0,9.0,13,0,454,21,1,1,0,0,0,0,0,6,1,1.0,darnatr01,55784,3.3
506,55951,Sandy Leon,2010,16124,392,1298,1169,258,123.0,7.0,129,25,388,93,90.0,3.0,11,0,380,1,0,1,0,0,0,0,0,6,1,1.0,leonsa01,55951,2.4999999999999996
507,56104,Devin Mesoraco,2010,16116,468,1574,1402,325,192.0,11.0,152,58,569,138,122.0,16.0,23,0,401,1,0,0,0,0,0,0,0,9,4,7.0,mesorde01,56104,4.2
508,56945,Stephen Vogt,2010,14106,620,2088,1898,480,258.0,20.0,211,67,809,159,145.0,14.0,8,0,420,74,0,0,0,11,0,17,28,52,4,5.0,vogtst01,56945,7.9
509,57013,Derek Norris,2010,12087,610,2195,1967,453,247.0,12.0,242,63,748,195,185.0,10.0,19,0,560,21,0,0,0,0,0,0,0,15,26,6.0,norride01,57013,8.8
510,57191,Jonathan Lucroy,2010,20145,1202,4568,4121,1128,545.0,40.0,481,108,1716,366,346.0,20.0,34,0,1091,56,0,0,0,0,0,0,0,22,30,9.0,lucrojo01,57191,17.9
511,57335,Salvador Perez,2010,16116,942,3737,3537,942,503.0,30.0,381,141,1562,131,114.0,17.0,38,0,874,6,0,0,0,0,0,0,0,58,4,1.0,perezsa02,57335,22.399999999999995
512,57520,Austin Romine,2010,16123,368,1116,1033,247,135.0,11.0,114,25,378,59,58.0,1.0,5,1,333,20,0,0,0,0,0,0,0,8,4,1.0,rominau01,57520,3.3306690738754696e-16
513,57712,Matt Wieters,2010,20145,1052,4002,3605,887,503.0,39.0,402,137,1480,337,310.0,27.0,18,0,971,4,0,0,0,0,0,0,0,39,9,4.0,wietema01,57712,17.1
514,58548,Buster Posey,2010,20145,1251,5136,4558,1378,673.0,51.0,594,140,2086,484,422.0,62.0,42,0,980,229,0,0,0,0,0,0,0,30,23,9.0,poseybu01,58548,42.099999999999994
515,58767,Christian Vazquez,2010,10084,429,1520,1404,360,152.0,8.0,169,33,539,92,86.0,6.0,9,0,399,10,2,8,0,0,0,0,0,17,15,5.0,vazquch01,58767,3.2
516,58831,Jason Castro,2010,18134,825,3022,2674,619,292.0,17.0,332,86,1043,302,292.0,10.0,23,0,777,3,0,0,0,0,0,0,0,30,5,2.0,castrja01,58831,12.1
517,58842,Caleb Joseph,2010,12099,422,1358,1255,280,125.0,5.0,131,31,439,72,70.0,2.0,11,2,396,9,0,8,0,0,0,0,0,4,2,2.0,josepca01,58842,4.5
518,58899,Alex Avila,2010,20145,966,3393,2861,671,372.0,19.0,332,98,1121,488,465.0,23.0,15,3,855,46,0,1,0,0,0,0,0,17,8,8.0,avilaal01,58899,15.399999999999999
519,59467,Roberto Perez,2010,12099,414,1412,1207,261,162.0,12.0,138,45,454,153,151.0,2.0,7,0,406,0,0,0,0,0,0,0,0,8,1,1.0,perezro02,59467,6.9
520,59592,Tucker Barnhart,2010,12099,590,2063,1819,455,200.0,13.0,168,39,675,205,171.0,34.0,11,0,531,14,0,0,0,0,0,1,1,0,6,5.0,barnhtu01,59592,5.699999999999999
521,60649,Josh Phegley,2010,14112,376,1185,1100,250,160.0,13.0,127,34,421,54,54.0,0.0,14,1,369,0,1,0,0,0,0,0,0,0,2,2.0,phegljo01,60649,2.1
522,60834,Yan Gomes,2010,16124,749,2780,2548,623,351.0,27.0,306,99,1069,160,148.0,12.0,43,0,691,22,0,8,0,4,0,0,4,19,4,0.0,gomesya01,60834,13.0
523,65870,Yasmani Grandal,2010,16124,879,3292,2793,673,416.0,24.0,374,141,1246,457,448.0,9.0,16,0,768,70,0,0,0,0,0,0,0,2,11,7.0,grandya01,65870,16.1
524,65906,Cameron Rupp,2010,10075,296,1127,1027,240,124.0,4.0,100,39,418,87,79.0,8.0,9,0,293,0,0,0,0,0,0,0,0,0,2,1.0,ruppca01,65906,2.9999999999999996
525,66068,Omar Narvaez,2010,8070,353,1216,1062,293,109.0,5.0,129,34,437,137,133.0,4.0,7,0,300,1,1,0,0,0,0,0,0,31,0,2.0,narvaom01,66068,5.5
526,66719,Willson Contreras,2010,8070,436,1664,1463,391,227.0,7.0,190,67,688,162,156.0,6.0,29,0,397,11,0,1,0,34,0,4,38,1,12,9.0,contrwi01,66719,11.499999999999998
527,67084,J.T. Realmuto,2010,12099,685,2745,2526,703,326.0,22.0,347,84,1143,163,154.0,9.0,30,0,627,26,0,0,0,0,0,0,0,6,40,13.0,realmjt01,67084,17.700000000000003
528,68087,Gary Sanchez,2010,10085,372,1576,1393,343,262.0,9.0,226,105,721,150,144.0,6.0,24,0,306,2,0,0,0,0,0,0,0,62,4,2.0,sanchga02,68087,11.299999999999999
529,70317,James McCann,2010,12099,570,2134,1975,488,237.0,9.0,197,58,764,121,120.0,1.0,22,0,540,0,0,0,0,0,0,0,0,31,6,6.0,mccanja02,70317,6.6
530,70397,Austin Hedges,2010,10085,377,1268,1163,234,140.0,9.0,108,46,419,79,69.0,10.0,11,0,347,0,0,2,0,0,0,0,0,2,8,2.0,hedgeau01,70397,0.9
531,99903,Mike Zunino,2010,14112,677,2376,2151,435,273.0,11.0,236,104,849,158,157.0,1.0,48,0,664,0,0,0,0,0,0,0,0,5,2,4.0,zuninmi01,99903,6.9
