,BATTER,NAME,YEAR,YEAR.1,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP
32,686,Nick Punto,2000,18045,736,2530,2216,550,178.0,20.0,301,12,719,250,246.0,4.0,2,0,0,0,240,237,226,1,9,1,11,4,85,29.0,puntoni01,686,8.7
33,686,Nick Punto,2010,10060,427,1204,1037,248,85.0,9.0,120,7,331,136,131.0,5.0,1,0,0,5,168,123,111,0,0,1,1,1,19,7.0,puntoni01,686,6.800000000000001
34,736,Pokey Reese,1990,5994,336,1224,1115,288,94.0,7.0,153,15,401,80,74.0,6.0,11,0,0,0,157,40,144,0,0,0,0,0,66,16.0,reesepo01,736,2.9
35,736,Pokey Reese,2000,10010,520,1914,1718,416,177.0,17.0,213,29,597,146,131.0,15.0,12,0,0,0,364,0,149,0,0,0,0,0,78,10.0,reesepo01,736,3.5
36,806,Todd Walker,1990,7990,363,1427,1297,373,130.0,11.0,170,21,543,114,99.0,15.0,4,0,0,0,255,60,0,0,0,0,0,38,46,17.0,walketo04,806,2.4
37,806,Todd Walker,2000,16028,925,3628,3257,943,415.0,35.0,477,86,1438,307,288.0,19.0,12,0,0,59,752,23,1,2,0,0,2,12,20,20.0,walketo04,806,7.999999999999999
38,853,Terry Shumpert,1990,19945,460,1281,1146,288,131.0,13.0,162,28,461,92,90.0,2.0,9,0,0,0,329,55,8,8,9,5,22,2,58,21.0,shumpte01,853,0.10000000000000009
39,876,Chone Figgins,2010,8047,346,1285,1116,253,62.0,10.0,112,4,315,128,127.0,1.0,4,0,0,0,166,100,2,41,9,1,51,0,61,23.0,figgich01,876,-0.20000000000000007
40,884,Adam Kennedy,2000,20045,1323,4945,4481,1244,470.0,40.0,569,67,1752,316,278.0,38.0,63,0,0,4,1182,82,1,1,1,11,13,10,156,56.0,kennead01,884,20.6
41,910,Scott Spiezio,1990,7990,359,1368,1220,305,156.0,9.0,149,33,487,121,112.0,9.0,5,0,0,10,300,37,0,0,0,0,0,9,10,7.0,spiezsc01,910,2.8
42,925,Ray Durham,1990,9985,747,3284,2909,808,296.0,24.0,488,60,1204,296,286.0,10.0,32,0,0,0,731,0,0,0,0,0,0,6,151,45.0,durhara01,925,10.600000000000001
43,925,Ray Durham,2000,18036,1228,5139,4499,1246,579.0,44.0,761,132,2024,524,500.0,24.0,40,0,0,0,1112,0,0,0,1,0,1,45,122,52.0,durhara01,925,23.199999999999996
44,927,Mark Ellis,2000,14040,870,3571,3175,841,369.0,25.0,467,80,1292,296,285.0,11.0,40,0,0,3,846,7,15,0,0,0,0,2,48,16.0,ellisma01,927,22.900000000000002
45,927,Mark Ellis,2010,10060,565,2157,1942,502,181.0,14.0,223,25,673,142,133.0,9.0,35,0,0,5,518,4,0,0,0,0,0,6,34,13.0,ellisma01,927,10.799999999999999
46,950,Frank Menechino,2000,12015,441,1501,1248,300,149.0,10.0,207,36,480,200,198.0,2.0,35,2,0,0,309,44,28,0,0,0,0,47,3,10.0,menecfr01,950,5.300000000000001
47,966,Randy Velarde,1990,19945,913,3465,3047,853,340.0,16.0,448,70,1255,345,340.0,5.0,30,0,0,0,394,240,231,95,4,9,108,3,59,28.0,velarra01,966,19.7
48,972,Dave Berg,2000,10010,392,1230,1114,286,117.0,14.0,130,16,406,80,79.0,1.0,14,0,0,19,125,69,82,35,0,16,51,15,3,5.0,bergda01,972,-1.6
49,994,Orlando Hudson,2000,16044,1014,4117,3670,1035,434.0,35.0,493,77,1580,364,350.0,14.0,24,0,0,0,998,0,0,0,0,0,0,2,50,19.0,hudsoor01,994,27.200000000000003
50,994,Orlando Hudson,2010,6033,331,1296,1155,284,108.0,7.0,155,16,406,119,112.0,7.0,6,0,0,0,281,29,0,0,0,0,0,6,35,9.0,hudsoor01,994,3.6999999999999997
51,1113,Brandon Phillips,2000,16044,736,3004,2761,731,383.0,26.0,373,94,1186,170,154.0,16.0,33,0,0,0,717,0,5,0,0,0,0,1,109,36.0,phillbr01,1113,9.899999999999999
52,1113,Brandon Phillips,2010,18126,1166,4987,4617,1298,568.0,36.0,632,117,1914,250,232.0,18.0,59,0,0,0,1114,29,1,0,0,0,0,6,100,48.0,phillbr01,1113,21.199999999999996
53,1140,Bret Boone,1990,15964,945,3819,3448,880,462.0,35.0,442,106,1419,257,248.0,9.0,35,0,0,0,934,8,0,0,0,0,0,1,39,29.0,boonebr01,1140,5.499999999999999
54,1140,Bret Boone,2000,12015,835,3613,3235,895,559.0,38.0,485,146,1534,295,272.0,23.0,34,0,0,0,829,0,0,0,0,0,0,3,55,24.0,boonebr01,1140,17.4
55,1165,Mark McLemore,1990,19945,1037,4235,3633,959,342.0,28.0,565,29,1243,504,481.0,23.0,9,0,0,0,780,8,8,74,0,144,218,12,136,64.0,mclemma01,1165,13.1
56,1170,Jose Offerman,2000,10012,508,1767,1536,389,156.0,11.0,230,27,556,208,204.0,4.0,4,0,0,155,176,0,0,5,0,3,8,72,15,17.0,offerjo01,1170,2.6000000000000005
57,1215,Jerry Hairston,2000,20045,973,3422,2996,775,274.0,24.0,420,45,1111,261,258.0,3.0,66,0,0,1,488,62,82,132,119,72,323,29,125,54.0,hairsje02,1215,9.4
58,1240,Brian Roberts,2000,18045,1135,5093,4490,1274,443.0,39.0,729,77,1889,512,489.0,23.0,10,0,0,0,1038,0,53,0,0,0,0,24,256,64.0,roberbr01,1240,28.0
59,1240,Brian Roberts,2010,10060,283,1157,1041,253,99.0,10.0,121,20,374,97,94.0,3.0,3,0,0,0,266,0,0,0,0,0,0,15,29,9.0,roberbr01,1240,2.4
60,1303,Carlos Baerga,1990,19945,1280,5202,4807,1400,686.0,61.0,659,124,2052,253,214.0,39.0,58,0,0,18,1024,173,50,0,0,0,0,9,52,23.0,baergca01,1303,19.6
61,1346,Freddy Sanchez,2000,16044,733,2946,2732,817,300.0,31.0,358,38,1139,135,121.0,14.0,26,0,0,0,479,172,55,0,0,0,0,2,10,7.0,sanchfr01,1346,13.299999999999997
62,1355,Luis Alicea,1990,17955,902,2974,2510,649,280.0,35.0,374,35,954,361,341.0,20.0,36,0,0,0,679,51,5,9,0,0,9,27,69,37.0,alicelu01,1355,12.0
63,1355,Luis Alicea,2000,6003,346,1309,1164,319,118.0,8.0,157,11,429,114,112.0,2.0,10,0,0,2,228,58,3,1,0,1,2,44,11,12.0,alicelu01,1355,1.3
64,1367,Carlos Febles,2000,8006,372,1339,1178,288,91.0,2.0,179,14,386,112,111.0,1.0,23,0,0,0,360,0,2,0,0,0,0,1,46,15.0,febleca01,1367,1.0000000000000002
65,1384,Chuck Knoblauch,1990,17955,1313,5992,5145,1533,523.0,50.0,950,78,2156,672,652.0,20.0,113,0,0,0,1299,0,13,0,1,0,1,4,335,98.0,knoblch01,1384,44.39999999999999
66,1413,Damion Easley,1990,15964,826,3216,2836,732,353.0,23.0,401,86,1167,265,255.0,10.0,68,0,0,0,623,111,119,0,2,0,2,9,81,40.0,easleda01,1413,12.0
67,1413,Damion Easley,2000,18036,880,2995,2648,654,331.0,20.0,334,77,1049,245,233.0,12.0,64,0,0,27,549,62,80,10,0,12,22,12,33,16.0,easleda01,1413,8.5
68,1424,Omar Infante,2000,16044,660,2309,2112,558,221.0,21.0,261,37,825,141,136.0,5.0,9,0,0,0,275,72,206,42,32,9,83,18,36,15.0,infanom01,1424,6.800000000000001
69,1424,Omar Infante,2010,14091,847,3389,3159,869,321.0,32.0,348,45,1214,155,149.0,6.0,5,0,0,0,770,35,19,15,0,6,21,0,44,18.0,infanom01,1424,10.299999999999999
70,1426,Damian Jackson,2000,14021,656,1964,1737,427,149.0,10.0,262,22,613,181,174.0,7.0,20,0,0,2,300,19,158,73,56,18,147,5,95,28.0,jacksda04,1426,4.800000000000001
71,1452,Ramon Santiago,2010,10060,461,1368,1190,288,100.0,9.0,133,13,382,112,111.0,1.0,20,0,0,0,224,66,179,1,0,0,1,3,5,4.0,santira01,1452,5.000000000000001
72,1478,Denny Hocking,2000,12015,509,1476,1302,338,130.0,14.0,157,12,456,133,131.0,2.0,3,0,0,39,166,65,118,44,37,36,117,13,13,11.0,hockide01,1478,0.8999999999999999
73,1508,Luis Rivas,2000,16030,648,2290,2101,541,201.0,15.0,286,34,793,126,124.0,2.0,18,0,0,0,584,1,40,0,0,0,0,0,81,25.0,rivaslu01,1508,-1.6
74,1535,Tony Graffanino,2000,18037,711,2429,2159,588,239.0,13.0,350,43,857,212,201.0,11.0,23,0,0,50,348,178,86,6,0,0,6,10,43,15.0,graffto01,1535,12.700000000000001
75,1539,D'Angelo Jimenez,2000,14028,634,2457,2139,560,224.0,10.0,287,36,805,288,279.0,9.0,6,1,0,0,413,43,114,0,0,0,0,0,36,22.0,jimend'01,1539,7.7
76,1608,Alfonso Soriano,2000,20045,1313,5852,5403,1505,759.0,38.0,859,289,2754,338,286.0,52.0,65,0,0,0,766,11,9,504,12,0,516,9,257,70.0,soriaal01,1608,24.2
77,4951,Delino DeShields,1990,19945,1271,5418,4721,1272,428.0,30.0,713,62,1762,605,579.0,26.0,18,0,0,1,1239,0,10,0,0,0,0,0,393,134.0,deshide01,4951,20.599999999999998
78,4951,Delino DeShields,2000,6003,344,1234,1058,276,133.0,12.0,159,18,418,149,144.0,5.0,2,0,0,1,153,5,0,118,3,1,122,18,70,13.0,deshide01,4951,4.0
79,15868,Quilvio Veras,1990,9985,612,2634,2224,593,177.0,13.0,374,24,791,352,349.0,3.0,26,0,0,0,580,0,0,0,1,1,2,0,151,67.0,verasqu01,15868,9.5
80,16632,Chase Utley,2000,14042,891,3813,3310,978,585.0,33.0,602,161,1730,360,335.0,25.0,107,0,0,26,824,0,0,0,0,0,0,1,83,11.0,utleych01,16632,42.2
81,16632,Chase Utley,2010,18126,1046,4050,3547,907,440.0,39.0,501,98,1459,364,327.0,37.0,97,0,0,26,919,4,0,0,0,0,0,8,71,11.0,utleych01,16632,23.1
82,16675,Manny Alexander,1990,13970,440,1096,1004,239,89.0,3.0,131,11,330,68,64.0,4.0,6,1,0,0,167,51,165,4,0,2,6,2,35,9.0,alexama02,16675,-1.1
83,16709,Wally Backman,1980,19845,852,3041,2668,739,191.0,13.0,392,8,899,292,285.0,7.0,4,0,0,0,764,9,18,0,0,0,0,1,107,47.0,backmwa01,16709,11.0
84,16719,Bret Barberie,1990,11961,479,1659,1434,388,133.0,11.0,163,16,521,164,154.0,10.0,32,0,0,1,319,78,21,0,0,0,0,5,16,13.0,barbebr01,16719,6.299999999999999
85,16843,Casey Candaele,1990,11959,529,1366,1234,312,105.0,9.0,124,10,421,107,92.0,15.0,4,0,0,0,206,49,93,78,30,20,128,1,26,12.0,candaca01,16843,3.4000000000000004
86,16864,Domingo Cedeno,1990,13972,429,1337,1219,306,121.0,10.0,160,15,431,83,83.0,0.0,7,0,0,0,191,17,172,1,0,0,1,13,14,12.0,cedendo01,16864,-1.3
87,16902,Joey Cora,1990,17946,1030,3983,3474,972,280.0,36.0,596,30,1303,351,346.0,5.0,43,0,1,0,903,9,33,0,0,0,0,6,101,49.0,corajo01,16902,8.1
88,16982,Mariano Duncan,1990,15948,858,3373,3189,897,383.0,27.0,435,64,1324,108,102.0,6.0,25,0,0,24,546,36,184,83,2,1,86,4,68,30.0,duncama01,16982,5.4
89,17047,Jeff Frye,1990,11973,487,1886,1654,483,163.0,19.0,243,13,652,164,162.0,2.0,17,0,0,1,410,26,8,7,6,5,18,9,49,21.0,fryeje01,17047,6.100000000000001
90,17052,Mike Gallego,1990,15948,681,2374,2059,495,205.0,16.0,258,34,691,232,227.0,5.0,23,0,0,0,408,80,259,0,0,1,1,1,14,19.0,gallemi01,17052,12.5
91,17056,Carlos Garcia,1990,19945,610,2359,2178,580,197.0,17.0,274,33,815,115,103.0,12.0,22,0,0,1,529,24,67,0,0,0,0,0,73,33.0,garcica01,17056,1.0
92,17065,Brent Gates,1990,13972,685,2625,2329,616,279.0,36.0,268,25,832,225,217.0,8.0,10,0,0,9,486,170,7,1,0,0,1,7,18,13.0,gatesbr01,17065,5.4
93,17243,Pat Kelly,1990,17955,681,2235,1988,495,217.0,23.0,253,36,734,145,142.0,3.0,33,0,0,0,559,80,2,3,0,0,3,5,61,29.0,kellypa03,17243,4.8
94,17268,Mike Lansing,1990,13972,865,3621,3294,915,346.0,16.0,437,65,1345,239,225.0,14.0,36,0,0,0,725,109,67,0,0,0,0,0,108,33.0,lansimi01,17268,11.4
95,17282,Mark Lemke,1990,17946,1039,3540,3117,772,258.0,30.0,337,30,1009,339,291.0,48.0,0,0,0,0,935,73,1,0,0,0,0,0,11,16.0,lemkema01,17282,6.3999999999999995
96,17287,Mark Lewis,1990,17955,814,2840,2600,689,282.0,27.0,299,46,990,183,175.0,8.0,15,0,0,0,368,200,185,0,0,0,0,2,22,16.0,lewisma01,17287,-1.9000000000000001
97,17293,Nelson Liriano,1990,15954,555,1538,1364,355,154.0,13.0,180,15,507,142,129.0,13.0,3,0,0,2,327,18,47,0,0,0,0,2,18,16.0,liriane01,17293,0.2999999999999998
98,17401,Paul Molitor,1970,3957,265,1201,1105,330,107.0,10.0,161,15,468,67,60.0,7.0,6,0,0,0,213,1,41,0,0,0,0,9,63,25.0,molitpa01,17401,8.3
99,17412,Mickey Morandini,1990,19945,1172,4678,4149,1117,322.0,22.0,556,32,1507,401,383.0,18.0,52,0,0,0,1125,0,4,0,0,0,0,0,117,43.0,moranmi01,17412,11.0
100,17506,Tony Phillips,1980,15884,835,3007,2588,649,259.0,23.0,354,33,905,342,337.0,5.0,11,0,0,4,463,157,268,39,10,8,57,2,56,42.0,phillto02,17506,14.0
101,17561,Billy Ripken,1980,5964,323,1180,1064,254,80.0,9.0,110,6,316,76,76.0,0.0,5,0,0,0,321,2,0,0,0,0,0,0,13,5.0,ripkebi01,17561,0.8999999999999999
102,17561,Billy Ripken,1990,17946,589,1835,1665,420,149.0,13.0,177,14,551,98,95.0,3.0,13,0,0,13,448,60,72,0,0,0,0,1,12,11.0,ripkebi01,17561,4.999999999999998
103,17603,Juan Samuel,1980,13902,938,4150,3836,997,441.0,27.0,560,103,1639,232,211.0,21.0,50,0,0,0,792,1,0,0,136,1,137,0,280,87.0,samueju01,17603,13.200000000000001
104,17603,Juan Samuel,1990,17946,782,2514,2245,581,262.0,15.0,313,58,913,208,191.0,17.0,24,0,0,73,398,13,0,34,61,39,134,76,116,56.0,samueju01,17603,3.5999999999999996
105,17718,Jackie Robinson,1940,5844,454,2051,1757,548,257.0,0.0,355,40,825,217,0.0,0.0,24,0,0,181,272,6,0,0,0,0,0,0,88,0.0,robinja02,17718,18.1
106,17718,Jackie Robinson,1950,13671,928,3751,3120,970,477.0,9.0,592,97,1485,523,114.0,7.0,48,0,0,16,476,250,1,161,0,1,162,0,109,30.0,robinja02,17718,43.400000000000006
107,17723,Steve Sax,1980,17865,1249,5462,4963,1423,396.0,19.0,662,35,1789,415,377.0,38.0,15,0,0,0,1228,2,0,1,0,0,1,0,333,143.0,saxst01,17723,20.3
108,17723,Steve Sax,1990,9960,520,2170,1977,526,154.0,18.0,251,19,694,141,132.0,9.0,9,0,0,0,451,5,0,26,0,6,32,13,111,35.0,saxst01,17723,5.3999999999999995
109,17729,Jeff Treadway,1990,11955,502,1373,1261,361,141.0,10.0,147,16,485,81,72.0,9.0,8,0,0,0,315,49,0,0,0,0,0,4,8,11.0,treadje01,17729,2.1
110,17742,Jerry Browne,1980,7950,370,1479,1290,361,103.0,7.0,178,7,464,155,145.0,10.0,3,0,0,0,359,0,0,0,0,0,0,4,48,30.0,brownje01,17742,5.3
111,17742,Jerry Browne,1990,11955,612,2228,1900,505,185.0,26.0,253,16,656,238,234.0,4.0,10,0,0,2,250,155,1,98,67,25,190,8,25,15.0,brownje01,17742,6.6000000000000005
112,17825,Geronimo Pena,1990,13951,378,1170,1010,265,124.0,13.0,162,30,431,112,109.0,3.0,22,0,0,0,300,4,0,4,0,0,4,0,54,22.0,penage01,17825,6.200000000000001
113,17895,Bill Doran,1980,15884,1056,4501,3920,1040,372.0,27.0,562,63,1454,514,475.0,39.0,10,0,0,0,1039,0,16,0,0,0,0,0,173,76.0,doranbi02,17895,27.899999999999995
114,17895,Bill Doran,1990,7966,397,1421,1211,326,125.0,11.0,165,21,462,195,182.0,13.0,0,0,0,33,320,4,0,6,0,0,6,0,36,17.0,doranbi02,17895,5.1000000000000005
115,17908,Jose Lind,1980,5964,342,1462,1332,340,108.0,8.0,155,4,427,89,81.0,8.0,2,0,0,0,339,0,0,0,0,0,0,0,32,6.0,lindjo01,17908,5.6
116,17908,Jose Lind,1990,11955,702,2538,2345,595,216.0,23.0,213,5,734,126,84.0,42.0,6,0,0,0,699,0,0,0,0,0,0,1,30,13.0,lindjo01,17908,-1.7
117,17923,Robby Thompson,1980,7950,567,2249,1993,517,189.0,6.0,292,37,781,173,170.0,3.0,30,0,0,0,557,0,1,0,0,0,0,0,54,33.0,thompro01,17923,14.700000000000001
118,17923,Robby Thompson,1990,13951,737,2986,2619,670,269.0,13.0,379,82,1079,266,261.0,5.0,36,0,0,0,722,0,0,0,0,0,0,0,49,29.0,thompro01,17923,19.3
119,17929,Lou Whitaker,1980,19845,1418,6042,5282,1452,619.0,50.0,814,143,2219,659,612.0,47.0,8,0,0,0,1397,0,0,0,0,0,0,3,87,45.0,whitalo01,17929,43.4
120,17929,Lou Whitaker,1990,11955,695,2801,2349,650,363.0,29.0,421,95,1090,395,365.0,30.0,10,0,0,0,640,0,0,0,0,0,0,27,27,11.0,whitalo01,17929,23.4
121,17949,Keith Miller,1990,11955,343,1180,1062,280,79.0,6.0,152,10,377,87,86.0,1.0,22,0,0,0,167,25,6,49,55,23,127,11,49,14.0,milleke01,17949,3.1
122,17950,Al Newman,1980,9935,476,1409,1227,281,95.0,7.0,171,1,342,146,144.0,2.0,2,0,0,0,228,109,138,6,1,0,7,5,65,38.0,newmaal01,17950,0.7000000000000002
123,17978,Scott Fletcher,1990,11955,615,2229,1990,501,208.0,16.0,252,17,676,164,158.0,6.0,23,0,0,1,575,6,27,0,0,0,0,3,43,19.0,fletcsc01,17978,10.1
124,17990,Jose Oquendo,1980,11917,704,2202,1910,511,158.0,21.0,210,10,622,234,206.0,28.0,4,2,1,20,278,56,259,11,7,46,64,0,31,28.0,oquenjo01,17990,8.2
125,17990,Jose Oquendo,1990,11955,486,1535,1292,310,96.0,11.0,129,4,393,214,184.0,30.0,1,1,0,3,371,2,105,0,0,1,1,0,4,5.0,oquenjo01,17990,5.3
126,17992,Jody Reed,1990,15948,1020,4194,3662,972,316.0,26.0,426,23,1250,420,392.0,28.0,22,0,0,0,967,0,61,0,0,0,0,6,34,35.0,reedjo01,17992,9.1
127,18104,Ryne Sandberg,1980,17865,1234,5385,4893,1395,549.0,33.0,756,139,2146,414,379.0,35.0,18,0,0,0,1083,133,7,0,0,0,0,0,250,69.0,sandbry01,18104,37.8
128,18104,Ryne Sandberg,1990,13953,930,3897,3492,991,512.0,38.0,562,143,1641,347,323.0,24.0,16,0,0,0,912,0,0,0,0,0,0,1,94,38.0,sandbry01,18104,30.199999999999996
129,18203,Harold Reynolds,1980,13902,694,2607,2359,628,150.0,11.0,293,6,821,193,191.0,2.0,11,0,0,0,680,0,0,0,0,0,0,1,154,84.0,reynoha01,18203,6.699999999999999
130,18203,Harold Reynolds,1990,9960,680,2791,2423,605,203.0,22.0,347,15,811,287,278.0,9.0,16,0,0,0,659,0,0,1,0,0,1,2,96,54.0,reynoha01,18203,9.299999999999999
131,18282,Ed Abbaticchio,1900,11436,772,3145,2761,704,300.0,0.0,326,11,910,269,0.0,0.0,32,0,0,0,411,0,341,0,2,0,2,0,136,0.0,abbated01,18282,9.0
132,18309,Jerry Adair,1960,19645,1135,4226,3938,1005,363.0,30.0,374,57,1375,201,171.0,30.0,17,0,0,1,791,46,299,0,0,0,0,0,29,28.0,adairje01,18309,9.000000000000002
133,18317,Bobby Adams,1940,7790,369,1202,1067,283,90.0,0.0,139,9,390,94,0.0,0.0,8,0,0,0,270,22,0,0,0,2,2,0,35,0.0,adamsbo03,18317,4.7
134,18332,Sparky Adams,1920,15404,881,3811,3406,980,250.0,0.0,529,7,1189,287,0.0,0.0,19,0,0,0,497,87,271,2,0,2,4,0,126,50.0,adamssp01,18332,12.4
135,18392,Bernie Allen,1960,15724,821,2890,2587,621,266.0,13.0,272,50,918,261,220.0,41.0,8,0,0,0,751,11,0,0,0,0,0,0,11,12.0,allenbe01,18392,5.899999999999999
136,18432,Sandy Alomar,1960,11799,433,1311,1222,291,62.0,3.0,137,1,327,67,62.0,5.0,1,0,0,0,299,30,90,1,0,0,1,0,56,16.0,alomasa01,18432,-1.2
137,18432,Sandy Alomar,1970,17766,1048,3849,3538,877,220.0,15.0,421,12,1044,235,223.0,12.0,2,0,0,14,857,13,107,4,0,3,7,17,171,64.0,alomasa01,18432,11.700000000000001
138,18436,Whitey Alperman,1900,7630,450,1758,1632,387,141.0,0.0,134,7,540,30,0.0,0.0,39,0,0,0,368,24,38,0,0,5,5,0,27,0.0,alperwh01,18436,2.1999999999999997
