,BATTER,NAME,YEAR,YEAR.1,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP
457,59021,Hernan Perez,2010,16124,638,1819,1720,434,180.0,12.0,191,45,665,74,71.0,3.0,1,7,0,26,174,211,60,75,29,100,204,2,69,16.0,perezhe01,59021,3.1
458,59218,Pedro Alvarez,2010,18126,910,3321,2980,704,472.0,15.0,365,162,1333,314,283.0,31.0,11,0,0,132,0,574,0,0,0,0,0,135,15,3.0,alvarpe01,59218,6.499999999999999
459,59586,Nolan Arenado,2010,14112,1031,4357,3936,1160,734.0,46.0,626,227,2148,347,292.0,55.0,22,0,0,0,0,1021,0,0,0,0,0,2,16,15.0,arenano01,59586,38.7
460,60009,Brett Lawrie,2010,12081,588,2417,2217,578,253.0,12.0,266,71,929,153,148.0,5.0,27,0,0,0,172,441,1,0,0,0,0,4,41,19.0,lawribr01,60009,15.2
461,60187,Matt Carpenter,2010,18135,1149,4807,4056,1092,531.0,45.0,712,148,1874,641,604.0,37.0,53,0,0,313,212,635,0,7,0,19,26,8,25,17.0,carpema01,60187,26.599999999999998
462,60672,Kyle Seager,2010,18135,1261,5286,4755,1218,666.0,32.0,597,198,2106,442,412.0,30.0,52,0,0,0,22,1225,11,0,0,0,0,7,47,26.0,seageky01,60672,30.5
463,66110,Eugenio Suarez,2010,12099,799,3202,2817,747,430.0,23.0,406,147,1332,308,295.0,13.0,45,0,0,0,0,608,183,0,0,0,0,3,26,16.0,suareeu01,66110,15.3
464,66955,Nick Castellanos,2010,12093,737,2982,2745,752,387.0,26.0,308,93,1260,193,183.0,10.0,18,0,0,0,0,527,0,9,0,163,172,30,9,12.0,casteni01,66955,7.0
465,67049,Manny Machado,2010,16124,1082,4735,4307,1200,598.0,32.0,603,207,2081,361,324.0,37.0,21,0,0,0,0,850,236,0,0,0,0,0,58,27.0,machama01,67049,36.9
466,67574,Miguel Sano,2010,10085,486,2051,1786,437,315.0,9.0,286,118,890,247,240.0,7.0,9,0,0,31,0,280,0,0,0,38,38,143,2,2.0,sanomi01,67574,8.1
467,68089,Cheslor Cuthbert,2010,10085,322,1160,1076,269,119.0,4.0,100,27,407,75,74.0,1.0,4,0,0,63,4,240,0,0,0,0,0,15,3,1.0,cuthbch01,68089,-1.1
468,68156,Maikel Franco,2010,12099,656,2539,2338,583,343.0,17.0,279,102,1007,173,135.0,38.0,11,0,0,11,0,606,0,0,0,0,0,3,3,1.0,francma02,68156,1.6000000000000003
469,68520,Kris Bryant,2010,10085,706,3105,2643,751,403.0,19.0,486,138,1364,369,352.0,17.0,74,0,0,19,0,596,1,107,10,70,187,5,34,18.0,bryankr01,68520,25.1
470,69188,Travis Shaw,2010,10085,592,2241,1972,480,310.0,15.0,273,99,889,235,215.0,20.0,17,0,0,129,41,434,0,2,0,0,2,3,20,4.0,shawtr01,69188,10.6
471,69338,Jeimer Candelario,2010,8070,281,1161,1012,226,102.0,6.0,129,30,380,124,121.0,3.0,19,0,0,21,0,248,0,0,0,0,0,4,6,3.0,candeje01,69338,2.8
472,69512,Cody Asche,2010,10075,390,1349,1238,290,129.0,4.0,129,32,465,95,84.0,11.0,9,0,0,2,0,208,0,121,0,0,121,14,5,4.0,ascheco01,69512,-2.4000000000000004
473,69578,Cory Spangenberg,2010,12099,419,1380,1250,320,119.0,4.0,154,29,486,99,96.0,3.0,10,2,0,0,164,174,5,45,1,2,48,3,34,10.0,spangco01,69578,3.5
474,70217,Jose Ramirez,2010,14112,770,3138,2774,776,391.0,25.0,451,110,1347,301,277.0,24.0,19,0,0,0,145,483,109,50,0,0,50,10,117,28.0,ramirjo01,70217,25.400000000000002
475,70607,Alex Bregman,2010,8070,517,2238,1905,545,320.0,19.0,346,99,1004,285,279.0,6.0,28,0,0,0,9,407,129,2,0,0,2,10,34,10.0,bregmal01,70607,20.9
476,70755,Anthony Rendon,2010,14112,916,3927,3424,994,546.0,45.0,571,136,1677,409,383.0,26.0,45,0,0,0,170,759,4,0,0,0,0,0,45,16.0,rendoan01,70755,27.3
477,70928,Brian Anderson,2010,6054,307,1285,1133,303,139.0,6.0,155,31,482,116,113.0,3.0,30,0,0,0,0,163,0,0,0,146,146,1,7,5.0,anderbr06,70928,7.6
478,99963,Jake Lamb,2010,12099,578,2216,1929,466,302.0,19.0,283,81,847,251,229.0,22.0,17,0,0,32,0,503,0,0,0,0,0,2,18,10.0,lambja01,99963,6.300000000000001
479,100736,Matt Duffy,2010,10082,452,1771,1616,456,169.0,9.0,194,22,614,120,119.0,1.0,20,0,0,1,18,377,30,0,0,0,0,6,32,13.0,duffyma01,100736,8.9
480,104042,Rafael Devers,2010,6054,335,1432,1319,372,211.0,4.0,222,63,661,104,88.0,16.0,4,0,0,0,0,324,1,0,0,0,0,4,16,11.0,deverra01,104042,6.6
481,104744,Matt Chapman,2010,6054,385,1612,1420,365,199.0,7.0,241,74,710,163,163.0,0.0,22,0,0,0,0,385,0,0,0,0,0,0,2,6.0,chapmma01,104744,18.5
